 rt 	  est 	  resp 	  laten 	  good 	  SU 
 342	 1	 4	 568688	 1	 MAFD_30111993
 297	 1	 4	 570891	 1	 MAFD_30111993
 -99	 2	 -99	 573203	 1	 MAFD_30111993
 250	 1	 4	 574780	 1	 MAFD_30111993
 297	 1	 4	 576203	 1	 MAFD_30111993
 391	 1	 4	 577968	 1	 MAFD_30111993
 280	 1	 4	 580375	 1	 MAFD_30111993
 328	 1	 4	 581563	 1	 MAFD_30111993
 -99	 2	 -99	 583234	 1	 MAFD_30111993
 328	 1	 4	 585625	 1	 MAFD_30111993
 313	 2	 4	 587921	 1	 MAFD_30111993
 282	 1	 4	 589609	 1	 MAFD_30111993
 282	 1	 4	 591234	 1	 MAFD_30111993
 313	 1	 4	 593280	 1	 MAFD_30111993
 -99	 2	 -99	 595063	 1	 MAFD_30111993
 266	 1	 4	 596968	 1	 MAFD_30111993
 312	 1	 4	 598218	 1	 MAFD_30111993
 328	 1	 4	 599468	 1	 MAFD_30111993
 -99	 2	 -99	 601250	 1	 MAFD_30111993
 313	 1	 4	 603171	 1	 MAFD_30111993
 297	 1	 4	 605296	 1	 MAFD_30111993
 280	 1	 4	 606266	 1	 MAFD_30111993
 375	 1	 4	 607188	 1	 MAFD_30111993
 375	 1	 4	 608171	 1	 MAFD_30111993
 -99	 2	 -99	 609438	 1	 MAFD_30111993
 297	 1	 4	 611391	 1	 MAFD_30111993
 312	 1	 4	 613188	 1	 MAFD_30111993
 359	 1	 4	 614671	 1	 MAFD_30111993
 359	 1	 4	 616625	 1	 MAFD_30111993
 343	 1	 4	 619016	 1	 MAFD_30111993
 -99	 2	 -99	 620780	 1	 MAFD_30111993
 423	 1	 4	 621780	 1	 MAFD_30111993
 282	 1	 4	 623796	 1	 MAFD_30111993
 296	 1	 4	 625609	 1	 MAFD_30111993
 359	 1	 4	 627375	 1	 MAFD_30111993
 327	 1	 4	 629766	 1	 MAFD_30111993
 296	 1	 4	 630859	 1	 MAFD_30111993
 313	 1	 4	 633250	 1	 MAFD_30111993
 -99	 2	 -99	 635109	 1	 MAFD_30111993
 390	 1	 4	 636438	 1	 MAFD_30111993
 282	 1	 4	 638234	 1	 MAFD_30111993
 344	 1	 4	 640109	 1	 MAFD_30111993
 328	 1	 4	 642000	 1	 MAFD_30111993
 297	 1	 4	 644391	 1	 MAFD_30111993
 -99	 2	 -99	 646655	 1	 MAFD_30111993
 297	 1	 4	 648171	 1	 MAFD_30111993
 312	 1	 4	 649359	 1	 MAFD_30111993
 297	 1	 4	 650328	 1	 MAFD_30111993
 298	 1	 4	 652593	 1	 MAFD_30111993
 312	 1	 4	 654234	 1	 MAFD_30111993
 -99	 2	 -99	 656155	 1	 MAFD_30111993
 280	 1	 4	 657891	 1	 MAFD_30111993
 -99	 2	 -99	 659938	 1	 MAFD_30111993
 359	 1	 4	 661046	 1	 MAFD_30111993
 375	 1	 4	 662530	 1	 MAFD_30111993
 345	 1	 4	 664530	 1	 MAFD_30111993
 359	 1	 4	 665500	 1	 MAFD_30111993
 313	 1	 4	 667046	 1	 MAFD_30111993
 360	 1	 4	 668468	 1	 MAFD_30111993
 375	 1	 4	 670516	 1	 MAFD_30111993
 -99	 2	 -99	 672375	 1	 MAFD_30111993
 283	 1	 4	 674030	 1	 MAFD_30111993
 327	 1	 4	 675953	 1	 MAFD_30111993
 297	 1	 4	 677296	 1	 MAFD_30111993
 390	 2	 4	 679688	 1	 MAFD_30111993
 297	 1	 4	 682078	 1	 MAFD_30111993
 -99	 2	 -99	 684078	 1	 MAFD_30111993
 391	 1	 4	 685405	 1	 MAFD_30111993
 -99	 2	 -99	 686938	 1	 MAFD_30111993
 313	 1	 4	 689125	 1	 MAFD_30111993
 391	 1	 4	 690484	 1	 MAFD_30111993
 297	 1	 4	 692796	 1	 MAFD_30111993
 327	 1	 4	 694141	 1	 MAFD_30111993
 297	 1	 4	 695796	 1	 MAFD_30111993
 360	 1	 4	 697828	 1	 MAFD_30111993
 296	 1	 4	 700000	 1	 MAFD_30111993
 -99	 2	 -99	 701938	 1	 MAFD_30111993
 375	 1	 4	 46850	 1	 N_CB_28041993
 -99	 2	 -99	 47787	 1	 N_CB_28041993
 328	 1	 4	 49882	 1	 N_CB_28041993
 -99	 2	 -99	 51460	 1	 N_CB_28041993
 343	 1	 4	 52382	 1	 N_CB_28041993
 407	 1	 4	 54428	 1	 N_CB_28041993
 359	 1	 4	 56523	 1	 N_CB_28041993
 -99	 2	 -99	 58398	 1	 N_CB_28041993
 267	 1	 4	 59428	 1	 N_CB_28041993
 343	 1	 4	 61773	 1	 N_CB_28041993
 345	 1	 4	 63037	 1	 N_CB_28041993
 359	 1	 4	 64241	 1	 N_CB_28041993
 391	 1	 4	 65991	 1	 N_CB_28041993
 328	 1	 4	 66975	 1	 N_CB_28041993
 343	 1	 4	 69210	 1	 N_CB_28041993
 -99	 2	 -99	 71523	 1	 N_CB_28041993
 375	 1	 4	 72725	 1	 N_CB_28041993
 282	 1	 4	 74491	 1	 N_CB_28041993
 361	 1	 4	 76787	 1	 N_CB_28041993
 328	 1	 4	 79100	 1	 N_CB_28041993
 407	 1	 4	 80975	 1	 N_CB_28041993
 -99	 2	 -99	 82616	 1	 N_CB_28041993
 298	 1	 4	 83912	 1	 N_CB_28041993
 329	 1	 4	 84928	 1	 N_CB_28041993
 359	 1	 4	 86553	 1	 N_CB_28041993
 -99	 2	 -99	 87835	 1	 N_CB_28041993
 375	 1	 4	 90132	 1	 N_CB_28041993
 -99	 2	 -99	 92491	 1	 N_CB_28041993
 312	 1	 4	 94741	 1	 N_CB_28041993
 327	 1	 4	 95898	 1	 N_CB_28041993
 361	 1	 4	 97162	 1	 N_CB_28041993
 343	 1	 4	 98148	 1	 N_CB_28041993
 391	 1	 4	 100491	 1	 N_CB_28041993
 423	 1	 4	 102475	 1	 N_CB_28041993
 359	 1	 4	 104523	 1	 N_CB_28041993
 -99	 2	 -99	 106303	 1	 N_CB_28041993
 328	 1	 4	 107382	 1	 N_CB_28041993
 -99	 2	 -99	 109398	 1	 N_CB_28041993
 313	 1	 4	 110507	 1	 N_CB_28041993
 -99	 2	 -99	 112616	 1	 N_CB_28041993
 375	 1	 4	 114898	 1	 N_CB_28041993
 -99	 2	 -99	 117100	 1	 N_CB_28041993
 280	 1	 4	 118945	 1	 N_CB_28041993
 484	 1	 4	 120023	 1	 N_CB_28041993
 375	 1	 4	 121085	 1	 N_CB_28041993
 437	 1	 4	 122475	 1	 N_CB_28041993
 408	 1	 4	 123787	 1	 N_CB_28041993
 -99	 2	 -99	 125445	 1	 N_CB_28041993
 375	 1	 4	 127116	 1	 N_CB_28041993
 -99	 2	 -99	 128773	 1	 N_CB_28041993
 389	 1	 4	 131023	 1	 N_CB_28041993
 -99	 2	 -99	 132445	 1	 N_CB_28041993
 298	 1	 4	 133725	 1	 N_CB_28041993
 342	 1	 4	 136070	 1	 N_CB_28041993
 391	 1	 4	 137382	 1	 N_CB_28041993
 345	 1	 4	 139428	 1	 N_CB_28041993
 421	 1	 4	 140491	 1	 N_CB_28041993
 -99	 2	 -99	 141553	 1	 N_CB_28041993
 313	 1	 4	 143632	 1	 N_CB_28041993
 438	 1	 4	 145585	 1	 N_CB_28041993
 329	 1	 4	 147116	 1	 N_CB_28041993
 375	 1	 4	 148070	 1	 N_CB_28041993
 406	 1	 4	 149960	 1	 N_CB_28041993
 -99	 2	 -99	 151116	 1	 N_CB_28041993
 421	 1	 4	 153320	 1	 N_CB_28041993
 392	 1	 4	 154553	 1	 N_CB_28041993
 390	 1	 4	 155570	 1	 N_CB_28041993
 -99	 2	 -99	 157132	 1	 N_CB_28041993
 312	 1	 4	 158241	 1	 N_CB_28041993
 -99	 2	 -99	 159241	 1	 N_CB_28041993
 423	 1	 4	 161162	 1	 N_CB_28041993
 -99	 2	 -99	 163116	 1	 N_CB_28041993
 345	 1	 4	 164850	 1	 N_CB_28041993
 359	 1	 4	 165898	 1	 N_CB_28041993
 423	 1	 4	 167912	 1	 N_CB_28041993
 312	 1	 4	 170023	 1	 N_CB_28041993
 313	 1	 4	 171928	 1	 N_CB_28041993
 -99	 2	 -99	 173570	 1	 N_CB_28041993
 329	 1	 4	 175162	 1	 N_CB_28041993
 -99	 2	 -99	 177162	 1	 N_CB_28041993
 328	 1	 4	 179507	 1	 N_CB_28041993
 359	 2	 4	 180616	 1	 N_CB_28041993
 375	 1	 4	 182210	 1	 N_CB_28041993
 485	 1	 4	 184335	 1	 N_CB_28041993
 375	 1	 4	 185320	 1	 N_CB_28041993
 -99	 2	 -99	 186787	 1	 N_CB_28041993
 298	 1	 4	 188287	 1	 N_CB_28041993
 329	 1	 4	 190303	 1	 N_CB_28041993
 327	 1	 4	 192085	 1	 N_CB_28041993
 298	 2	 4	 194475	 1	 N_CB_28041993
 375	 1	 4	 195773	 1	 N_CB_28041993
 406	 1	 4	 196835	 1	 N_CB_28041993
 408	 1	 4	 199037	 1	 N_CB_28041993
 -99	 2	 -99	 200320	 1	 N_CB_28041993
 421	 1	 4	 202132	 1	 N_CB_28041993
 423	 1	 4	 203975	 1	 N_CB_28041993
 422	 1	 4	 206085	 1	 N_CB_28041993
 -99	 2	 -99	 208366	 1	 N_CB_28041993
 391	 1	 4	 210287	 1	 N_CB_28041993
 -99	 2	 -99	 211412	 1	 N_CB_28041993
 468	 1	 4	 258335	 1	 N_CB_28041993
 -99	 2	 -99	 259335	 1	 N_CB_28041993
 408	 1	 4	 261537	 1	 N_CB_28041993
 391	 1	 4	 262662	 1	 N_CB_28041993
 343	 1	 4	 264210	 1	 N_CB_28041993
 -99	 2	 -99	 266523	 1	 N_CB_28041993
 359	 1	 4	 268257	 1	 N_CB_28041993
 390	 1	 4	 270320	 1	 N_CB_28041993
 359	 1	 4	 271741	 1	 N_CB_28041993
 390	 1	 4	 272695	 1	 N_CB_28041993
 516	 1	 4	 274616	 1	 N_CB_28041993
 328	 1	 4	 276882	 1	 N_CB_28041993
 390	 1	 4	 278070	 1	 N_CB_28041993
 -99	 2	 -99	 279398	 1	 N_CB_28041993
 390	 1	 4	 280460	 1	 N_CB_28041993
 359	 1	 4	 282116	 1	 N_CB_28041993
 390	 1	 4	 284320	 1	 N_CB_28041993
 454	 1	 4	 285412	 1	 N_CB_28041993
 392	 1	 4	 287553	 1	 N_CB_28041993
 438	 1	 4	 289085	 1	 N_CB_28041993
 390	 1	 4	 290195	 1	 N_CB_28041993
 -99	 2	 -99	 292023	 1	 N_CB_28041993
 328	 1	 4	 293695	 1	 N_CB_28041993
 438	 1	 4	 294662	 1	 N_CB_28041993
 391	 1	 4	 296491	 1	 N_CB_28041993
 -99	 2	 -99	 297945	 1	 N_CB_28041993
 345	 1	 4	 299412	 1	 N_CB_28041993
 423	 1	 4	 301537	 1	 N_CB_28041993
 375	 1	 4	 303023	 1	 N_CB_28041993
 392	 1	 4	 304303	 1	 N_CB_28041993
 421	 1	 4	 305366	 1	 N_CB_28041993
 -99	 2	 -99	 306507	 1	 N_CB_28041993
 406	 1	 4	 307960	 1	 N_CB_28041993
 375	 1	 4	 309523	 1	 N_CB_28041993
 484	 1	 4	 311648	 1	 N_CB_28041993
 437	 1	 4	 313273	 1	 N_CB_28041993
 470	 1	 4	 314475	 1	 N_CB_28041993
 -99	 2	 -99	 315600	 1	 N_CB_28041993
 360	 1	 4	 317585	 1	 N_CB_28041993
 389	 1	 4	 318898	 1	 N_CB_28041993
 421	 1	 4	 320507	 1	 N_CB_28041993
 421	 1	 4	 321991	 1	 N_CB_28041993
 468	 1	 4	 323773	 1	 N_CB_28041993
 -99	 2	 -99	 325928	 1	 N_CB_28041993
 422	 1	 4	 327148	 1	 N_CB_28041993
 437	 1	 4	 328273	 1	 N_CB_28041993
 345	 1	 4	 329975	 1	 N_CB_28041993
 454	 1	 4	 332241	 1	 N_CB_28041993
 406	 1	 4	 333585	 1	 N_CB_28041993
 -99	 2	 -99	 334960	 1	 N_CB_28041993
 343	 1	 4	 337335	 1	 N_CB_28041993
 342	 1	 4	 339445	 1	 N_CB_28041993
 405	 1	 4	 341132	 1	 N_CB_28041993
 391	 1	 4	 343537	 1	 N_CB_28041993
 359	 1	 4	 345678	 1	 N_CB_28041993
 -99	 2	 -99	 346741	 1	 N_CB_28041993
 359	 1	 4	 348178	 1	 N_CB_28041993
 375	 1	 4	 350257	 1	 N_CB_28041993
 359	 1	 4	 351928	 1	 N_CB_28041993
 360	 1	 4	 353225	 1	 N_CB_28041993
 422	 1	 4	 354398	 1	 N_CB_28041993
 -99	 2	 -99	 356773	 1	 N_CB_28041993
 375	 1	 4	 357898	 1	 N_CB_28041993
 -99	 2	 -99	 359257	 1	 N_CB_28041993
 422	 1	 4	 361085	 1	 N_CB_28041993
 484	 1	 4	 362741	 1	 N_CB_28041993
 375	 1	 4	 364710	 1	 N_CB_28041993
 -99	 2	 -99	 366428	 1	 N_CB_28041993
 329	 1	 4	 368303	 1	 N_CB_28041993
 438	 1	 4	 369787	 1	 N_CB_28041993
 421	 1	 4	 372132	 1	 N_CB_28041993
 345	 1	 4	 374053	 1	 N_CB_28041993
 391	 1	 4	 376287	 1	 N_CB_28041993
 375	 1	 4	 378070	 1	 N_CB_28041993
 437	 1	 4	 379023	 1	 N_CB_28041993
 -99	 2	 -99	 380273	 1	 N_CB_28041993
 327	 1	 4	 381710	 1	 N_CB_28041993
 329	 1	 4	 383241	 1	 N_CB_28041993
 327	 1	 4	 384710	 1	 N_CB_28041993
 358	 1	 4	 386070	 1	 N_CB_28041993
 313	 1	 4	 388303	 1	 N_CB_28041993
 343	 1	 4	 390257	 1	 N_CB_28041993
 342	 1	 4	 391570	 1	 N_CB_28041993
 -99	 2	 -99	 393303	 1	 N_CB_28041993
 312	 1	 4	 395366	 1	 N_CB_28041993
 313	 1	 4	 396710	 1	 N_CB_28041993
 298	 1	 4	 398412	 1	 N_CB_28041993
 -99	 2	 -99	 399898	 1	 N_CB_28041993
 345	 1	 4	 402178	 1	 N_CB_28041993
 408	 1	 4	 404287	 1	 N_CB_28041993
 358	 1	 4	 405695	 1	 N_CB_28041993
 470	 1	 4	 408053	 1	 N_CB_28041993
 469	 1	 4	 409616	 1	 N_CB_28041993
 -99	 2	 -99	 411662	 1	 N_CB_28041993
 421	 1	 4	 413820	 1	 N_CB_28041993
 -99	 2	 -99	 414945	 1	 N_CB_28041993
 453	 1	 4	 416600	 1	 N_CB_28041993
 -99	 2	 -99	 418882	 1	 N_CB_28041993
 407	 1	 4	 419803	 1	 N_CB_28041993
 375	 1	 4	 422085	 1	 N_CB_28041993
 468	 1	 4	 483257	 1	 N_CB_28041993
 391	 1	 4	 485412	 1	 N_CB_28041993
 391	 1	 4	 486787	 1	 N_CB_28041993
 375	 1	 4	 487882	 1	 N_CB_28041993
 485	 1	 4	 490225	 1	 N_CB_28041993
 -99	 2	 -99	 491600	 1	 N_CB_28041993
 392	 1	 4	 493928	 1	 N_CB_28041993
 437	 1	 4	 495648	 1	 N_CB_28041993
 406	 1	 4	 496585	 1	 N_CB_28041993
 -99	 2	 -99	 498960	 1	 N_CB_28041993
 343	 1	 4	 501148	 1	 N_CB_28041993
 329	 1	 4	 503178	 1	 N_CB_28041993
 391	 1	 4	 505100	 1	 N_CB_28041993
 -99	 2	 -99	 506741	 1	 N_CB_28041993
 282	 1	 4	 508600	 1	 N_CB_28041993
 -99	 2	 -99	 509695	 1	 N_CB_28041993
 343	 1	 4	 510710	 1	 N_CB_28041993
 514	 1	 4	 512148	 1	 N_CB_28041993
 423	 1	 4	 513100	 1	 N_CB_28041993
 -99	 2	 -99	 514273	 1	 N_CB_28041993
 280	 1	 4	 515945	 1	 N_CB_28041993
 421	 1	 4	 517757	 1	 N_CB_28041993
 454	 1	 4	 519037	 1	 N_CB_28041993
 -99	 2	 -99	 520648	 1	 N_CB_28041993
 327	 1	 4	 522898	 1	 N_CB_28041993
 -99	 2	 -99	 524695	 1	 N_CB_28041993
 313	 1	 4	 526787	 1	 N_CB_28041993
 405	 1	 4	 529007	 1	 N_CB_28041993
 516	 1	 4	 529975	 1	 N_CB_28041993
 -99	 2	 -99	 531335	 1	 N_CB_28041993
 484	 1	 4	 533241	 1	 N_CB_28041993
 500	 1	 4	 535412	 1	 N_CB_28041993
 486	 1	 4	 536912	 1	 N_CB_28041993
 422	 1	 4	 539178	 1	 N_CB_28041993
 437	 1	 4	 540820	 1	 N_CB_28041993
 -99	 2	 -99	 542428	 1	 N_CB_28041993
 375	 1	 4	 544273	 1	 N_CB_28041993
 -99	 2	 -99	 545866	 1	 N_CB_28041993
 375	 1	 4	 547928	 1	 N_CB_28041993
 484	 1	 4	 549991	 1	 N_CB_28041993
 500	 1	 4	 551600	 1	 N_CB_28041993
 516	 1	 4	 553412	 1	 N_CB_28041993
 484	 1	 4	 554773	 1	 N_CB_28041993
 -99	 2	 -99	 556835	 1	 N_CB_28041993
 423	 1	 4	 558037	 1	 N_CB_28041993
 -99	 2	 -99	 560350	 1	 N_CB_28041993
 327	 1	 4	 562148	 1	 N_CB_28041993
 421	 1	 4	 564195	 1	 N_CB_28041993
 405	 1	 4	 565898	 1	 N_CB_28041993
 421	 1	 4	 568241	 1	 N_CB_28041993
 375	 1	 4	 570085	 1	 N_CB_28041993
 -99	 2	 -99	 572132	 1	 N_CB_28041993
 438	 1	 4	 574335	 1	 N_CB_28041993
 -99	 2	 -99	 575975	 1	 N_CB_28041993
 546	 1	 4	 576945	 1	 N_CB_28041993
 421	 1	 4	 578882	 1	 N_CB_28041993
 485	 1	 4	 580085	 1	 N_CB_28041993
 609	 1	 4	 581398	 1	 N_CB_28041993
 375	 1	 4	 582741	 1	 N_CB_28041993
 389	 1	 4	 584398	 1	 N_CB_28041993
 484	 1	 4	 586053	 1	 N_CB_28041993
 -99	 2	 -99	 587773	 1	 N_CB_28041993
 485	 1	 4	 588725	 1	 N_CB_28041993
 516	 1	 4	 590162	 1	 N_CB_28041993
 470	 1	 4	 592037	 1	 N_CB_28041993
 422	 1	 4	 593960	 1	 N_CB_28041993
 343	 1	 4	 596085	 1	 N_CB_28041993
 360	 1	 4	 597850	 1	 N_CB_28041993
 391	 1	 4	 599507	 1	 N_CB_28041993
 -99	 2	 -99	 601398	 1	 N_CB_28041993
 470	 1	 4	 602600	 1	 N_CB_28041993
 405	 1	 4	 604023	 1	 N_CB_28041993
 453	 1	 4	 606007	 1	 N_CB_28041993
 437	 1	 4	 607116	 1	 N_CB_28041993
 452	 1	 4	 609148	 1	 N_CB_28041993
 500	 1	 4	 611148	 1	 N_CB_28041993
 405	 1	 4	 612257	 1	 N_CB_28041993
 -99	 2	 -99	 613303	 1	 N_CB_28041993
 342	 1	 4	 614820	 1	 N_CB_28041993
 345	 1	 4	 617100	 1	 N_CB_28041993
 453	 1	 4	 619070	 1	 N_CB_28041993
 359	 1	 4	 620303	 1	 N_CB_28041993
 437	 1	 4	 621350	 1	 N_CB_28041993
 -99	 2	 -99	 622475	 1	 N_CB_28041993
 361	 1	 4	 623662	 1	 N_CB_28041993
 -99	 2	 -99	 625491	 1	 N_CB_28041993
 358	 1	 4	 627695	 1	 N_CB_28041993
 407	 1	 4	 629350	 1	 N_CB_28041993
 358	 1	 4	 631195	 1	 N_CB_28041993
 438	 1	 4	 632928	 1	 N_CB_28041993
 391	 1	 4	 633991	 1	 N_CB_28041993
 -99	 2	 -99	 636241	 1	 N_CB_28041993
 360	 1	 4	 638475	 1	 N_CB_28041993
 405	 1	 4	 640757	 1	 N_CB_28041993
 359	 1	 4	 642648	 1	 N_CB_28041993
 484	 1	 4	 644991	 1	 N_CB_28041993
 516	 1	 4	 646287	 1	 N_CB_28041993
 -99	 2	 -99	 648210	 1	 N_CB_28041993
 359	 1	 4	 650553	 1	 N_CB_28041993
 344	 1	 4	 651991	 1	 N_CB_28041993
 375	 1	 4	 49461	 1	 A_VM_10021994
 360	 1	 4	 51538	 1	 A_VM_10021994
 343	 1	 4	 52523	 1	 A_VM_10021994
 327	 1	 4	 54336	 1	 A_VM_10021994
 391	 1	 4	 56163	 1	 A_VM_10021994
 343	 1	 4	 57711	 1	 A_VM_10021994
 391	 1	 4	 59820	 1	 A_VM_10021994
 360	 2	 4	 61163	 1	 A_VM_10021994
 500	 1	 4	 63054	 1	 A_VM_10021994
 405	 1	 4	 64945	 1	 A_VM_10021994
 -99	 1	 -99	 67008	 1	 A_VM_10021994
 -99	 2	 -99	 69008	 1	 A_VM_10021994
 266	 1	 4	 70475	 1	 A_VM_10021994
 359	 1	 4	 72836	 1	 A_VM_10021994
 405	 1	 4	 75133	 1	 A_VM_10021994
 468	 1	 4	 76648	 1	 A_VM_10021994
 265	 1	 4	 78383	 1	 A_VM_10021994
 298	 1	 4	 79725	 1	 A_VM_10021994
 375	 1	 4	 81850	 1	 A_VM_10021994
 -99	 2	 -99	 83883	 1	 A_VM_10021994
 344	 1	 4	 84929	 1	 A_VM_10021994
 296	 1	 4	 85883	 1	 A_VM_10021994
 267	 1	 4	 87616	 1	 A_VM_10021994
 312	 2	 4	 89461	 1	 A_VM_10021994
 467	 1	 4	 91508	 1	 A_VM_10021994
 329	 1	 4	 92491	 1	 A_VM_10021994
 312	 1	 4	 94788	 1	 A_VM_10021994
 -99	 2	 -99	 97100	 1	 A_VM_10021994
 452	 1	 4	 98461	 1	 A_VM_10021994
 267	 1	 4	 100241	 1	 A_VM_10021994
 313	 1	 4	 102350	 1	 A_VM_10021994
 -99	 2	 -99	 103461	 1	 A_VM_10021994
 328	 1	 4	 104883	 1	 A_VM_10021994
 405	 1	 4	 105945	 1	 A_VM_10021994
 375	 1	 4	 107663	 1	 A_VM_10021994
 391	 1	 4	 108725	 1	 A_VM_10021994
 345	 1	 4	 110116	 1	 A_VM_10021994
 -99	 2	 -99	 111225	 1	 A_VM_10021994
 296	 1	 4	 112633	 1	 A_VM_10021994
 297	 1	 4	 113711	 1	 A_VM_10021994
 327	 1	 4	 115586	 1	 A_VM_10021994
 375	 1	 4	 117148	 1	 A_VM_10021994
 296	 1	 4	 118508	 1	 A_VM_10021994
 -99	 2	 -99	 120288	 1	 A_VM_10021994
 328	 1	 4	 121758	 1	 A_VM_10021994
 313	 1	 4	 124116	 1	 A_VM_10021994
 328	 1	 4	 126258	 1	 A_VM_10021994
 359	 1	 4	 127336	 1	 A_VM_10021994
 313	 1	 4	 128648	 1	 A_VM_10021994
 484	 1	 4	 130836	 1	 A_VM_10021994
 297	 1	 4	 132461	 1	 A_VM_10021994
 -99	 2	 -99	 133554	 1	 A_VM_10021994
 312	 1	 4	 135554	 1	 A_VM_10021994
 360	 1	 4	 137523	 1	 A_VM_10021994
 313	 1	 4	 139773	 1	 A_VM_10021994
 297	 1	 4	 141741	 1	 A_VM_10021994
 296	 1	 4	 143804	 1	 A_VM_10021994
 -99	 2	 -99	 144975	 1	 A_VM_10021994
 250	 1	 4	 146350	 1	 A_VM_10021994
 266	 1	 4	 148570	 1	 A_VM_10021994
 283	 1	 4	 149975	 1	 A_VM_10021994
 468	 1	 4	 151195	 1	 A_VM_10021994
 281	 1	 4	 152898	 1	 A_VM_10021994
 -99	 2	 -99	 155148	 1	 A_VM_10021994
 266	 1	 4	 157288	 1	 A_VM_10021994
 313	 1	 4	 158398	 1	 A_VM_10021994
 345	 1	 4	 160538	 1	 A_VM_10021994
 329	 1	 4	 162850	 1	 A_VM_10021994
 297	 1	 4	 163961	 1	 A_VM_10021994
 298	 1	 4	 165413	 1	 A_VM_10021994
 298	 1	 4	 167288	 1	 A_VM_10021994
 -99	 2	 -99	 169508	 1	 A_VM_10021994
 267	 1	 4	 171866	 1	 A_VM_10021994
 282	 1	 4	 173804	 1	 A_VM_10021994
 312	 1	 4	 176038	 1	 A_VM_10021994
 360	 1	 4	 178398	 1	 A_VM_10021994
 297	 1	 4	 180086	 1	 A_VM_10021994
 -99	 2	 -99	 181725	 1	 A_VM_10021994
 266	 1	 4	 183554	 1	 A_VM_10021994
 359	 1	 4	 185711	 1	 A_VM_10021994
 327	 1	 4	 186648	 1	 A_VM_10021994
 282	 1	 4	 187788	 1	 A_VM_10021994
 516	 1	 4	 189320	 1	 A_VM_10021994
 -99	 2	 -99	 190523	 1	 A_VM_10021994
 250	 1	 4	 192633	 1	 A_VM_10021994
 266	 1	 4	 193975	 1	 A_VM_10021994
 266	 1	 4	 196163	 1	 A_VM_10021994
 250	 1	 4	 197741	 1	 A_VM_10021994
 328	 1	 4	 199788	 1	 A_VM_10021994
 345	 1	 4	 201350	 1	 A_VM_10021994
 359	 1	 4	 203554	 1	 A_VM_10021994
 -99	 2	 -99	 205898	 1	 A_VM_10021994
 375	 1	 4	 207961	 1	 A_VM_10021994
 313	 1	 4	 209991	 1	 A_VM_10021994
 265	 1	 4	 211133	 1	 A_VM_10021994
 -99	 2	 -99	 212100	 1	 A_VM_10021994
 327	 1	 4	 214211	 1	 A_VM_10021994
 345	 1	 4	 216616	 1	 A_VM_10021994
 297	 1	 4	 217961	 1	 A_VM_10021994
 485	 1	 4	 219663	 1	 A_VM_10021994
 407	 1	 4	 263616	 1	 A_VM_10021994
 312	 1	 4	 265038	 1	 A_VM_10021994
 312	 1	 4	 266508	 1	 A_VM_10021994
 -99	 2	 -99	 268913	 1	 A_VM_10021994
 313	 1	 4	 270491	 1	 A_VM_10021994
 312	 1	 4	 272554	 1	 A_VM_10021994
 407	 1	 4	 274788	 1	 A_VM_10021994
 -99	 2	 -99	 276398	 1	 A_VM_10021994
 438	 1	 4	 278398	 1	 A_VM_10021994
 266	 1	 4	 279554	 1	 A_VM_10021994
 421	 1	 4	 281945	 1	 A_VM_10021994
 296	 1	 4	 282945	 1	 A_VM_10021994
 343	 1	 4	 284570	 1	 A_VM_10021994
 266	 1	 4	 286163	 1	 A_VM_10021994
 280	 1	 4	 287336	 1	 A_VM_10021994
 -99	 2	 -99	 288366	 1	 A_VM_10021994
 298	 1	 4	 290413	 1	 A_VM_10021994
 250	 1	 4	 292116	 1	 A_VM_10021994
 266	 1	 4	 293320	 1	 A_VM_10021994
 -99	 2	 -99	 294961	 1	 A_VM_10021994
 233	 1	 4	 296883	 1	 A_VM_10021994
 266	 1	 4	 297850	 1	 A_VM_10021994
 312	 1	 4	 299758	 1	 A_VM_10021994
 -99	 2	 -99	 301070	 1	 A_VM_10021994
 343	 1	 4	 302023	 1	 A_VM_10021994
 375	 1	 4	 304366	 1	 A_VM_10021994
 296	 1	 4	 306554	 1	 A_VM_10021994
 296	 1	 4	 308633	 1	 A_VM_10021994
 359	 1	 4	 310570	 1	 A_VM_10021994
 296	 1	 4	 312133	 1	 A_VM_10021994
 282	 1	 4	 313304	 1	 A_VM_10021994
 -99	 2	 -99	 315648	 1	 A_VM_10021994
 235	 1	 4	 317398	 1	 A_VM_10021994
 282	 1	 4	 318788	 1	 A_VM_10021994
 296	 1	 4	 320133	 1	 A_VM_10021994
 265	 1	 4	 321773	 1	 A_VM_10021994
 234	 1	 4	 323336	 1	 A_VM_10021994
 -99	 2	 -99	 324883	 1	 A_VM_10021994
 267	 1	 4	 326241	 1	 A_VM_10021994
 421	 1	 4	 328320	 1	 A_VM_10021994
 296	 1	 4	 329445	 1	 A_VM_10021994
 280	 1	 4	 331008	 1	 A_VM_10021994
 296	 1	 4	 333195	 1	 A_VM_10021994
 -99	 2	 -99	 334945	 1	 A_VM_10021994
 265	 1	 4	 336883	 1	 A_VM_10021994
 266	 1	 4	 338475	 1	 A_VM_10021994
 281	 1	 4	 340398	 1	 A_VM_10021994
 297	 1	 4	 342523	 1	 A_VM_10021994
 312	 1	 4	 343804	 1	 A_VM_10021994
 312	 2	 4	 345961	 1	 A_VM_10021994
 342	 1	 4	 346883	 1	 A_VM_10021994
 312	 1	 4	 348133	 1	 A_VM_10021994
