 rt 	  est 	  resp 	  laten 	  good 	  SU 
 282	 1	 4	 639107	 1	 S_FG_29111993
 280	 1	 4	 640702	 1	 S_FG_29111993
 328	 1	 4	 641764	 1	 S_FG_29111993
 250	 1	 4	 643655	 1	 S_FG_29111993
 -99	 2	 -99	 645794	 1	 S_FG_29111993
 328	 1	 4	 647357	 1	 S_FG_29111993
 391	 1	 4	 648357	 1	 S_FG_29111993
 345	 1	 4	 38746	 1	 CFOI_27081995
 -99	 2	 -99	 39684	 1	 CFOI_27081995
 358	 1	 4	 41029	 1	 CFOI_27081995
 282	 1	 4	 42012	 1	 CFOI_27081995
 280	 1	 4	 43107	 1	 CFOI_27081995
 282	 1	 4	 44325	 1	 CFOI_27081995
 375	 1	 4	 45512	 1	 CFOI_27081995
 236	 2	 4	 47871	 1	 CFOI_27081995
 250	 1	 4	 49746	 1	 CFOI_27081995
 -99	 2	 -99	 51512	 1	 CFOI_27081995
 235	 1	 4	 52934	 1	 CFOI_27081995
 281	 1	 4	 54669	 1	 CFOI_27081995
 313	 1	 4	 55669	 1	 CFOI_27081995
 282	 1	 4	 56887	 1	 CFOI_27081995
 343	 1	 4	 58857	 1	 CFOI_27081995
 -99	 2	 -99	 60294	 1	 CFOI_27081995
 203	 1	 4	 62309	 1	 CFOI_27081995
 204	 1	 4	 63762	 1	 CFOI_27081995
 233	 1	 4	 64779	 1	 CFOI_27081995
 188	 1	 4	 65966	 1	 CFOI_27081995
 360	 1	 4	 67794	 1	 CFOI_27081995
 250	 2	 4	 69607	 1	 CFOI_27081995
 282	 1	 4	 71184	 1	 CFOI_27081995
 -99	 2	 -99	 72607	 1	 CFOI_27081995
 282	 1	 4	 73887	 1	 CFOI_27081995
 234	 1	 4	 75137	 1	 CFOI_27081995
 265	 1	 4	 76904	 1	 CFOI_27081995
 296	 2	 4	 78654	 1	 CFOI_27081995
 235	 1	 4	 81059	 1	 CFOI_27081995
 421	 1	 4	 82779	 1	 CFOI_27081995
 266	 1	 4	 83825	 1	 CFOI_27081995
 297	 2	 4	 85012	 1	 CFOI_27081995
 297	 1	 4	 87387	 1	 CFOI_27081995
 -99	 2	 -99	 88966	 1	 CFOI_27081995
 327	 1	 4	 89982	 1	 CFOI_27081995
 266	 1	 4	 92371	 1	 CFOI_27081995
 421	 1	 4	 93966	 1	 CFOI_27081995
 -99	 2	 -99	 94904	 1	 CFOI_27081995
 219	 1	 4	 96200	 1	 CFOI_27081995
 -99	 2	 -99	 97607	 1	 CFOI_27081995
 233	 1	 4	 98654	 1	 CFOI_27081995
 -99	 2	 -99	 100732	 1	 CFOI_27081995
 218	 1	 4	 101919	 1	 CFOI_27081995
 390	 1	 4	 103419	 1	 CFOI_27081995
 234	 1	 4	 105637	 1	 CFOI_27081995
 -99	 2	 -99	 107871	 1	 CFOI_27081995
 217	 1	 4	 110029	 1	 CFOI_27081995
 360	 1	 4	 111434	 1	 CFOI_27081995
 280	 1	 4	 112982	 1	 CFOI_27081995
 -99	 2	 -99	 114294	 1	 CFOI_27081995
 296	 1	 4	 115700	 1	 CFOI_27081995
 250	 1	 4	 117184	 1	 CFOI_27081995
 266	 1	 4	 119496	 1	 CFOI_27081995
 312	 1	 4	 121684	 1	 CFOI_27081995
 283	 1	 4	 123246	 1	 CFOI_27081995
 407	 2	 4	 125309	 1	 CFOI_27081995
 313	 1	 4	 127466	 1	 CFOI_27081995
 -99	 2	 -99	 129341	 1	 CFOI_27081995
 218	 1	 4	 131044	 1	 CFOI_27081995
 234	 1	 4	 132982	 1	 CFOI_27081995
 235	 1	 4	 135309	 1	 CFOI_27081995
 265	 1	 4	 136529	 1	 CFOI_27081995
 328	 1	 4	 138184	 1	 CFOI_27081995
 218	 2	 4	 140044	 1	 CFOI_27081995
 454	 1	 4	 141246	 1	 CFOI_27081995
 -99	 2	 -99	 142934	 1	 CFOI_27081995
 280	 1	 4	 144154	 1	 CFOI_27081995
 -99	 2	 -99	 145434	 1	 CFOI_27081995
 250	 1	 4	 147371	 1	 CFOI_27081995
 470	 1	 4	 149387	 1	 CFOI_27081995
 265	 1	 4	 150794	 1	 CFOI_27081995
 233	 2	 4	 151904	 1	 CFOI_27081995
 298	 1	 4	 153996	 1	 CFOI_27081995
 342	 1	 4	 155779	 1	 CFOI_27081995
 500	 1	 4	 157309	 1	 CFOI_27081995
 500	 1	 4	 159512	 1	 CFOI_27081995
 266	 1	 4	 161371	 1	 CFOI_27081995
 -99	 2	 -99	 163154	 1	 CFOI_27081995
 281	 1	 4	 164294	 1	 CFOI_27081995
 312	 1	 4	 165982	 1	 CFOI_27081995
 345	 1	 4	 167887	 1	 CFOI_27081995
 297	 1	 4	 169419	 1	 CFOI_27081995
 264	 1	 4	 171607	 1	 CFOI_27081995
 266	 1	 4	 173825	 1	 CFOI_27081995
 312	 1	 4	 175059	 1	 CFOI_27081995
 -99	 2	 -99	 176184	 1	 CFOI_27081995
 296	 1	 4	 178200	 1	 CFOI_27081995
 313	 1	 4	 179996	 1	 CFOI_27081995
 282	 1	 4	 180934	 1	 CFOI_27081995
 250	 1	 4	 181966	 1	 CFOI_27081995
 327	 1	 4	 183732	 1	 CFOI_27081995
 281	 1	 4	 185794	 1	 CFOI_27081995
 281	 1	 4	 187169	 1	 CFOI_27081995
 329	 2	 4	 189121	 1	 CFOI_27081995
 500	 1	 4	 190325	 1	 CFOI_27081995
 375	 1	 4	 191309	 1	 CFOI_27081995
 280	 1	 4	 192732	 1	 CFOI_27081995
 438	 1	 4	 194496	 1	 CFOI_27081995
 517	 1	 4	 195637	 1	 CFOI_27081995
 265	 2	 4	 196794	 1	 CFOI_27081995
 514	 1	 4	 266357	 1	 CFOI_27081995
 375	 1	 4	 267654	 1	 CFOI_27081995
 265	 1	 4	 270029	 1	 CFOI_27081995
 343	 1	 4	 270966	 1	 CFOI_27081995
 264	 1	 4	 272732	 1	 CFOI_27081995
 -99	 2	 -99	 274575	 1	 CFOI_27081995
 234	 1	 4	 276200	 1	 CFOI_27081995
 250	 1	 4	 278075	 1	 CFOI_27081995
 361	 1	 4	 280371	 1	 CFOI_27081995
 282	 1	 4	 282184	 1	 CFOI_27081995
 266	 1	 4	 283200	 1	 CFOI_27081995
 267	 1	 4	 285012	 1	 CFOI_27081995
 250	 1	 4	 287107	 1	 CFOI_27081995
 250	 2	 4	 288654	 1	 CFOI_27081995
 280	 1	 4	 290779	 1	 CFOI_27081995
 -99	 2	 -99	 292966	 1	 CFOI_27081995
 282	 1	 4	 295184	 1	 CFOI_27081995
 282	 1	 4	 297200	 1	 CFOI_27081995
 280	 1	 4	 298904	 1	 CFOI_27081995
 312	 1	 4	 300809	 1	 CFOI_27081995
 283	 1	 4	 302246	 1	 CFOI_27081995
 298	 1	 4	 303934	 1	 CFOI_27081995
 328	 1	 4	 306091	 1	 CFOI_27081995
 327	 2	 4	 307232	 1	 CFOI_27081995
 265	 1	 4	 309294	 1	 CFOI_27081995
 -99	 2	 -99	 310575	 1	 CFOI_27081995
 250	 1	 4	 312279	 1	 CFOI_27081995
 327	 1	 4	 313544	 1	 CFOI_27081995
 282	 1	 4	 315809	 1	 CFOI_27081995
 266	 1	 4	 317559	 1	 CFOI_27081995
 313	 1	 4	 318762	 1	 CFOI_27081995
 329	 1	 4	 319887	 1	 CFOI_27081995
 375	 1	 4	 322075	 1	 CFOI_27081995
 -99	 2	 -99	 323871	 1	 CFOI_27081995
 329	 1	 4	 325637	 1	 CFOI_27081995
 217	 1	 4	 327154	 1	 CFOI_27081995
 328	 1	 4	 329404	 1	 CFOI_27081995
 218	 1	 4	 331216	 1	 CFOI_27081995
 389	 1	 4	 332482	 1	 CFOI_27081995
 -99	 2	 -99	 333575	 1	 CFOI_27081995
 282	 1	 4	 335434	 1	 CFOI_27081995
 250	 1	 4	 336887	 1	 CFOI_27081995
 266	 1	 4	 338325	 1	 CFOI_27081995
 264	 1	 4	 339482	 1	 CFOI_27081995
 234	 1	 4	 340607	 1	 CFOI_27081995
 217	 1	 4	 342029	 1	 CFOI_27081995
 280	 1	 4	 343091	 1	 CFOI_27081995
 281	 2	 4	 345294	 1	 CFOI_27081995
 360	 1	 4	 347669	 1	 CFOI_27081995
 -99	 2	 -99	 349357	 1	 CFOI_27081995
 312	 1	 4	 350607	 1	 CFOI_27081995
 296	 1	 4	 352716	 1	 CFOI_27081995
 437	 1	 4	 354357	 1	 CFOI_27081995
 342	 1	 4	 356029	 1	 CFOI_27081995
 389	 1	 4	 357857	 1	 CFOI_27081995
 313	 1	 4	 359121	 1	 CFOI_27081995
 345	 1	 4	 361387	 1	 CFOI_27081995
 298	 2	 4	 362559	 1	 CFOI_27081995
 485	 1	 4	 364934	 1	 CFOI_27081995
 -99	 2	 -99	 366966	 1	 CFOI_27081995
 391	 1	 4	 367996	 1	 CFOI_27081995
 250	 1	 4	 370216	 1	 CFOI_27081995
 328	 1	 4	 371684	 1	 CFOI_27081995
 281	 1	 4	 373669	 1	 CFOI_27081995
 266	 1	 4	 375496	 1	 CFOI_27081995
 313	 1	 4	 377762	 1	 CFOI_27081995
 250	 1	 4	 380184	 1	 CFOI_27081995
 266	 2	 4	 382341	 1	 CFOI_27081995
 -99	 1	 -99	 383404	 1	 CFOI_27081995
 343	 1	 4	 385544	 1	 CFOI_27081995
 296	 1	 4	 386700	 1	 CFOI_27081995
 234	 2	 4	 388607	 1	 CFOI_27081995
 -99	 1	 -99	 390044	 1	 CFOI_27081995
 342	 1	 4	 392404	 1	 CFOI_27081995
 297	 1	 4	 393544	 1	 CFOI_27081995
 297	 1	 4	 395669	 1	 CFOI_27081995
 343	 1	 4	 397857	 1	 CFOI_27081995
 297	 1	 4	 399107	 1	 CFOI_27081995
 282	 1	 4	 401200	 1	 CFOI_27081995
 298	 2	 4	 402559	 1	 CFOI_27081995
 280	 1	 4	 404279	 1	 CFOI_27081995
 296	 1	 4	 405966	 1	 CFOI_27081995
 297	 1	 4	 407387	 1	 CFOI_27081995
 282	 1	 4	 408512	 1	 CFOI_27081995
 329	 1	 4	 410887	 1	 CFOI_27081995
 280	 1	 4	 412357	 1	 CFOI_27081995
 375	 1	 4	 413387	 1	 CFOI_27081995
 -99	 2	 -99	 414637	 1	 CFOI_27081995
 328	 1	 4	 416716	 1	 CFOI_27081995
 282	 1	 4	 418637	 1	 CFOI_27081995
 297	 1	 4	 420887	 1	 CFOI_27081995
 327	 1	 4	 421919	 1	 CFOI_27081995
 327	 1	 4	 423544	 1	 CFOI_27081995
 -99	 2	 -99	 425371	 1	 CFOI_27081995
 312	 1	 4	 426904	 1	 CFOI_27081995
 267	 1	 4	 429262	 1	 CFOI_27081995
 452	 1	 4	 431169	 1	 CFOI_27081995
 267	 1	 4	 433387	 1	 CFOI_27081995
 313	 1	 4	 434621	 1	 CFOI_27081995
 -99	 2	 -99	 436357	 1	 CFOI_27081995
 375	 1	 4	 532075	 1	 CFOI_27081995
 438	 1	 4	 534341	 1	 CFOI_27081995
 312	 1	 4	 535279	 1	 CFOI_27081995
 296	 2	 4	 536450	 1	 CFOI_27081995
 280	 1	 4	 538341	 1	 CFOI_27081995
 -99	 2	 -99	 540357	 1	 CFOI_27081995
 282	 1	 4	 541434	 1	 CFOI_27081995
 392	 1	 4	 543637	 1	 CFOI_27081995
 296	 1	 4	 544841	 1	 CFOI_27081995
 -99	 2	 -99	 546857	 1	 CFOI_27081995
 266	 1	 4	 548246	 1	 CFOI_27081995
 233	 1	 4	 550154	 1	 CFOI_27081995
 343	 1	 4	 551716	 1	 CFOI_27081995
 297	 1	 4	 553857	 1	 CFOI_27081995
 282	 1	 4	 555887	 1	 CFOI_27081995
 250	 2	 4	 557434	 1	 CFOI_27081995
 313	 1	 4	 559371	 1	 CFOI_27081995
 329	 1	 4	 560575	 1	 CFOI_27081995
 280	 1	 4	 562841	 1	 CFOI_27081995
 281	 1	 4	 564544	 1	 CFOI_27081995
 250	 1	 4	 566466	 1	 CFOI_27081995
 266	 2	 4	 568841	 1	 CFOI_27081995
 327	 1	 4	 571169	 1	 CFOI_27081995
 296	 1	 4	 572575	 1	 CFOI_27081995
 266	 1	 4	 573559	 1	 CFOI_27081995
 312	 1	 4	 575559	 1	 CFOI_27081995
 250	 1	 4	 577762	 1	 CFOI_27081995
 -99	 2	 -99	 578982	 1	 CFOI_27081995
 266	 1	 4	 580841	 1	 CFOI_27081995
 312	 1	 4	 582529	 1	 CFOI_27081995
 296	 1	 4	 583716	 1	 CFOI_27081995
 343	 1	 4	 585669	 1	 CFOI_27081995
 282	 1	 4	 586887	 1	 CFOI_27081995
 -99	 2	 -99	 588841	 1	 CFOI_27081995
 297	 1	 4	 590794	 1	 CFOI_27081995
 -99	 2	 -99	 593184	 1	 CFOI_27081995
 297	 1	 4	 594637	 1	 CFOI_27081995
 469	 1	 4	 595575	 1	 CFOI_27081995
 328	 1	 4	 597966	 1	 CFOI_27081995
 -99	 2	 -99	 600325	 1	 CFOI_27081995
 280	 1	 4	 601341	 1	 CFOI_27081995
 484	 1	 4	 603216	 1	 CFOI_27081995
 407	 1	 4	 605137	 1	 CFOI_27081995
 298	 1	 4	 606621	 1	 CFOI_27081995
 265	 1	 4	 607904	 1	 CFOI_27081995
 266	 1	 4	 609700	 1	 CFOI_27081995
 266	 1	 4	 611091	 1	 CFOI_27081995
 327	 2	 4	 612544	 1	 CFOI_27081995
 296	 1	 4	 613591	 1	 CFOI_27081995
 298	 2	 4	 615871	 1	 CFOI_27081995
 327	 1	 4	 616982	 1	 CFOI_27081995
 468	 1	 4	 618716	 1	 CFOI_27081995
 313	 1	 4	 619966	 1	 CFOI_27081995
 313	 1	 4	 621871	 1	 CFOI_27081995
 328	 1	 4	 623966	 1	 CFOI_27081995
 -99	 2	 -99	 625654	 1	 CFOI_27081995
 -99	 1	 -99	 627404	 1	 CFOI_27081995
 468	 1	 4	 629466	 1	 CFOI_27081995
 266	 1	 4	 630996	 1	 CFOI_27081995
 -99	 2	 -99	 632919	 1	 CFOI_27081995
 280	 1	 4	 635029	 1	 CFOI_27081995
 -99	 2	 -99	 636387	 1	 CFOI_27081995
 187	 1	 4	 638357	 1	 CFOI_27081995
 266	 1	 4	 639966	 1	 CFOI_27081995
 218	 1	 4	 642341	 1	 CFOI_27081995
 280	 1	 4	 643982	 1	 CFOI_27081995
 298	 1	 4	 645059	 1	 CFOI_27081995
 218	 1	 4	 646091	 1	 CFOI_27081995
 250	 1	 4	 647387	 1	 CFOI_27081995
 -99	 2	 -99	 648387	 1	 CFOI_27081995
 250	 1	 4	 650341	 1	 CFOI_27081995
 -99	 2	 -99	 651825	 1	 CFOI_27081995
 250	 1	 4	 653154	 1	 CFOI_27081995
 265	 1	 4	 654669	 1	 CFOI_27081995
 297	 1	 4	 655762	 1	 CFOI_27081995
 297	 1	 4	 657669	 1	 CFOI_27081995
 283	 1	 4	 659746	 1	 CFOI_27081995
 250	 2	 4	 661684	 1	 CFOI_27081995
 -99	 1	 -99	 663137	 1	 CFOI_27081995
 280	 1	 4	 665107	 1	 CFOI_27081995
 281	 1	 4	 667169	 1	 CFOI_27081995
 -99	 2	 -99	 668904	 1	 CFOI_27081995
 375	 1	 4	 670044	 1	 CFOI_27081995
 484	 1	 4	 672325	 1	 CFOI_27081995
 266	 1	 4	 673746	 1	 CFOI_27081995
 234	 1	 4	 675137	 1	 CFOI_27081995
 266	 1	 4	 676700	 1	 CFOI_27081995
 250	 2	 4	 678216	 1	 CFOI_27081995
 -99	 1	 -99	 679544	 1	 CFOI_27081995
 -99	 1	 -99	 680934	 1	 CFOI_27081995
 282	 1	 4	 682200	 1	 CFOI_27081995
 266	 1	 4	 683559	 1	 CFOI_27081995
 234	 1	 4	 685591	 1	 CFOI_27081995
 327	 1	 4	 686544	 1	 CFOI_27081995
 236	 1	 4	 688496	 1	 CFOI_27081995
 -99	 2	 -99	 690637	 1	 CFOI_27081995
 234	 1	 4	 693012	 1	 CFOI_27081995
 217	 1	 4	 694904	 1	 CFOI_27081995
 345	 1	 4	 695887	 1	 CFOI_27081995
 266	 2	 4	 697371	 1	 CFOI_27081995
 516	 1	 4	 43770	 1	 VPGR_07121992
 687	 1	 4	 44708	 1	 VPGR_07121992
 438	 1	 4	 46115	 1	 VPGR_07121992
 454	 1	 4	 47020	 1	 VPGR_07121992
 437	 1	 4	 48833	 1	 VPGR_07121992
 -99	 2	 -99	 50286	 1	 VPGR_07121992
 375	 1	 4	 51708	 1	 VPGR_07121992
 500	 1	 4	 53693	 1	 VPGR_07121992
 391	 1	 4	 55395	 1	 VPGR_07121992
 438	 1	 4	 57740	 1	 VPGR_07121992
 500	 1	 4	 60145	 1	 VPGR_07121992
 516	 1	 4	 61115	 1	 VPGR_07121992
 593	 1	 4	 63131	 1	 VPGR_07121992
 -99	 2	 -99	 64849	 1	 VPGR_07121992
 359	 1	 4	 66756	 1	 VPGR_07121992
 329	 1	 4	 68786	 1	 VPGR_07121992
 359	 1	 4	 70974	 1	 VPGR_07121992
 375	 2	 4	 72443	 1	 VPGR_07121992
 453	 1	 4	 74083	 1	 VPGR_07121992
 594	 1	 4	 75474	 1	 VPGR_07121992
 562	 1	 4	 76974	 1	 VPGR_07121992
 563	 1	 4	 77943	 1	 VPGR_07121992
 704	 1	 4	 79036	 1	 VPGR_07121992
 687	 1	 4	 81053	 1	 VPGR_07121992
 516	 1	 4	 82770	 1	 VPGR_07121992
 -99	 2	 -99	 83818	 1	 VPGR_07121992
 359	 1	 4	 85756	 1	 VPGR_07121992
 467	 1	 4	 86803	 1	 VPGR_07121992
 548	 1	 4	 88708	 1	 VPGR_07121992
 -99	 2	 -99	 89943	 1	 VPGR_07121992
 452	 1	 4	 91693	 1	 VPGR_07121992
 468	 1	 4	 92631	 1	 VPGR_07121992
 531	 1	 4	 93568	 1	 VPGR_07121992
 500	 1	 4	 95286	 1	 VPGR_07121992
 532	 1	 4	 96458	 1	 VPGR_07121992
 514	 1	 4	 98631	 1	 VPGR_07121992
 608	 1	 4	 99678	 1	 VPGR_07121992
 -99	 2	 -99	 102006	 1	 VPGR_07121992
 438	 1	 4	 103286	 1	 VPGR_07121992
 -99	 2	 -99	 105006	 1	 VPGR_07121992
 298	 1	 4	 106770	 1	 VPGR_07121992
 408	 1	 4	 109145	 1	 VPGR_07121992
 438	 1	 4	 110661	 1	 VPGR_07121992
 -99	 2	 -99	 112693	 1	 VPGR_07121992
 375	 1	 4	 113974	 1	 VPGR_07121992
 375	 1	 4	 115990	 1	 VPGR_07121992
 405	 1	 4	 118131	 1	 VPGR_07121992
 454	 1	 4	 119099	 1	 VPGR_07121992
 484	 1	 4	 120631	 1	 VPGR_07121992
 -99	 2	 -99	 122303	 1	 VPGR_07121992
 375	 1	 4	 123928	 1	 VPGR_07121992
 -99	 2	 -99	 125974	 1	 VPGR_07121992
 405	 1	 4	 127256	 1	 VPGR_07121992
 -99	 2	 -99	 128240	 1	 VPGR_07121992
 358	 1	 4	 130303	 1	 VPGR_07121992
 -99	 2	 -99	 131395	 1	 VPGR_07121992
 579	 1	 4	 132661	 1	 VPGR_07121992
 -99	 2	 -99	 134428	 1	 VPGR_07121992
 438	 1	 4	 136193	 1	 VPGR_07121992
 546	 1	 4	 137428	 1	 VPGR_07121992
 405	 1	 4	 139256	 1	 VPGR_07121992
 405	 1	 4	 140506	 1	 VPGR_07121992
 328	 1	 4	 141928	 1	 VPGR_07121992
 -99	 2	 -99	 142895	 1	 VPGR_07121992
 532	 1	 4	 143911	 1	 VPGR_07121992
 533	 1	 4	 144895	 1	 VPGR_07121992
 342	 1	 4	 147303	 1	 VPGR_07121992
 297	 1	 4	 148786	 1	 VPGR_07121992
 329	 1	 4	 150020	 1	 VPGR_07121992
 563	 1	 4	 150990	 1	 VPGR_07121992
 437	 1	 4	 152208	 1	 VPGR_07121992
 -99	 2	 -99	 154458	 1	 VPGR_07121992
 360	 1	 4	 156818	 1	 VPGR_07121992
 359	 1	 4	 158381	 1	 VPGR_07121992
 329	 1	 4	 159786	 1	 VPGR_07121992
 -99	 2	 -99	 161178	 1	 VPGR_07121992
 342	 1	 4	 162428	 1	 VPGR_07121992
 345	 1	 4	 164333	 1	 VPGR_07121992
 312	 1	 4	 166006	 1	 VPGR_07121992
 500	 1	 4	 168161	 1	 VPGR_07121992
 532	 1	 4	 169333	 1	 VPGR_07121992
 -99	 2	 -99	 171318	 1	 VPGR_07121992
 467	 1	 4	 173178	 1	 VPGR_07121992
 423	 1	 4	 175208	 1	 VPGR_07121992
 312	 1	 4	 177428	 1	 VPGR_07121992
 359	 1	 4	 178974	 1	 VPGR_07121992
 423	 1	 4	 180020	 1	 VPGR_07121992
 468	 1	 4	 180990	 1	 VPGR_07121992
 454	 1	 4	 182724	 1	 VPGR_07121992
 -99	 2	 -99	 185115	 1	 VPGR_07121992
 407	 1	 4	 186911	 1	 VPGR_07121992
 673	 1	 4	 188333	 1	 VPGR_07121992
 500	 1	 4	 190068	 1	 VPGR_07121992
 610	 1	 4	 191958	 1	 VPGR_07121992
 500	 1	 4	 193553	 1	 VPGR_07121992
 625	 1	 4	 194786	 1	 VPGR_07121992
 391	 1	 4	 196849	 1	 VPGR_07121992
 -99	 2	 -99	 198833	 1	 VPGR_07121992
 375	 1	 4	 200365	 1	 VPGR_07121992
 500	 1	 4	 202724	 1	 VPGR_07121992
 500	 1	 4	 259818	 1	 VPGR_07121992
 358	 1	 4	 261928	 1	 VPGR_07121992
 361	 1	 4	 263645	 1	 VPGR_07121992
 438	 1	 4	 265770	 1	 VPGR_07121992
 454	 1	 4	 267474	 1	 VPGR_07121992
 -99	 2	 -99	 269006	 1	 VPGR_07121992
 405	 1	 4	 270615	 1	 VPGR_07121992
 391	 1	 4	 272083	 1	 VPGR_07121992
 468	 1	 4	 273756	 1	 VPGR_07121992
 280	 1	 4	 275740	 1	 VPGR_07121992
 452	 1	 4	 277068	 1	 VPGR_07121992
 454	 1	 4	 278020	 1	 VPGR_07121992
 422	 1	 4	 279131	 1	 VPGR_07121992
 -99	 2	 -99	 281036	 1	 VPGR_07121992
 297	 1	 4	 282943	 1	 VPGR_07121992
 343	 1	 4	 284756	 1	 VPGR_07121992
 250	 1	 4	 286895	 1	 VPGR_07121992
 -99	 2	 -99	 288568	 1	 VPGR_07121992
 280	 1	 4	 290678	 1	 VPGR_07121992
 389	 2	 4	 292756	 1	 VPGR_07121992
 423	 1	 4	 293708	 1	 VPGR_07121992
 437	 1	 4	 296053	 1	 VPGR_07121992
 655	 1	 4	 297131	 1	 VPGR_07121992
 485	 1	 4	 298958	 1	 VPGR_07121992
 296	 1	 4	 300490	 1	 VPGR_07121992
 -99	 2	 -99	 302145	 1	 VPGR_07121992
 546	 1	 4	 303599	 1	 VPGR_07121992
 -99	 2	 -99	 304833	 1	 VPGR_07121992
 422	 1	 4	 306036	 1	 VPGR_07121992
 -99	 2	 -99	 307115	 1	 VPGR_07121992
 391	 1	 4	 309490	 1	 VPGR_07121992
 -99	 2	 -99	 310568	 1	 VPGR_07121992
 453	 1	 4	 312053	 1	 VPGR_07121992
 515	 1	 4	 313678	 1	 VPGR_07121992
 421	 1	 4	 315928	 1	 VPGR_07121992
 671	 2	 4	 317928	 1	 VPGR_07121992
 405	 1	 4	 320256	 1	 VPGR_07121992
 563	 1	 4	 322443	 1	 VPGR_07121992
 687	 1	 4	 324506	 1	 VPGR_07121992
 610	 1	 4	 326083	 1	 VPGR_07121992
 673	 1	 4	 327520	 1	 VPGR_07121992
 -99	 2	 -99	 329161	 1	 VPGR_07121992
 438	 1	 4	 331568	 1	 VPGR_07121992
 562	 1	 4	 332553	 1	 VPGR_07121992
 703	 1	 4	 334053	 1	 VPGR_07121992
 516	 1	 4	 335974	 1	 VPGR_07121992
 343	 1	 4	 337693	 1	 VPGR_07121992
 375	 1	 4	 339099	 1	 VPGR_07121992
 485	 1	 4	 340318	 1	 VPGR_07121992
 -99	 2	 -99	 342583	 1	 VPGR_07121992
 405	 1	 4	 344506	 1	 VPGR_07121992
 500	 1	 4	 345911	 1	 VPGR_07121992
 452	 1	 4	 347693	 1	 VPGR_07121992
 -99	 2	 -99	 349193	 1	 VPGR_07121992
 467	 1	 4	 350178	 1	 VPGR_07121992
 405	 1	 4	 352553	 1	 VPGR_07121992
 437	 1	 4	 354053	 1	 VPGR_07121992
 329	 1	 4	 356270	 1	 VPGR_07121992
 343	 1	 4	 357943	 1	 VPGR_07121992
 -99	 2	 -99	 359333	 1	 VPGR_07121992
 468	 1	 4	 360381	 1	 VPGR_07121992
 -99	 2	 -99	 361958	 1	 VPGR_07121992
 390	 1	 4	 364178	 1	 VPGR_07121992
 483	 1	 4	 365928	 1	 VPGR_07121992
 438	 1	 4	 367693	 1	 VPGR_07121992
 -99	 2	 -99	 368740	 1	 VPGR_07121992
 470	 1	 4	 370958	 1	 VPGR_07121992
 467	 1	 4	 372678	 1	 VPGR_07121992
 484	 1	 4	 373974	 1	 VPGR_07121992
 407	 1	 4	 375958	 1	 VPGR_07121992
 437	 1	 4	 377428	 1	 VPGR_07121992
 -99	 2	 -99	 378756	 1	 VPGR_07121992
 423	 1	 4	 381145	 1	 VPGR_07121992
 438	 1	 4	 382395	 1	 VPGR_07121992
 329	 1	 4	 383911	 1	 VPGR_07121992
 -99	 2	 -99	 385599	 1	 VPGR_07121992
 359	 1	 4	 386536	 1	 VPGR_07121992
 -99	 2	 -99	 387928	 1	 VPGR_07121992
 343	 1	 4	 389740	 1	 VPGR_07121992
 343	 1	 4	 391490	 1	 VPGR_07121992
 500	 1	 4	 393020	 1	 VPGR_07121992
 361	 2	 4	 394770	 1	 VPGR_07121992
 516	 1	 4	 396849	 1	 VPGR_07121992
 766	 1	 4	 397990	 1	 VPGR_07121992
 1345	 1	 4	 399458	 1	 VPGR_07121992
 -99	 1	 -99	 401193	 1	 VPGR_07121992
 514	 1	 4	 402381	 1	 VPGR_07121992
 516	 1	 4	 404615	 1	 VPGR_07121992
 437	 1	 4	 406053	 1	 VPGR_07121992
 -99	 2	 -99	 408318	 1	 VPGR_07121992
 391	 1	 4	 410458	 1	 VPGR_07121992
 421	 1	 4	 412224	 1	 VPGR_07121992
 391	 1	 4	 414115	 1	 VPGR_07121992
 -99	 2	 -99	 415349	 1	 VPGR_07121992
 375	 1	 4	 416631	 1	 VPGR_07121992
 405	 1	 4	 418756	 1	 VPGR_07121992
 358	 1	 4	 421053	 1	 VPGR_07121992
 -99	 2	 -99	 422786	 1	 VPGR_07121992
 578	 1	 4	 423990	 1	 VPGR_07121992
 514	 1	 4	 425631	 1	 VPGR_07121992
 594	 1	 4	 494474	 1	 VPGR_07121992
 360	 1	 4	 496833	 1	 VPGR_07121992
 344	 1	 4	 498349	 1	 VPGR_07121992
 -99	 2	 -99	 500349	 1	 VPGR_07121992
 298	 1	 4	 502583	 1	 VPGR_07121992
 454	 1	 4	 504645	 1	 VPGR_07121992
 407	 1	 4	 506583	 1	 VPGR_07121992
 375	 1	 4	 508990	 1	 VPGR_07121992
 343	 1	 4	 511381	 1	 VPGR_07121992
 500	 1	 4	 512490	 1	 VPGR_07121992
 405	 1	 4	 513428	 1	 VPGR_07121992
 -99	 2	 -99	 515318	 1	 VPGR_07121992
 469	 1	 4	 517349	 1	 VPGR_07121992
 500	 1	 4	 518349	 1	 VPGR_07121992
 516	 1	 4	 520020	 1	 VPGR_07121992
 -99	 2	 -99	 521708	 1	 VPGR_07121992
 437	 1	 4	 524083	 1	 VPGR_07121992
 390	 1	 4	 526193	 1	 VPGR_07121992
 345	 1	 4	 527583	 1	 VPGR_07121992
 500	 1	 4	 529833	 1	 VPGR_07121992
 406	 1	 4	 531818	 1	 VPGR_07121992
 360	 1	 4	 533333	 1	 VPGR_07121992
 312	 1	 4	 535303	 1	 VPGR_07121992
