"","onset","duration","value","response","rt","good","SU","misport_code","misport_port","misport_time","misport_time_error","seq"
"8815",194.0751,1,10,2,461,1,30,0,0,0,0,7
"8816",195.2917,1,21,-99,-99,1,30,0,0,0,0,0
"8817",196.5083,1,10,2,379.8,1,30,0,0,0,0,1
"8818",197.7416,1,10,2,522.5,1,30,0,0,0,0,2
"8819",199.5582,1,10,2,401.8,1,30,0,0,0,0,3
"8820",201.1081,1,10,2,403.9,1,30,0,0,0,0,4
"8821",203.7247,1,10,2,443.3,1,30,0,0,0,0,5
"8822",204.8413,1,10,2,430.7,1,30,0,0,0,0,6
"8823",206.6412,1,10,2,390.8,1,30,0,0,0,0,7
"8824",208.4244,1,10,2,399.6,1,30,0,0,0,0,8
"8825",210.2077,1,10,2,440.3,1,30,0,0,0,0,9
"8826",211.5243,1,10,2,499.7,1,30,0,0,0,0,10
"8827",212.6076,1,10,2,680.4,1,30,0,0,0,0,11
"8828",213.7409,1,21,-99,-99,1,30,0,0,0,0,0
"8829",214.8742,1,10,2,381.8,1,30,0,0,0,0,1
"8830",216.1908,1,10,2,489.1,1,30,0,0,0,0,2
"8831",217.5574,1,10,2,418.5,1,30,0,0,0,0,3
"8832",218.6407,1,10,2,407.2,1,30,0,0,0,0,4
"8833",220.0573,1,10,2,430.6,1,30,0,0,0,0,5
"8834",221.7572,1,21,-99,-99,1,30,0,0,0,0,0
"8835",223.4571,1,10,2,374.8,1,30,0,0,0,0,1
"8836",224.8737,1,21,2,398.3,1,30,0,0,0,0,0
"8837",226.2903,1,10,2,469.6,1,30,0,0,0,0,1
"8838",227.507,1,21,-99,-99,1,30,0,0,0,0,0
"8839",228.7236,1,10,2,372.2,1,30,0,0,0,0,1
"8840",230.4402,1,10,2,463.6,1,30,0,0,0,0,2
"8841",231.8068,1,10,2,537,1,30,0,0,0,0,3
"8842",233.34,1,10,2,379.9,1,30,0,0,0,0,4
"8843",234.8566,1,10,2,399.2,1,30,0,0,0,0,5
"8844",236.4899,1,10,2,413.9,1,30,0,0,0,0,6
"8845",238.0232,1,10,2,448.6,1,30,0,0,0,0,7
"8846",239.4731,1,21,-99,-99,1,30,0,0,0,0,0
"8847",240.9231,1,10,2,396.6,1,30,0,0,0,0,1
"8848",241.9897,1,21,-99,-99,1,30,0,0,0,0,0
"8849",243.0563,1,10,2,423.4,1,30,0,0,0,0,1
"8850",244.3396,1,21,-99,-99,1,30,0,0,0,0,0
"8851",286.2211,1,10,1,474.3,1,30,0,0,0,0,1
"8852",287.2877,1,10,1,399.7,1,30,0,0,0,0,2
"8853",288.871,1,10,1,416.4,1,30,0,0,0,0,3
"8854",290.5709,1,21,-99,-99,1,30,0,0,0,0,0
"8855",292.2708,1,10,1,376.6,1,30,0,0,0,0,1
"8856",293.8208,1,21,-99,-99,1,30,0,0,0,0,0
"8857",295.3707,1,10,1,476.6,1,30,0,0,0,0,1
"8858",297.0206,1,10,1,362.7,1,30,0,0,0,0,2
"8859",298.1706,1,10,1,428.7,1,30,0,0,0,0,3
"8860",299.6705,1,10,1,432.9,1,30,0,0,0,0,4
"8861",301.1038,1,10,1,391.5,1,30,0,0,0,0,5
"8862",302.3204,1,10,1,406.9,1,30,0,0,0,0,6
"8863",304.037,1,10,1,482.3,1,30,0,0,0,0,7
"8864",305.437,1,21,-99,-99,1,30,0,0,0,0,0
"8865",306.8369,1,10,1,354.4,1,30,0,0,0,0,1
"8866",308.1035,1,21,-99,-99,1,30,0,0,0,0,0
"8867",309.3701,1,10,-99,-99,1,30,0,0,0,0,1
"8868",310.9867,1,10,1,412.5,1,30,0,0,0,0,2
"8869",312.3533,1,10,1,389.9,1,30,0,0,0,0,3
"8870",314.1366,1,10,1,398.6,1,30,0,0,0,0,4
"8871",315.8865,1,10,1,392.7,1,30,0,0,0,0,5
"8872",317.1531,1,21,-99,-99,1,30,0,0,0,0,0
"8873",318.4197,1,10,1,355.5,1,30,0,0,0,0,1
"8874",319.7863,1,10,1,412.9,1,30,0,0,0,0,2
"8875",320.9529,1,10,1,398.2,1,30,0,0,0,0,3
"8876",322.0529,1,10,1,434.2,1,30,0,0,0,0,4
"8877",323.4528,1,10,1,410.3,1,30,0,0,0,0,5
"8878",325.1861,1,21,-99,-99,1,30,0,0,0,0,0
"8879",326.9194,1,10,-99,-99,1,30,0,0,0,0,1
"8880",328.6526,1,10,1,618.5,1,30,0,0,0,0,2
"8881",331.9858,1,10,1,661.3,1,30,0,0,0,0,3
"8882",333.0524,1,10,1,442.6,1,30,0,0,0,0,4
"8883",334.669,1,10,1,538,1,30,0,0,0,0,5
"8884",335.8356,1,21,-99,-99,1,30,0,0,0,0,0
"8885",337.0023,1,10,1,364.8,1,30,0,0,0,0,1
"8886",338.6855,1,10,1,377.5,1,30,0,0,0,0,2
"8887",340.0021,1,10,1,452.9,1,30,0,0,0,0,3
"8888",341.6354,1,21,-99,-99,1,30,0,0,0,0,0
"8889",343.2687,1,10,1,402.3,1,30,0,0,0,0,1
"8890",344.4686,1,10,1,738.4,1,30,0,0,0,0,2
"8891",345.7352,1,10,1,447.8,1,30,0,0,0,0,3
"8892",347.4351,1,10,1,411.9,1,30,0,0,0,0,4
"8893",348.5518,1,10,1,399.2,1,30,0,0,0,0,5
"8894",350.2684,1,10,1,394.5,1,30,0,0,0,0,6
"8895",351.8183,1,10,1,412.7,1,30,0,0,0,0,7
"8896",353.4182,1,21,-99,-99,1,30,0,0,0,0,0
"8897",355.0182,1,10,1,524.7,1,30,0,0,0,0,1
"8898",356.1014,1,10,1,753.5,1,30,0,0,0,0,2
"8899",357.6847,1,10,1,418.2,1,30,0,0,0,0,3
"8900",359.418,1,10,1,364.9,1,30,0,0,0,0,4
"8901",361.2179,1,10,1,405,1,30,0,0,0,0,5
"8902",362.9345,1,21,-99,-99,1,30,0,0,0,0,0
"8903",364.6511,1,10,1,363.7,1,30,0,0,0,0,1
"8904",366.051,1,10,1,451.8,1,30,0,0,0,0,2
"8905",367.8343,1,10,1,460.5,1,30,0,0,0,0,3
"8906",369.5175,1,10,1,409.3,1,30,0,0,0,0,4
"8907",370.7341,1,10,1,632.7,1,30,0,0,0,0,5
"8908",372.3507,1,21,-99,-99,1,30,0,0,0,0,0
"8909",373.9673,1,10,1,471.5,1,30,0,0,0,0,1
"8910",375.4006,1,21,-99,-99,1,30,0,0,0,0,0
"8911",378.3338,1,10,1,440.9,1,30,0,0,0,0,1
"8912",379.3838,1,10,1,526.9,1,30,0,0,0,0,2
"8913",380.4337,1,10,1,405,1,30,0,0,0,0,3
"8914",381.9003,1,10,1,426.4,1,30,0,0,0,0,4
"8915",383.117,1,10,1,409.7,1,30,0,0,0,0,5
"8916",384.9002,1,21,-99,-99,1,30,0,0,0,0,0
"8917",386.6835,1,10,1,379.2,1,30,0,0,0,0,1
"8918",388.2167,1,21,1,382,1,30,0,0,0,0,0
"8919",389.75,1,10,1,512.6,1,30,0,0,0,0,1
"8920",391.2833,1,10,1,627.3,1,30,0,0,0,0,2
"8921",392.4499,1,10,1,548.7,1,30,0,0,0,0,3
"8922",394.0665,1,10,1,532.1,1,30,0,0,0,0,4
"8923",395.2998,1,10,1,450.8,1,30,0,0,0,0,5
"8924",396.6497,1,21,-99,-99,1,30,0,0,0,0,0
"8925",397.9997,1,10,1,438.9,1,30,0,0,0,0,1
"8926",399.7496,1,10,1,401,1,30,0,0,0,0,2
"8927",401.4662,1,10,1,428.4,1,30,0,0,0,0,3
"8928",403.1161,1,10,1,330.4,1,30,0,0,0,0,4
"8929",404.266,1,10,1,348.5,1,30,0,0,0,0,5
"8930",405.5493,1,21,-99,-99,1,30,0,0,0,0,0
"8931",406.8326,1,10,1,389.9,1,30,0,0,0,0,1
"8932",408.4492,1,10,1,421.3,1,30,0,0,0,0,2
"8933",410.0491,1,10,1,389.4,1,30,0,0,0,0,3
"8934",411.5824,1,10,1,408.1,1,30,0,0,0,0,4
"8935",412.8157,1,10,1,438.8,1,30,0,0,0,0,5
"8936",414.4489,1,10,1,357.5,1,30,0,0,0,0,6
"8937",415.9822,1,10,1,360.2,1,30,0,0,0,0,7
"8938",417.7988,1,21,1,399.6,1,30,0,0,0,0,0
"8939",419.6154,1,10,1,647.1,1,30,0,0,0,0,1
"8940",421.132,1,10,1,458.4,1,30,0,0,0,0,2
"8941",423.9485,1,10,1,425.9,1,30,0,0,0,0,3
"8942",425.3318,1,10,1,546.6,1,30,0,0,0,0,4
"8943",426.9984,1,10,1,512,1,30,0,0,0,0,5
"8944",428.5983,1,10,1,480,1,30,0,0,0,0,6
"8945",430.3483,1,10,1,490,1,30,0,0,0,0,7
"8946",431.9649,1,21,-99,-99,1,30,0,0,0,0,0
"8947",433.5814,1,10,1,376.9,1,30,0,0,0,0,1
"8948",435.3814,1,10,1,384.9,1,30,0,0,0,0,2
"8949",436.498,1,10,1,628.3,1,30,0,0,0,0,3
"8950",437.8146,1,10,1,623.6,1,30,0,0,0,0,4
"8951",439.2646,1,10,1,517.7,1,30,0,0,0,0,5
"8952",440.8978,1,21,1,436.5,1,30,0,0,0,0,0
"8953",442.5311,1,10,1,579.2,1,30,0,0,0,0,1
"8954",444.231,1,10,1,319.2,1,30,0,0,0,0,2
"8955",445.4143,1,10,1,383.9,1,30,0,0,0,0,3
"8956",446.7309,1,21,-99,-99,1,30,0,0,0,0,0
"8957",448.0475,1,10,1,342.7,1,30,0,0,0,0,1
"8958",449.4308,1,10,1,319.4,1,30,0,0,0,0,2
"8959",450.4807,1,10,1,485.5,1,30,0,0,0,0,3
"8960",452.1973,1,10,1,560.9,1,30,0,0,0,0,4
"8961",453.8139,1,10,1,480.3,1,30,0,0,0,0,5
"8962",455.3139,1,21,-99,-99,1,30,0,0,0,0,0
"8963",456.8138,1,10,1,536.3,1,30,0,0,0,0,1
"8964",458.3471,1,10,1,443,1,30,0,0,0,0,2
"8965",459.5303,1,10,1,459.9,1,30,0,0,0,0,3
"8966",461.0969,1,10,1,365.2,1,30,0,0,0,0,4
"8967",462.4302,1,10,1,407.9,1,30,0,0,0,0,5
"8968",463.7968,1,21,-99,-99,1,30,0,0,0,0,0
"8969",465.1634,1,10,1,426.7,1,30,0,0,0,0,1
"8970",466.2967,1,21,-99,-99,1,30,0,0,0,0,0
"8971",468.3966,1,10,1,473.5,1,30,0,0,0,0,1
"8972",469.2466,1,10,1,455.5,1,30,0,0,0,0,2
"8973",470.5799,1,10,1,546.2,1,30,0,0,0,0,3
"8974",471.7298,1,10,1,484.2,1,30,0,0,0,0,4
"8975",473.4964,1,10,1,477.6,1,30,0,0,0,0,5
"8976",474.6464,1,10,1,639.6,1,30,0,0,0,0,6
"8977",476.3629,1,10,1,555.1,1,30,0,0,0,0,7
"8978",477.5796,1,21,-99,-99,1,30,0,0,0,0,0
"8979",478.7962,1,10,1,505.8,1,30,0,0,0,0,1
"8980",479.8628,1,10,1,607.2,1,30,0,0,0,0,2
"8981",480.9961,1,10,1,417.9,1,30,0,0,0,0,3
"8982",482.3794,1,10,1,410.6,1,30,0,0,0,0,4
"8983",483.646,1,10,1,456,1,30,0,0,0,0,5
"8984",485.2959,1,10,1,582.1,1,30,0,0,0,0,6
"8985",486.5792,1,10,1,482.7,1,30,0,0,0,0,7
"8986",488.1791,1,21,-99,-99,1,30,0,0,0,0,0
"8987",489.779,1,10,1,354.9,1,30,0,0,0,0,1
"8988",491.5956,1,10,1,346.3,1,30,0,0,0,0,2
"8989",492.9456,1,10,1,500.3,1,30,0,0,0,0,3
"8990",494.0955,1,10,1,470.4,1,30,0,0,0,0,4
"8991",495.7121,1,10,1,341.8,1,30,0,0,0,0,5
"8992",497.2454,1,10,1,344.4,1,30,0,0,0,0,6
"8993",498.7453,1,10,1,396.5,1,30,0,0,0,0,7
"8994",499.9953,1,21,1,410.5,1,30,0,0,0,0,0
"8995",501.2452,1,10,1,600,1,30,0,0,0,0,1
"8996",502.4285,1,10,1,600,1,30,0,0,0,0,2
"8997",503.4785,1,10,1,399.3,1,30,0,0,0,0,3
"8998",505.0284,1,10,-99,-99,1,30,0,0,0,0,4
"8999",506.695,1,10,-99,-99,1,30,0,0,0,0,5
"9000",507.8949,1,10,1,430.9,1,30,0,0,0,0,6
"9001",34.4818,1,10,2,578.1,1,31,0,0,0,0,1
"9002",35.3151,1,10,2,551.4,1,31,0,0,0,0,2
"9003",36.8317,1,10,2,314.7,1,31,0,0,0,0,3
"9004",37.915,1,21,-99,-99,1,31,0,0,0,0,0
"9005",38.9983,1,10,2,340.1,1,31,0,0,0,0,1
"9006",40.2149,1,10,2,323.5,1,31,0,0,0,0,2
"9007",41.9148,1,10,2,335.6,1,31,0,0,0,0,3
"9008",43.4814,1,10,2,401,1,31,0,0,0,0,4
"9009",45.2314,1,10,2,315,1,31,0,0,0,0,5
"9010",46.548,1,10,2,326.4,1,31,0,0,0,0,6
"9011",48.1812,1,10,2,293.2,1,31,0,0,0,0,7
"9012",49.2978,1,21,-99,-99,1,31,0,0,0,0,0
"9013",50.4144,1,10,2,379.9,1,31,0,0,0,0,1
"9014",51.7811,1,10,2,293.3,1,31,0,0,0,0,2
"9015",53.2644,1,10,2,313.9,1,31,0,0,0,0,3
"9016",54.5643,1,10,2,342,1,31,0,0,0,0,4
"9017",56.1809,1,10,2,309.5,1,31,0,0,0,0,5
"9018",57.4642,1,21,-99,-99,1,31,0,0,0,0,0
"9019",58.7474,1,10,2,286.9,1,31,0,0,0,0,1
"9020",60.464,1,10,-99,-99,1,31,0,0,0,0,2
"9021",61.714,1,10,2,552.3,1,31,0,0,0,0,3
"9022",63.3139,1,10,2,344.4,1,31,0,0,0,0,4
"9023",64.7138,1,10,2,400.4,1,31,0,0,0,0,5
"9024",65.9471,1,10,2,575.1,1,31,0,0,0,0,6
"9025",67.2471,1,10,2,459.1,1,31,0,0,0,0,7
"9026",68.347,1,21,-99,-99,1,31,0,0,0,0,0
"9027",69.447,1,10,2,515.2,1,31,0,0,0,0,1
"9028",70.5803,1,10,2,565.9,1,31,0,0,0,0,2
"9029",72.1135,1,10,2,328.7,1,31,0,0,0,0,3
"9030",73.4634,1,10,2,482.8,1,31,0,0,0,0,4
"9031",76.9133,1,10,2,376.9,1,31,0,0,0,0,5
"9032",78.1132,1,21,-99,-99,1,31,0,0,0,0,0
"9033",79.3132,1,10,2,408.9,1,31,0,0,0,0,1
"9034",80.7632,1,10,2,350.9,1,31,0,0,0,0,2
"9035",82.4298,1,10,2,332.3,1,31,0,0,0,0,3
"9036",83.8964,1,10,2,337.7,1,31,0,0,0,0,4
"9037",85.6963,1,10,2,473.8,1,31,0,0,0,0,5
"9038",87.1962,1,21,-99,-99,1,31,0,0,0,0,0
"9039",88.6962,1,10,2,449.9,1,31,0,0,0,0,1
"9040",89.9461,1,21,-99,-99,1,31,0,0,0,0,0
"9041",91.1961,1,10,2,350,1,31,0,0,0,0,1
"9042",92.2293,1,10,2,388.7,1,31,0,0,0,0,2
"9043",93.3626,1,10,2,359.4,1,31,0,0,0,0,3
"9044",94.6126,1,21,-99,-99,1,31,0,0,0,0,0
"9045",95.8625,1,10,2,403.5,1,31,0,0,0,0,1
"9046",96.9458,1,10,2,376.2,1,31,0,0,0,0,2
"9047",98.4957,1,10,2,474.3,1,31,0,0,0,0,3
"9048",99.8457,1,10,2,388.3,1,31,0,0,0,0,4
"9049",101.5456,1,10,2,384.4,1,31,0,0,0,0,5
"9050",103.2622,1,10,2,395.8,1,31,0,0,0,0,6
"9051",104.3288,1,10,2,497.2,1,31,0,0,0,0,7
"9052",106.0121,1,21,-99,-99,1,31,0,0,0,0,0
"9053",107.6953,1,10,2,426.7,1,31,0,0,0,0,1
"9054",108.8786,1,10,2,491.3,1,31,0,0,0,0,2
"9055",109.9619,1,10,2,384,1,31,0,0,0,0,3
"9056",111.5618,1,10,2,336.1,1,31,0,0,0,0,4
"9057",112.6951,1,10,2,434.8,1,31,0,0,0,0,5
"9058",114.1617,1,21,-99,-99,1,31,0,0,0,0,0
"9059",115.6283,1,10,2,397.6,1,31,0,0,0,0,1
"9060",117.3283,1,10,2,361.6,1,31,0,0,0,0,2
"9061",120.5115,1,10,2,362.4,1,31,0,0,0,0,3
"9062",121.7614,1,21,-99,-99,1,31,0,0,0,0,0
"9063",123.0114,1,10,2,294.4,1,31,0,0,0,0,1
"9064",124.5613,1,10,2,312.5,1,31,0,0,0,0,2
"9065",126.1612,1,10,2,312.6,1,31,0,0,0,0,3
"9066",127.4278,1,10,2,454,1,31,0,0,0,0,4
"9067",129.1278,1,10,2,514,1,31,0,0,0,0,5
"9068",130.4444,1,10,2,397.4,1,31,0,0,0,0,6
"9069",131.811,1,10,2,614.8,1,31,0,0,0,0,7
"9070",132.9109,1,21,-99,-99,1,31,0,0,0,0,0
"9071",134.0109,1,10,2,334.8,1,31,0,0,0,0,1
"9072",135.7775,1,21,-99,-99,1,31,0,0,0,0,0
"9073",137.5441,1,10,2,353.6,1,31,0,0,0,0,1
"9074",139.3773,1,10,2,408.4,1,31,0,0,0,0,2
"9075",141.1772,1,10,2,336.5,1,31,0,0,0,0,3
"9076",142.6272,1,21,-99,-99,1,31,0,0,0,0,0
"9077",144.0771,1,10,2,300.5,1,31,0,0,0,0,1
"9078",145.5604,1,10,2,305.3,1,31,0,0,0,0,2
"9079",147.227,1,10,2,334.6,1,31,0,0,0,0,3
"9080",149.0102,1,21,-99,-99,1,31,0,0,0,0,0
"9081",150.7935,1,10,2,336.1,1,31,0,0,0,0,1
"9082",152.0601,1,10,2,333.5,1,31,0,0,0,0,2
"9083",153.3267,1,10,2,538.9,1,31,0,0,0,0,3
"9084",154.8433,1,10,2,302.3,1,31,0,0,0,0,4
"9085",156.3766,1,10,2,417,1,31,0,0,0,0,5
"9086",157.9765,1,21,-99,-99,1,31,0,0,0,0,0
"9087",159.5764,1,10,2,305.2,1,31,0,0,0,0,1
"9088",160.7931,1,10,2,336.4,1,31,0,0,0,0,2
"9089",162.0597,1,10,2,301.8,1,31,0,0,0,0,3
"9090",163.7096,1,10,2,315.9,1,31,0,0,0,0,4
"9091",166.2095,1,10,2,488,1,31,0,0,0,0,5
"9092",167.3594,1,10,2,426.1,1,31,0,0,0,0,6
"9093",168.9427,1,10,2,314.8,1,31,0,0,0,0,7
"9094",170.4927,1,10,2,316.7,1,31,0,0,0,0,8
"9095",171.7759,1,10,2,313.5,1,31,0,0,0,0,9
"9096",173.2259,1,10,2,335.5,1,31,0,0,0,0,10
"9097",174.4925,1,10,2,316.9,1,31,0,0,0,0,11
"9098",175.8591,1,21,-99,-99,1,31,0,0,0,0,0
"9099",177.2257,1,10,2,335.7,1,31,0,0,0,0,1
"9100",178.9256,1,10,2,267.8,1,31,0,0,0,0,2
"9101",180.7422,1,10,2,323.2,1,31,0,0,0,0,3
"9102",182.4755,1,10,2,285.8,1,31,0,0,0,0,4
"9103",183.5754,1,10,2,354,1,31,0,0,0,0,5
"9104",185.392,1,10,2,345.3,1,31,0,0,0,0,6
"9105",186.592,1,10,2,409.4,1,31,0,0,0,0,7
"9106",188.0419,1,21,-99,-99,1,31,0,0,0,0,0
"9107",189.4918,1,10,2,325.5,1,31,0,0,0,0,1
"9108",190.9584,1,10,2,362.9,1,31,0,0,0,0,2
"9109",192.0083,1,10,2,417,1,31,0,0,0,0,3
"9110",193.1583,1,21,-99,-99,1,31,0,0,0,0,0
"9111",194.3083,1,10,2,357,1,31,0,0,0,0,1
"9112",195.6082,1,10,2,289.1,1,31,0,0,0,0,2
"9113",197.4081,1,10,2,329.2,1,31,0,0,0,0,3
"9114",198.9581,1,10,2,347.2,1,31,0,0,0,0,4
"9115",200.0914,1,10,2,333.8,1,31,0,0,0,0,5
"9116",201.5246,1,10,2,308.7,1,31,0,0,0,0,6
"9117",202.9413,1,10,2,299.9,1,31,0,0,0,0,7
"9118",204.6745,1,21,-99,-99,1,31,0,0,0,0,0
"9119",206.4078,1,10,2,321.4,1,31,0,0,0,0,1
"9120",208.0744,1,10,2,286.8,1,31,0,0,0,0,2
"9121",210.4076,1,10,2,385.6,1,31,0,0,0,0,3
"9122",211.6075,1,10,2,369.7,1,31,0,0,0,0,4
"9123",213.1741,1,10,2,323,1,31,0,0,0,0,5
"9124",214.3574,1,21,-99,-99,1,31,0,0,0,0,0
"9125",215.5407,1,10,2,340.4,1,31,0,0,0,0,1
"9126",216.874,1,10,2,303.1,1,31,0,0,0,0,2
"9127",218.4739,1,10,2,367.2,1,31,0,0,0,0,3
"9128",219.5405,1,10,2,308.6,1,31,0,0,0,0,4
"9129",221.0238,1,10,2,345.3,1,31,0,0,0,0,5
"9130",222.2738,1,21,-99,-99,1,31,0,0,0,0,0
"9131",223.5237,1,10,2,309.4,1,31,0,0,0,0,1
"9132",224.857,1,10,2,320.1,1,31,0,0,0,0,2
"9133",226.4568,1,10,2,352.2,1,31,0,0,0,0,3
"9134",228.1068,1,10,2,318.2,1,31,0,0,0,0,4
"9135",229.1568,1,10,2,324.2,1,31,0,0,0,0,5
"9136",230.4234,1,10,2,273.6,1,31,0,0,0,0,6
"9137",232.19,1,10,2,363,1,31,0,0,0,0,7
"9138",233.7733,1,21,-99,-99,1,31,0,0,0,0,0
"9139",235.3565,1,10,2,332.5,1,31,0,0,0,0,1
"9140",236.5065,1,10,2,270.5,1,31,0,0,0,0,2
"9141",238.2897,1,10,2,487.3,1,31,0,0,0,0,3
"9142",239.773,1,10,2,300,1,31,0,0,0,0,4
"9143",241.1563,1,10,2,292.7,1,31,0,0,0,0,5
"9144",242.6062,1,21,-99,-99,1,31,0,0,0,0,0
"9145",244.0562,1,10,2,288.7,1,31,0,0,0,0,1
"9146",245.7227,1,21,-99,-99,1,31,0,0,0,0,0
"9147",247.3893,1,10,2,331.6,1,31,0,0,0,0,1
"9148",248.4726,1,10,2,528.3,1,31,0,0,0,0,2
"9149",250.1392,1,10,2,317.7,1,31,0,0,0,0,3
"9150",251.1725,1,21,4,9172.3,1,31,0,0,0,0,0
"9151",284.4211,1,10,1,467.5,1,31,0,0,0,0,1
"9152",285.5044,1,10,1,360.2,1,31,0,0,0,0,2
"9153",287.0375,1,10,1,347.1,1,31,0,0,0,0,3
"9154",288.6042,1,10,1,348.4,1,31,0,0,0,0,4
"9155",290.2875,1,10,1,329.1,1,31,0,0,0,0,5
"9156",291.8708,1,10,1,329.8,1,31,0,0,0,0,6
"9157",293.3374,1,10,1,287.1,1,31,0,0,0,0,7
"9158",294.7706,1,21,-99,-99,1,31,0,0,0,0,0
"9159",296.2039,1,10,1,284.6,1,31,0,0,0,0,1
"9160",297.3539,1,10,1,302.6,1,31,0,0,0,0,2
"9161",299.0704,1,10,1,250.1,1,31,0,0,0,0,3
"9162",300.2037,1,10,1,300.8,1,31,0,0,0,0,4
"9163",301.3704,1,10,1,318.1,1,31,0,0,0,0,5
"9164",302.5703,1,10,1,334.2,1,31,0,0,0,0,6
"9165",304.2536,1,10,1,426.9,1,31,0,0,0,0,7
"9166",305.8035,1,21,-99,-99,1,31,0,0,0,0,0
"9167",307.3534,1,10,1,239,1,31,0,0,0,0,1
"9168",309.0867,1,10,1,265.7,1,31,0,0,0,0,2
"9169",310.8199,1,10,1,276.5,1,31,0,0,0,0,3
"9170",312.3365,1,10,1,263.9,1,31,0,0,0,0,4
"9171",313.7365,1,10,1,303.9,1,31,0,0,0,0,5
"9172",314.7698,1,21,-99,-99,1,31,0,0,0,0,0
"9173",315.8197,1,10,1,236.7,1,31,0,0,0,0,1
"9174",317.253,1,21,1,259.4,1,31,0,0,0,0,0
"9175",318.6863,1,10,1,522.1,1,31,0,0,0,0,1
"9176",320.0695,1,10,1,274.9,1,31,0,0,0,0,2
"9177",321.2528,1,10,1,579.6,1,31,0,0,0,0,3
"9178",322.8861,1,21,-99,-99,1,31,0,0,0,0,0
"9179",324.5194,1,10,1,256.9,1,31,0,0,0,0,1
"9180",325.7693,1,21,-99,-99,1,31,0,0,0,0,0
"9181",328.6525,1,10,1,507.7,1,31,0,0,0,0,1
"9182",329.6191,1,10,1,757.2,1,31,0,0,0,0,2
"9183",331.3691,1,10,1,511.2,1,31,0,0,0,0,3
"9184",332.919,1,10,1,785.3,1,31,0,0,0,0,4
"9185",334.019,1,10,1,805.3,1,31,0,0,0,0,5
"9186",335.5689,1,21,-99,-99,1,31,0,0,0,0,0
"9187",337.1188,1,10,1,345.5,1,31,0,0,0,0,1
"9188",338.2854,1,10,1,522.8,1,31,0,0,0,0,2
"9189",339.552,1,10,1,648.2,1,31,0,0,0,0,3
"9190",341.0186,1,10,1,669.6,1,31,0,0,0,0,4
"9191",342.3186,1,10,1,537.6,1,31,0,0,0,0,5
"9192",343.8185,1,10,1,813.7,1,31,0,0,0,0,6
"9193",345.4185,1,10,1,477.7,1,31,0,0,0,0,7
"9194",347.0684,1,21,-99,-99,1,31,0,0,0,0,0
"9195",348.7183,1,10,1,505.8,1,31,0,0,0,0,1
"9196",350.2682,1,10,1,315.9,1,31,0,0,0,0,2
"9197",351.7515,1,10,1,352.6,1,31,0,0,0,0,3
"9198",353.5348,1,10,1,473.3,1,31,0,0,0,0,4
"9199",355.1013,1,10,1,346.8,1,31,0,0,0,0,5
"9200",356.918,1,10,1,498.1,1,31,0,0,0,0,6
"9201",358.3512,1,10,1,344.9,1,31,0,0,0,0,7
"9202",359.9178,1,21,-99,-99,1,31,0,0,0,0,0
"9203",361.4844,1,10,1,363.7,1,31,0,0,0,0,1
"9204",363.051,1,21,-99,-99,1,31,0,0,0,0,0
"9205",364.6176,1,10,1,302.4,1,31,0,0,0,0,1
"9206",366.0008,1,21,-99,-99,1,31,0,0,0,0,0
"9207",367.3842,1,10,1,335.8,1,31,0,0,0,0,1
"9208",368.5175,1,21,-99,-99,1,31,0,0,0,0,0
"9209",369.6507,1,10,1,325.3,1,31,0,0,0,0,1
"9210",370.8507,1,10,1,293.3,1,31,0,0,0,0,2
"9211",373.6173,1,10,1,374.7,1,31,0,0,0,0,3
"9212",374.8005,1,10,1,503.5,1,31,0,0,0,0,4
"9213",376.0004,1,10,1,455.5,1,31,0,0,0,0,5
"9214",377.5504,1,10,1,633.5,1,31,0,0,0,0,6
"9215",378.8004,1,10,1,695.5,1,31,0,0,0,0,7
"9216",379.8336,1,10,1,510.3,1,31,0,0,0,0,8
"9217",381.3002,1,10,1,579.7,1,31,0,0,0,0,9
"9218",382.4002,1,21,-99,-99,1,31,0,0,0,0,0
"9219",383.5001,1,10,1,315.8,1,31,0,0,0,0,1
"9220",384.6834,1,10,1,332.5,1,31,0,0,0,0,2
"9221",385.7167,1,10,1,483.2,1,31,0,0,0,0,3
"9222",387.2167,1,21,-99,-99,1,31,0,0,0,0,0
"9223",388.7166,1,10,1,283.2,1,31,0,0,0,0,1
"9224",389.7832,1,10,1,320.6,1,31,0,0,0,0,2
"9225",391.2498,1,10,1,390,1,31,0,0,0,0,3
"9226",392.2831,1,10,1,332.7,1,31,0,0,0,0,4
"9227",393.5497,1,10,1,346.1,1,31,0,0,0,0,5
"9228",395.1996,1,21,-99,-99,1,31,0,0,0,0,0
"9229",396.8496,1,10,1,326.2,1,31,0,0,0,0,1
"9230",398.3662,1,21,-99,-99,1,31,0,0,0,0,0
"9231",399.8828,1,10,1,349,1,31,0,0,0,0,1
"9232",401.466,1,10,1,541.8,1,31,0,0,0,0,2
"9233",403.0993,1,10,1,316.4,1,31,0,0,0,0,3
"9234",404.3159,1,10,1,331.8,1,31,0,0,0,0,4
"9235",405.6325,1,10,1,327.2,1,31,0,0,0,0,5
"9236",407.3825,1,21,-99,-99,1,31,0,0,0,0,0
"9237",409.1324,1,10,1,11.3,1,31,0,0,0,0,1
"9238",410.449,1,21,-99,-99,1,31,0,0,0,0,0
"9239",411.7656,1,10,1,498.1,1,31,0,0,0,0,1
