"","rt","est","resp","laten","good","SU","Age","Sex"
"4913",297,1,4,80060,1,27,20,"M"
"4914",328,1,4,81077,1,27,20,"M"
"4915",283,1,4,82794,1,27,20,"M"
"4916",360,1,4,84342,1,27,20,"M"
"4917",422,1,4,86685,1,27,20,"M"
"4918",296,1,4,87827,1,27,20,"M"
"4919",392,1,4,90185,1,27,20,"M"
"4920",-99,2,-99,92310,1,27,20,"M"
"4921",282,1,4,93685,1,27,20,"M"
"4922",265,1,4,95717,1,27,20,"M"
"4923",219,1,4,97123,1,27,20,"M"
"4924",267,1,4,99310,1,27,20,"M"
"4925",266,1,4,101623,1,27,20,"M"
"4926",327,1,4,103717,1,27,20,"M"
"4927",220,1,4,106060,1,27,20,"M"
"4928",-99,2,-99,107764,1,27,20,"M"
"4929",265,1,4,109217,1,27,20,"M"
"4930",234,1,4,111123,1,27,20,"M"
"4931",298,1,4,112107,1,27,20,"M"
"4932",283,1,4,113544,1,27,20,"M"
"4933",312,1,4,114780,1,27,20,"M"
"4934",280,1,4,115905,1,27,20,"M"
"4935",250,1,4,117342,1,27,20,"M"
"4936",-99,2,-99,118857,1,27,20,"M"
"4937",250,1,4,120498,1,27,20,"M"
"4938",329,1,4,122873,1,27,20,"M"
"4939",266,1,4,124998,1,27,20,"M"
"4940",267,2,4,126560,1,27,20,"M"
"4941",313,1,4,128514,1,27,20,"M"
"4942",328,1,4,130827,1,27,20,"M"
"4943",282,1,4,132107,1,27,20,"M"
"4944",-99,2,-99,133530,1,27,20,"M"
"4945",266,1,4,135373,1,27,20,"M"
"4946",-99,2,-99,137530,1,27,20,"M"
"4947",343,1,4,138967,1,27,20,"M"
"4948",-99,2,-99,140248,1,27,20,"M"
"4949",250,1,4,141935,1,27,20,"M"
"4950",266,2,4,144014,1,27,20,"M"
"4951",343,1,4,145405,1,27,20,"M"
"4952",296,1,4,147123,1,27,20,"M"
"4953",312,1,4,149327,1,27,20,"M"
"4954",-99,2,-99,151169,1,27,20,"M"
"4955",327,1,4,152842,1,27,20,"M"
"4956",454,1,4,153810,1,27,20,"M"
"4957",267,1,4,155810,1,27,20,"M"
"4958",-99,2,-99,157327,1,27,20,"M"
"4959",296,1,4,159639,1,27,20,"M"
"4960",327,1,4,161592,1,27,20,"M"
"4961",407,1,4,163873,1,27,20,"M"
"4962",-99,2,-99,165217,1,27,20,"M"
"4963",266,1,4,166857,1,27,20,"M"
"4964",672,1,4,168092,1,27,20,"M"
"4965",313,1,4,169717,1,27,20,"M"
"4966",312,1,4,170827,1,27,20,"M"
"4967",359,1,4,172435,1,27,20,"M"
"4968",359,1,4,174685,1,27,20,"M"
"4969",390,1,4,176342,1,27,20,"M"
"4970",266,2,4,178482,1,27,20,"M"
"4971",345,1,4,179857,1,27,20,"M"
"4972",-99,2,-99,181623,1,27,20,"M"
"4973",375,1,4,182873,1,27,20,"M"
"4974",297,1,4,184780,1,27,20,"M"
"4975",313,1,4,187185,1,27,20,"M"
"4976",485,1,4,189092,1,27,20,"M"
"4977",406,1,4,190592,1,27,20,"M"
"4978",-99,2,-99,191669,1,27,20,"M"
"4979",282,1,4,193185,1,27,20,"M"
"4980",548,1,4,194232,1,27,20,"M"
"4981",265,1,4,196452,1,27,20,"M"
"4982",329,1,4,197794,1,27,20,"M"
"4983",361,1,4,199169,1,27,20,"M"
"4984",563,1,4,200169,1,27,20,"M"
"4985",547,1,4,201405,1,27,20,"M"
"4986",-99,2,-99,202810,1,27,20,"M"
"4987",296,1,4,204327,1,27,20,"M"
"4988",266,1,4,205544,1,27,20,"M"
"4989",280,1,4,207514,1,27,20,"M"
"4990",360,1,4,208982,1,27,20,"M"
"4991",312,1,4,211123,1,27,20,"M"
"4992",328,1,4,213514,1,27,20,"M"
"4993",298,1,4,215482,1,27,20,"M"
"4994",-99,2,-99,217389,1,27,20,"M"
"4995",266,1,4,218607,1,27,20,"M"
"4996",-99,2,-99,219889,1,27,20,"M"
"4997",422,1,4,221655,1,27,20,"M"
"4998",-99,2,-99,222685,1,27,20,"M"
"4999",250,1,4,224655,1,27,20,"M"
"5000",485,1,4,225732,1,27,20,"M"
"5001",437,1,4,265373,1,27,20,"M"
"5002",-99,2,-99,267280,1,27,20,"M"
"5003",266,1,4,268544,1,27,20,"M"
"5004",329,1,4,270794,1,27,20,"M"
"5005",343,1,4,272717,1,27,20,"M"
"5006",-99,2,-99,273889,1,27,20,"M"
"5007",265,1,4,275202,1,27,20,"M"
"5008",-99,2,-99,276294,1,27,20,"M"
"5009",265,1,4,278202,1,27,20,"M"
"5010",470,1,4,279482,1,27,20,"M"
"5011",329,1,4,280544,1,27,20,"M"
"5012",437,1,4,282623,1,27,20,"M"
"5013",298,1,4,284294,1,27,20,"M"
"5014",282,1,4,285857,1,27,20,"M"
"5015",282,1,4,287123,1,27,20,"M"
"5016",-99,2,-99,289169,1,27,20,"M"
"5017",236,1,4,290669,1,27,20,"M"
"5018",-99,2,-99,292467,1,27,20,"M"
"5019",282,1,4,294732,1,27,20,"M"
"5020",-99,2,-99,295780,1,27,20,"M"
"5021",250,1,4,297685,1,27,20,"M"
"5022",265,1,4,299327,1,27,20,"M"
"5023",266,1,4,301669,1,27,20,"M"
"5024",296,1,4,303748,1,27,20,"M"
"5025",389,1,4,305530,1,27,20,"M"
"5026",282,1,4,307857,1,27,20,"M"
"5027",312,1,4,310280,1,27,20,"M"
"5028",-99,2,-99,312280,1,27,20,"M"
"5029",250,1,4,313342,1,27,20,"M"
"5030",234,1,4,315014,1,27,20,"M"
"5031",343,1,4,316967,1,27,20,"M"
"5032",-99,2,-99,318685,1,27,20,"M"
"5033",220,1,4,321060,1,27,20,"M"
"5034",298,1,4,322607,1,27,20,"M"
"5035",297,1,4,324810,1,27,20,"M"
"5036",486,1,4,326044,1,27,20,"M"
"5037",329,1,4,328169,1,27,20,"M"
"5038",-99,2,-99,330280,1,27,20,"M"
"5039",312,1,4,332405,1,27,20,"M"
"5040",266,1,4,334639,1,27,20,"M"
"5041",313,1,4,336264,1,27,20,"M"
"5042",313,1,4,337639,1,27,20,"M"
"5043",342,1,4,338827,1,27,20,"M"
"5044",250,1,4,340280,1,27,20,"M"
"5045",483,1,4,342577,1,27,20,"M"
"5046",-99,2,-99,343702,1,27,20,"M"
"5047",250,1,4,345810,1,27,20,"M"
"5048",313,1,4,347389,1,27,20,"M"
"5049",298,1,4,349482,1,27,20,"M"
"5050",264,1,4,350905,1,27,20,"M"
"5051",345,1,4,352935,1,27,20,"M"
"5052",343,1,4,354655,1,27,20,"M"
"5053",266,1,4,356373,1,27,20,"M"
"5054",298,2,4,357982,1,27,20,"M"
"5055",328,1,4,360232,1,27,20,"M"
"5056",313,1,4,362419,1,27,20,"M"
"5057",296,1,4,364123,1,27,20,"M"
"5058",-99,2,-99,365248,1,27,20,"M"
"5059",406,1,4,366592,1,27,20,"M"
"5060",328,1,4,368857,1,27,20,"M"
"5061",265,1,4,370967,1,27,20,"M"
"5062",-99,2,-99,372702,1,27,20,"M"
"5063",282,1,4,374560,1,27,20,"M"
"5064",-99,2,-99,376592,1,27,20,"M"
"5065",298,1,4,377857,1,27,20,"M"
"5066",-99,2,-99,379327,1,27,20,"M"
"5067",265,1,4,381327,1,27,20,"M"
"5068",297,1,4,383060,1,27,20,"M"
"5069",594,1,4,384123,1,27,20,"M"
"5070",313,1,4,385935,1,27,20,"M"
"5071",375,1,4,388327,1,27,20,"M"
"5072",329,1,4,390373,1,27,20,"M"
"5073",485,1,4,392467,1,27,20,"M"
"5074",-99,2,-99,394514,1,27,20,"M"
"5075",250,1,4,396123,1,27,20,"M"
"5076",266,1,4,397857,1,27,20,"M"
"5077",234,1,4,400185,1,27,20,"M"
"5078",392,1,4,401185,1,27,20,"M"
"5079",264,1,4,402405,1,27,20,"M"
"5080",375,1,4,404232,1,27,20,"M"
"5081",391,1,4,405294,1,27,20,"M"
"5082",-99,2,-99,406577,1,27,20,"M"
"5083",359,1,4,407780,1,27,20,"M"
"5084",296,1,4,409498,1,27,20,"M"
"5085",313,1,4,411044,1,27,20,"M"
"5086",515,1,4,413452,1,27,20,"M"
"5087",281,1,4,414717,1,27,20,"M"
"5088",298,1,4,415669,1,27,20,"M"
"5089",250,1,4,417998,1,27,20,"M"
"5090",-99,2,-99,418935,1,27,20,"M"
"5091",220,1,4,421232,1,27,20,"M"
"5092",-99,2,-99,422827,1,27,20,"M"
"5093",280,1,4,423889,1,27,20,"M"
"5094",282,1,4,425248,1,27,20,"M"
"5095",454,1,4,427294,1,27,20,"M"
"5096",-99,2,-99,429185,1,27,20,"M"
"5097",266,1,4,431357,1,27,20,"M"
"5098",296,1,4,433389,1,27,20,"M"
"5099",530,1,4,434389,1,27,20,"M"
"5100",-99,2,-99,435482,1,27,20,"M"
"5101",298,1,4,479419,1,27,20,"M"
"5102",375,2,4,481827,1,27,20,"M"
"5103",405,1,4,483202,1,27,20,"M"
"5104",312,1,4,484998,1,27,20,"M"
"5105",375,1,4,486217,1,27,20,"M"
"5106",-99,2,-99,488544,1,27,20,"M"
"5107",283,1,4,490794,1,27,20,"M"
"5108",298,1,4,492232,1,27,20,"M"
"5109",312,1,4,494405,1,27,20,"M"
"5110",500,1,4,496077,1,27,20,"M"
"5111",282,1,4,497873,1,27,20,"M"
"5112",-99,2,-99,498810,1,27,20,"M"
"5113",267,1,4,501185,1,27,20,"M"
"5114",267,1,4,503060,1,27,20,"M"
"5115",312,1,4,504873,1,27,20,"M"
"5116",438,1,4,507044,1,27,20,"M"
"5117",407,1,4,507982,1,27,20,"M"
"5118",297,1,4,510155,1,27,20,"M"
"5119",283,1,4,512044,1,27,20,"M"
"5120",-99,2,-99,513748,1,27,20,"M"
"5121",250,1,4,515419,1,27,20,"M"
"5122",204,1,4,517685,1,27,20,"M"
"5123",313,1,4,518592,1,27,20,"M"
"5124",282,2,4,520107,1,27,20,"M"
"5125",514,1,4,522155,1,27,20,"M"
"5126",359,1,4,523185,1,27,20,"M"
"5127",358,1,4,525327,1,27,20,"M"
"5128",327,1,4,526717,1,27,20,"M"
"5129",405,1,4,528952,1,27,20,"M"
"5130",422,1,4,530310,1,27,20,"M"
"5131",343,1,4,532467,1,27,20,"M"
"5132",-99,2,-99,534842,1,27,20,"M"
"5133",266,1,4,536919,1,27,20,"M"
"5134",250,1,4,538764,1,27,20,"M"
"5135",484,1,4,541060,1,27,20,"M"
"5136",282,1,4,542435,1,27,20,"M"
"5137",250,1,4,543764,1,27,20,"M"
"5138",328,1,4,545889,1,27,20,"M"
"5139",359,1,4,547389,1,27,20,"M"
"5140",-99,2,-99,549169,1,27,20,"M"
"5141",266,1,4,550389,1,27,20,"M"
"5142",250,1,4,551702,1,27,20,"M"
"5143",358,1,4,552702,1,27,20,"M"
"5144",-99,2,-99,553685,1,27,20,"M"
"5145",233,1,4,555702,1,27,20,"M"
"5146",250,1,4,558060,1,27,20,"M"
"5147",298,1,4,560107,1,27,20,"M"
"5148",453,1,4,561482,1,27,20,"M"
"5149",298,1,4,562669,1,27,20,"M"
"5150",234,2,4,563780,1,27,20,"M"
"5151",611,1,4,565544,1,27,20,"M"
"5152",-99,2,-99,566702,1,27,20,"M"
"5153",546,1,4,567623,1,27,20,"M"
"5154",264,1,4,569530,1,27,20,"M"
"5155",296,1,4,571889,1,27,20,"M"
"5156",297,1,4,573592,1,27,20,"M"
"5157",266,1,4,574998,1,27,20,"M"
"5158",-99,2,-99,577248,1,27,20,"M"
"5159",250,1,4,578373,1,27,20,"M"
"5160",282,1,4,580748,1,27,20,"M"
"5161",296,1,4,581998,1,27,20,"M"
"5162",469,1,4,583498,1,27,20,"M"
"5163",203,1,4,585107,1,27,20,"M"
"5164",-99,2,-99,586998,1,27,20,"M"
"5165",235,1,4,588217,1,27,20,"M"
"5166",234,1,4,590623,1,27,20,"M"
"5167",297,1,4,592685,1,27,20,"M"
"5168",297,1,4,594717,1,27,20,"M"
"5169",313,1,4,595810,1,27,20,"M"
"5170",485,1,4,597482,1,27,20,"M"
"5171",250,1,4,598952,1,27,20,"M"
"5172",-99,2,-99,601077,1,27,20,"M"
"5173",250,1,4,602060,1,27,20,"M"
"5174",234,1,4,603498,1,27,20,"M"
"5175",405,1,4,605014,1,27,20,"M"
"5176",235,1,4,607092,1,27,20,"M"
"5177",470,1,4,609169,1,27,20,"M"
"5178",280,2,4,611280,1,27,20,"M"
"5179",405,1,4,612577,1,27,20,"M"
"5180",-99,2,-99,613857,1,27,20,"M"
"5181",281,1,4,615342,1,27,20,"M"
"5182",-99,2,-99,616452,1,27,20,"M"
"5183",236,1,4,617794,1,27,20,"M"
"5184",282,1,4,619748,1,27,20,"M"
"5185",264,1,4,621280,1,27,20,"M"
"5186",267,2,4,622935,1,27,20,"M"
"5187",500,1,4,625107,1,27,20,"M"
"5188",470,1,4,627232,1,27,20,"M"
"5189",500,1,4,628794,1,27,20,"M"
"5190",375,1,4,630998,1,27,20,"M"
"5191",342,1,4,633077,1,27,20,"M"
"5192",-99,2,-99,634967,1,27,20,"M"
"5193",329,1,4,637060,1,27,20,"M"
"5194",282,1,4,639107,1,27,20,"M"
"5195",280,1,4,640702,1,27,20,"M"
"5196",328,1,4,641764,1,27,20,"M"
"5197",250,1,4,643655,1,27,20,"M"
"5198",-99,2,-99,645794,1,27,20,"M"
"5199",328,1,4,647357,1,27,20,"M"
"5200",391,1,4,648357,1,27,20,"M"
"5201",345,1,4,38746,1,8,18,"F"
"5202",-99,2,-99,39684,1,8,18,"F"
"5203",358,1,4,41029,1,8,18,"F"
"5204",282,1,4,42012,1,8,18,"F"
"5205",280,1,4,43107,1,8,18,"F"
"5206",282,1,4,44325,1,8,18,"F"
"5207",375,1,4,45512,1,8,18,"F"
"5208",236,2,4,47871,1,8,18,"F"
"5209",250,1,4,49746,1,8,18,"F"
"5210",-99,2,-99,51512,1,8,18,"F"
"5211",235,1,4,52934,1,8,18,"F"
"5212",281,1,4,54669,1,8,18,"F"
"5213",313,1,4,55669,1,8,18,"F"
"5214",282,1,4,56887,1,8,18,"F"
"5215",343,1,4,58857,1,8,18,"F"
"5216",-99,2,-99,60294,1,8,18,"F"
"5217",203,1,4,62309,1,8,18,"F"
"5218",204,1,4,63762,1,8,18,"F"
"5219",233,1,4,64779,1,8,18,"F"
"5220",188,1,4,65966,1,8,18,"F"
"5221",360,1,4,67794,1,8,18,"F"
"5222",250,2,4,69607,1,8,18,"F"
"5223",282,1,4,71184,1,8,18,"F"
"5224",-99,2,-99,72607,1,8,18,"F"
"5225",282,1,4,73887,1,8,18,"F"
"5226",234,1,4,75137,1,8,18,"F"
"5227",265,1,4,76904,1,8,18,"F"
"5228",296,2,4,78654,1,8,18,"F"
"5229",235,1,4,81059,1,8,18,"F"
"5230",421,1,4,82779,1,8,18,"F"
"5231",266,1,4,83825,1,8,18,"F"
"5232",297,2,4,85012,1,8,18,"F"
"5233",297,1,4,87387,1,8,18,"F"
"5234",-99,2,-99,88966,1,8,18,"F"
"5235",327,1,4,89982,1,8,18,"F"
"5236",266,1,4,92371,1,8,18,"F"
"5237",421,1,4,93966,1,8,18,"F"
"5238",-99,2,-99,94904,1,8,18,"F"
"5239",219,1,4,96200,1,8,18,"F"
"5240",-99,2,-99,97607,1,8,18,"F"
"5241",233,1,4,98654,1,8,18,"F"
"5242",-99,2,-99,100732,1,8,18,"F"
"5243",218,1,4,101919,1,8,18,"F"
"5244",390,1,4,103419,1,8,18,"F"
"5245",234,1,4,105637,1,8,18,"F"
"5246",-99,2,-99,107871,1,8,18,"F"
"5247",217,1,4,110029,1,8,18,"F"
"5248",360,1,4,111434,1,8,18,"F"
"5249",280,1,4,112982,1,8,18,"F"
"5250",-99,2,-99,114294,1,8,18,"F"
"5251",296,1,4,115700,1,8,18,"F"
"5252",250,1,4,117184,1,8,18,"F"
"5253",266,1,4,119496,1,8,18,"F"
"5254",312,1,4,121684,1,8,18,"F"
"5255",283,1,4,123246,1,8,18,"F"
"5256",407,2,4,125309,1,8,18,"F"
"5257",313,1,4,127466,1,8,18,"F"
"5258",-99,2,-99,129341,1,8,18,"F"
"5259",218,1,4,131044,1,8,18,"F"
"5260",234,1,4,132982,1,8,18,"F"
"5261",235,1,4,135309,1,8,18,"F"
"5262",265,1,4,136529,1,8,18,"F"
"5263",328,1,4,138184,1,8,18,"F"
"5264",218,2,4,140044,1,8,18,"F"
"5265",454,1,4,141246,1,8,18,"F"
"5266",-99,2,-99,142934,1,8,18,"F"
"5267",280,1,4,144154,1,8,18,"F"
"5268",-99,2,-99,145434,1,8,18,"F"
"5269",250,1,4,147371,1,8,18,"F"
"5270",470,1,4,149387,1,8,18,"F"
"5271",265,1,4,150794,1,8,18,"F"
"5272",233,2,4,151904,1,8,18,"F"
"5273",298,1,4,153996,1,8,18,"F"
"5274",342,1,4,155779,1,8,18,"F"
"5275",500,1,4,157309,1,8,18,"F"
"5276",500,1,4,159512,1,8,18,"F"
"5277",266,1,4,161371,1,8,18,"F"
"5278",-99,2,-99,163154,1,8,18,"F"
"5279",281,1,4,164294,1,8,18,"F"
"5280",312,1,4,165982,1,8,18,"F"
"5281",345,1,4,167887,1,8,18,"F"
"5282",297,1,4,169419,1,8,18,"F"
"5283",264,1,4,171607,1,8,18,"F"
"5284",266,1,4,173825,1,8,18,"F"
"5285",312,1,4,175059,1,8,18,"F"
"5286",-99,2,-99,176184,1,8,18,"F"
"5287",296,1,4,178200,1,8,18,"F"
"5288",313,1,4,179996,1,8,18,"F"
"5289",282,1,4,180934,1,8,18,"F"
"5290",250,1,4,181966,1,8,18,"F"
"5291",327,1,4,183732,1,8,18,"F"
"5292",281,1,4,185794,1,8,18,"F"
"5293",281,1,4,187169,1,8,18,"F"
"5294",329,2,4,189121,1,8,18,"F"
"5295",500,1,4,190325,1,8,18,"F"
"5296",375,1,4,191309,1,8,18,"F"
"5297",280,1,4,192732,1,8,18,"F"
"5298",438,1,4,194496,1,8,18,"F"
"5299",517,1,4,195637,1,8,18,"F"
"5300",265,2,4,196794,1,8,18,"F"
"5301",514,1,4,266357,1,8,18,"F"
"5302",375,1,4,267654,1,8,18,"F"
"5303",265,1,4,270029,1,8,18,"F"
"5304",343,1,4,270966,1,8,18,"F"
"5305",264,1,4,272732,1,8,18,"F"
"5306",-99,2,-99,274575,1,8,18,"F"
"5307",234,1,4,276200,1,8,18,"F"
"5308",250,1,4,278075,1,8,18,"F"
"5309",361,1,4,280371,1,8,18,"F"
"5310",282,1,4,282184,1,8,18,"F"
"5311",266,1,4,283200,1,8,18,"F"
"5312",267,1,4,285012,1,8,18,"F"
"5313",250,1,4,287107,1,8,18,"F"
"5314",250,2,4,288654,1,8,18,"F"
"5315",280,1,4,290779,1,8,18,"F"
"5316",-99,2,-99,292966,1,8,18,"F"
"5317",282,1,4,295184,1,8,18,"F"
"5318",282,1,4,297200,1,8,18,"F"
"5319",280,1,4,298904,1,8,18,"F"
"5320",312,1,4,300809,1,8,18,"F"
"5321",283,1,4,302246,1,8,18,"F"
"5322",298,1,4,303934,1,8,18,"F"
"5323",328,1,4,306091,1,8,18,"F"
"5324",327,2,4,307232,1,8,18,"F"
"5325",265,1,4,309294,1,8,18,"F"
"5326",-99,2,-99,310575,1,8,18,"F"
"5327",250,1,4,312279,1,8,18,"F"
"5328",327,1,4,313544,1,8,18,"F"
"5329",282,1,4,315809,1,8,18,"F"
"5330",266,1,4,317559,1,8,18,"F"
"5331",313,1,4,318762,1,8,18,"F"
"5332",329,1,4,319887,1,8,18,"F"
"5333",375,1,4,322075,1,8,18,"F"
"5334",-99,2,-99,323871,1,8,18,"F"
"5335",329,1,4,325637,1,8,18,"F"
"5336",217,1,4,327154,1,8,18,"F"
"5337",328,1,4,329404,1,8,18,"F"
"5338",218,1,4,331216,1,8,18,"F"
"5339",389,1,4,332482,1,8,18,"F"
"5340",-99,2,-99,333575,1,8,18,"F"
"5341",282,1,4,335434,1,8,18,"F"
"5342",250,1,4,336887,1,8,18,"F"
"5343",266,1,4,338325,1,8,18,"F"
"5344",264,1,4,339482,1,8,18,"F"
"5345",234,1,4,340607,1,8,18,"F"
"5346",217,1,4,342029,1,8,18,"F"
"5347",280,1,4,343091,1,8,18,"F"
"5348",281,2,4,345294,1,8,18,"F"
"5349",360,1,4,347669,1,8,18,"F"
"5350",-99,2,-99,349357,1,8,18,"F"
"5351",312,1,4,350607,1,8,18,"F"
"5352",296,1,4,352716,1,8,18,"F"
"5353",437,1,4,354357,1,8,18,"F"
"5354",342,1,4,356029,1,8,18,"F"
"5355",389,1,4,357857,1,8,18,"F"
"5356",313,1,4,359121,1,8,18,"F"
"5357",345,1,4,361387,1,8,18,"F"
"5358",298,2,4,362559,1,8,18,"F"
"5359",485,1,4,364934,1,8,18,"F"
"5360",-99,2,-99,366966,1,8,18,"F"
"5361",391,1,4,367996,1,8,18,"F"
"5362",250,1,4,370216,1,8,18,"F"
"5363",328,1,4,371684,1,8,18,"F"
"5364",281,1,4,373669,1,8,18,"F"
"5365",266,1,4,375496,1,8,18,"F"
"5366",313,1,4,377762,1,8,18,"F"
"5367",250,1,4,380184,1,8,18,"F"
"5368",266,2,4,382341,1,8,18,"F"
"5369",-99,1,-99,383404,1,8,18,"F"
"5370",343,1,4,385544,1,8,18,"F"
"5371",296,1,4,386700,1,8,18,"F"
"5372",234,2,4,388607,1,8,18,"F"
"5373",-99,1,-99,390044,1,8,18,"F"
"5374",342,1,4,392404,1,8,18,"F"
"5375",297,1,4,393544,1,8,18,"F"
"5376",297,1,4,395669,1,8,18,"F"
"5377",343,1,4,397857,1,8,18,"F"
"5378",297,1,4,399107,1,8,18,"F"
"5379",282,1,4,401200,1,8,18,"F"
"5380",298,2,4,402559,1,8,18,"F"
"5381",280,1,4,404279,1,8,18,"F"
"5382",296,1,4,405966,1,8,18,"F"
"5383",297,1,4,407387,1,8,18,"F"
"5384",282,1,4,408512,1,8,18,"F"
"5385",329,1,4,410887,1,8,18,"F"
"5386",280,1,4,412357,1,8,18,"F"
"5387",375,1,4,413387,1,8,18,"F"
"5388",-99,2,-99,414637,1,8,18,"F"
"5389",328,1,4,416716,1,8,18,"F"
"5390",282,1,4,418637,1,8,18,"F"
"5391",297,1,4,420887,1,8,18,"F"
"5392",327,1,4,421919,1,8,18,"F"
"5393",327,1,4,423544,1,8,18,"F"
"5394",-99,2,-99,425371,1,8,18,"F"
"5395",312,1,4,426904,1,8,18,"F"
"5396",267,1,4,429262,1,8,18,"F"
"5397",452,1,4,431169,1,8,18,"F"
"5398",267,1,4,433387,1,8,18,"F"
"5399",313,1,4,434621,1,8,18,"F"
"5400",-99,2,-99,436357,1,8,18,"F"
"5401",375,1,4,532075,1,8,18,"F"
"5402",438,1,4,534341,1,8,18,"F"
"5403",312,1,4,535279,1,8,18,"F"
"5404",296,2,4,536450,1,8,18,"F"
"5405",280,1,4,538341,1,8,18,"F"
"5406",-99,2,-99,540357,1,8,18,"F"
"5407",282,1,4,541434,1,8,18,"F"
"5408",392,1,4,543637,1,8,18,"F"
"5409",296,1,4,544841,1,8,18,"F"
"5410",-99,2,-99,546857,1,8,18,"F"
"5411",266,1,4,548246,1,8,18,"F"
"5412",233,1,4,550154,1,8,18,"F"
"5413",343,1,4,551716,1,8,18,"F"
"5414",297,1,4,553857,1,8,18,"F"
"5415",282,1,4,555887,1,8,18,"F"
"5416",250,2,4,557434,1,8,18,"F"
"5417",313,1,4,559371,1,8,18,"F"
"5418",329,1,4,560575,1,8,18,"F"
"5419",280,1,4,562841,1,8,18,"F"
"5420",281,1,4,564544,1,8,18,"F"
"5421",250,1,4,566466,1,8,18,"F"
"5422",266,2,4,568841,1,8,18,"F"
"5423",327,1,4,571169,1,8,18,"F"
"5424",296,1,4,572575,1,8,18,"F"
"5425",266,1,4,573559,1,8,18,"F"
"5426",312,1,4,575559,1,8,18,"F"
"5427",250,1,4,577762,1,8,18,"F"
"5428",-99,2,-99,578982,1,8,18,"F"
"5429",266,1,4,580841,1,8,18,"F"
"5430",312,1,4,582529,1,8,18,"F"
"5431",296,1,4,583716,1,8,18,"F"
"5432",343,1,4,585669,1,8,18,"F"
"5433",282,1,4,586887,1,8,18,"F"
"5434",-99,2,-99,588841,1,8,18,"F"
"5435",297,1,4,590794,1,8,18,"F"
"5436",-99,2,-99,593184,1,8,18,"F"
"5437",297,1,4,594637,1,8,18,"F"
"5438",469,1,4,595575,1,8,18,"F"
"5439",328,1,4,597966,1,8,18,"F"
"5440",-99,2,-99,600325,1,8,18,"F"
"5441",280,1,4,601341,1,8,18,"F"
"5442",484,1,4,603216,1,8,18,"F"
"5443",407,1,4,605137,1,8,18,"F"
"5444",298,1,4,606621,1,8,18,"F"
"5445",265,1,4,607904,1,8,18,"F"
"5446",266,1,4,609700,1,8,18,"F"
"5447",266,1,4,611091,1,8,18,"F"
"5448",327,2,4,612544,1,8,18,"F"
"5449",296,1,4,613591,1,8,18,"F"
"5450",298,2,4,615871,1,8,18,"F"
"5451",327,1,4,616982,1,8,18,"F"
"5452",468,1,4,618716,1,8,18,"F"
"5453",313,1,4,619966,1,8,18,"F"
"5454",313,1,4,621871,1,8,18,"F"
"5455",328,1,4,623966,1,8,18,"F"
"5456",-99,2,-99,625654,1,8,18,"F"
"5457",-99,1,-99,627404,1,8,18,"F"
"5458",468,1,4,629466,1,8,18,"F"
"5459",266,1,4,630996,1,8,18,"F"
"5460",-99,2,-99,632919,1,8,18,"F"
"5461",280,1,4,635029,1,8,18,"F"
"5462",-99,2,-99,636387,1,8,18,"F"
"5463",187,1,4,638357,1,8,18,"F"
"5464",266,1,4,639966,1,8,18,"F"
"5465",218,1,4,642341,1,8,18,"F"
"5466",280,1,4,643982,1,8,18,"F"
"5467",298,1,4,645059,1,8,18,"F"
"5468",218,1,4,646091,1,8,18,"F"
"5469",250,1,4,647387,1,8,18,"F"
"5470",-99,2,-99,648387,1,8,18,"F"
"5471",250,1,4,650341,1,8,18,"F"
"5472",-99,2,-99,651825,1,8,18,"F"
"5473",250,1,4,653154,1,8,18,"F"
"5474",265,1,4,654669,1,8,18,"F"
"5475",297,1,4,655762,1,8,18,"F"
"5476",297,1,4,657669,1,8,18,"F"
"5477",283,1,4,659746,1,8,18,"F"
"5478",250,2,4,661684,1,8,18,"F"
"5479",-99,1,-99,663137,1,8,18,"F"
"5480",280,1,4,665107,1,8,18,"F"
"5481",281,1,4,667169,1,8,18,"F"
"5482",-99,2,-99,668904,1,8,18,"F"
"5483",375,1,4,670044,1,8,18,"F"
"5484",484,1,4,672325,1,8,18,"F"
"5485",266,1,4,673746,1,8,18,"F"
"5486",234,1,4,675137,1,8,18,"F"
"5487",266,1,4,676700,1,8,18,"F"
"5488",250,2,4,678216,1,8,18,"F"
"5489",-99,1,-99,679544,1,8,18,"F"
"5490",-99,1,-99,680934,1,8,18,"F"
"5491",282,1,4,682200,1,8,18,"F"
"5492",266,1,4,683559,1,8,18,"F"
"5493",234,1,4,685591,1,8,18,"F"
"5494",327,1,4,686544,1,8,18,"F"
"5495",236,1,4,688496,1,8,18,"F"
"5496",-99,2,-99,690637,1,8,18,"F"
"5497",234,1,4,693012,1,8,18,"F"
"5498",217,1,4,694904,1,8,18,"F"
"5499",345,1,4,695887,1,8,18,"F"
"5500",266,2,4,697371,1,8,18,"F"
"5501",516,1,4,43770,1,30,20,"F"
"5502",687,1,4,44708,1,30,20,"F"
"5503",438,1,4,46115,1,30,20,"F"
"5504",454,1,4,47020,1,30,20,"F"
"5505",437,1,4,48833,1,30,20,"F"
"5506",-99,2,-99,50286,1,30,20,"F"
"5507",375,1,4,51708,1,30,20,"F"
"5508",500,1,4,53693,1,30,20,"F"
"5509",391,1,4,55395,1,30,20,"F"
"5510",438,1,4,57740,1,30,20,"F"
"5511",500,1,4,60145,1,30,20,"F"
