onset	duration	value	response	rt	good	acu	seq	subID	subN
381.8092	1	12	3	825.3	1	1	3	JMPP_04061996	28
384.6278	1	12	1	806.7	1	1	4	JMPP_04061996	28
387.5624	1	12	3	744.1	1	1	5	JMPP_04061996	28
390.1323	1	11	1	550.2	1	1	1	JMPP_04061996	28
392.6856	1	11	3	516.9	1	1	2	JMPP_04061996	28
396.0845	1	11	2	494	1	1	3	JMPP_04061996	28
398.9031	1	11	3	571.4	1	1	4	JMPP_04061996	28
401.0917	1	11	3	694.9	1	1	5	JMPP_04061996	28
404.7724	1	11	1	526.2	1	1	6	JMPP_04061996	28
408.4035	1	11	3	487.1	1	1	7	JMPP_04061996	28
410.6749	1	11	2	615.7	1	1	8	JMPP_04061996	28
412.8303	1	12	2	748.3	1	1	1	JMPP_04061996	28
415.5329	1	12	3	853.7	1	0	2	JMPP_04061996	28
418.8654	1	12	3	697.2	1	1	3	JMPP_04061996	28
422.4633	1	11	2	491.3	1	1	1	JMPP_04061996	28
425.514	1	11	3	504.6	1	1	2	JMPP_04061996	28
429.029	1	11	2	517.6	1	1	3	JMPP_04061996	28
431.2839	1	11	1	534.7	1	1	4	JMPP_04061996	28
434.948	1	11	2	590.6	1	1	5	JMPP_04061996	28
437.4848	1	11	2	477.8	1	1	6	JMPP_04061996	28
439.7065	1	12	2	896.1	1	0	1	JMPP_04061996	28
443.4701	1	12	2	724.6	1	1	2	JMPP_04061996	28
447.1509	1	12	1	571.7	1	1	3	JMPP_04061996	28
449.2234	1	12	3	1275.3	1	0	4	JMPP_04061996	28
451.2627	1	11	2	996	1	0	1	JMPP_04061996	28
453.2026	1	11	3	592.1	1	1	2	JMPP_04061996	28
456.5518	1	11	2	546.9	1	1	3	JMPP_04061996	28
458.7072	1	11	2	479.5	1	1	4	JMPP_04061996	28
461.9403	1	11	3	574.4	1	1	5	JMPP_04061996	28
464.2117	1	12	2	1079	1	0	1	JMPP_04061996	28
467.1464	1	12	1	1056.3	1	0	2	JMPP_04061996	28
469.2354	1	12	2	911.3	1	0	3	JMPP_04061996	28
471.1421	1	12	2	732.6	1	1	4	JMPP_04061996	28
474.8395	1	12	2	547.2	1	1	5	JMPP_04061996	28
478.5534	1	12	3	1001.3	1	0	6	JMPP_04061996	28
482.4331	1	12	3	649.6	1	1	7	JMPP_04061996	28
26.6657	1	11	1	617.8	1	1	1	JPRC_29061986	29
29.1693	1	11	2	394.2	1	1	2	JPRC_29061986	29
31.8884	1	11	1	403	1	1	3	JPRC_29061986	29
34.5246	1	11	1	430.9	1	1	4	JPRC_29061986	29
36.6303	1	11	2	525.2	1	1	5	JPRC_29061986	29
39.1504	1	11	1	397.1	1	1	6	JPRC_29061986	29
42.5327	1	12	2	654.8	1	0	1	JPRC_29061986	29
45.2187	1	12	1	648.8	1	1	2	JPRC_29061986	29
47.9875	1	12	2	768	1	1	3	JPRC_29061986	29
51.4362	1	12	1	727.3	1	0	4	JPRC_29061986	29
54.1718	1	12	-99	-99	1	0	5	JPRC_29061986	29
57.1728	1	11	1	366.7	1	1	1	JPRC_29061986	29
59.179	1	11	1	376.5	1	1	2	JPRC_29061986	29
62.81	1	11	2	353.4	1	1	3	JPRC_29061986	29
65.2141	1	11	3	405.4	1	1	4	JPRC_29061986	29
68.4803	1	11	3	395.2	1	1	5	JPRC_29061986	29
71.5974	1	11	2	430	1	1	6	JPRC_29061986	29
74.3331	1	11	2	334.3	1	1	7	JPRC_29061986	29
76.2397	1	12	2	547.8	1	1	1	JPRC_29061986	29
79.3568	1	12	2	590.6	1	1	2	JPRC_29061986	29
81.5619	1	12	-99	-99	1	0	3	JPRC_29061986	29
85.2261	1	12	3	793.3	1	1	4	JPRC_29061986	29
87.1991	1	12	2	844.3	1	0	5	JPRC_29061986	29
90.2498	1	12	3	721.6	1	1	6	JPRC_29061986	29
93.9803	1	12	2	839.1	1	1	7	JPRC_29061986	29
97.661	1	12	3	526.4	1	1	8	JPRC_29061986	29
101.4744	1	11	3	417	1	1	1	JPRC_29061986	29
105.2712	1	11	2	484.2	1	1	2	JPRC_29061986	29
108.8359	1	11	3	391.5	1	1	3	JPRC_29061986	29
112.2182	1	11	1	409.2	1	1	4	JPRC_29061986	29
114.7218	1	12	2	641.6	1	1	1	JPRC_29061986	29
117.1259	1	12	2	589.5	1	1	2	JPRC_29061986	29
120.5248	1	12	3	702.6	1	1	3	JPRC_29061986	29
122.9952	1	11	2	576.2	1	1	1	JPRC_29061986	29
126.5101	1	11	2	501.3	1	1	2	JPRC_29061986	29
129.4448	1	11	2	438.6	1	1	3	JPRC_29061986	29
131.6831	1	11	3	408.3	1	1	4	JPRC_29061986	29
134.4022	1	12	1	777.2	1	1	1	JPRC_29061986	29
137.0716	1	12	2	619.8	1	1	2	JPRC_29061986	29
139.7907	1	12	3	596.7	1	0	3	JPRC_29061986	29
142.1119	1	12	1	603.5	1	1	4	JPRC_29061986	29
144.6154	1	12	1	668	1	1	5	JPRC_29061986	29
148.3128	1	12	1	554.6	1	1	6	JPRC_29061986	29
150.8495	1	12	2	537.9	1	1	7	JPRC_29061986	29
154.0494	1	11	3	402	1	1	1	JPRC_29061986	29
156.8349	1	11	2	432.5	1	1	2	JPRC_29061986	29
160.383	1	11	1	396.4	1	1	3	JPRC_29061986	29
163.5	1	12	-99	-99	1	0	1	JPRC_29061986	29
166.4512	1	12	2	696.2	1	1	2	JPRC_29061986	29
169.5351	1	12	1	588.3	1	1	3	JPRC_29061986	29
171.8231	1	12	1	628.3	1	1	4	JPRC_29061986	29
174.5588	1	12	2	604.6	1	1	5	JPRC_29061986	29
177.908	1	11	1	399.4	1	1	1	JPRC_29061986	29
180.2126	1	11	3	550.8	1	1	2	JPRC_29061986	29
182.2022	1	11	1	377.2	1	1	3	JPRC_29061986	29
184.971	1	11	1	352.4	1	1	4	JPRC_29061986	29
188.2704	1	11	2	413	1	1	5	JPRC_29061986	29
191.1222	1	11	2	425.1	1	1	6	JPRC_29061986	29
194.4547	1	11	3	380.7	1	1	7	JPRC_29061986	29
197.2236	1	11	1	363.7	1	1	8	JPRC_29061986	29
199.6277	1	12	2	759.7	1	1	1	JPRC_29061986	29
201.9157	1	12	2	615.7	1	1	2	JPRC_29061986	29
205.1654	1	12	3	677.9	1	1	3	JPRC_29061986	29
207.1218	1	12	1	721.5	1	1	4	JPRC_29061986	29
210.9518	1	12	2	667.6	1	1	5	JPRC_29061986	29
213.2564	1	12	3	731	1	1	6	JPRC_29061986	29
216.5558	1	11	2	463.5	1	1	1	JPRC_29061986	29
219.0594	1	11	3	431.9	1	1	2	JPRC_29061986	29
222.5909	1	11	3	404.4	1	1	3	JPRC_29061986	29
225.1111	1	11	3	372.2	1	1	4	JPRC_29061986	29
228.0291	1	12	1	606.2	1	1	1	JPRC_29061986	29
231.1793	1	12	2	624	1	1	2	JPRC_29061986	29
233.9316	1	12	3	719.7	1	1	3	JPRC_29061986	29
236.203	1	12	3	504.3	1	1	4	JPRC_29061986	29
240.033	1	12	2	570.3	1	1	5	JPRC_29061986	29
242.6858	1	11	2	469.5	1	1	1	JPRC_29061986	29
244.6588	1	11	2	392.5	1	1	2	JPRC_29061986	29
248.1406	1	11	2	494.7	1	1	3	JPRC_29061986	29
251.1084	1	11	1	430.9	1	1	4	JPRC_29061986	29
254.6399	1	11	2	403.4	1	1	5	JPRC_29061986	29
257.558	1	11	3	437.3	1	1	6	JPRC_29061986	29
260.7911	1	11	1	380.2	1	1	7	JPRC_29061986	29
264.3558	1	12	2	823.5	1	1	1	JPRC_29061986	29
266.478	1	12	1	701.3	1	1	2	JPRC_29061986	29
268.5008	1	12	2	638.5	1	1	3	JPRC_29061986	29
271.3691	1	11	2	426.1	1	1	1	JPRC_29061986	29
274.4696	1	11	1	405.7	1	1	2	JPRC_29061986	29
277.8187	1	11	2	352.6	1	1	3	JPRC_29061986	29
280.886	1	11	2	381.3	1	1	4	JPRC_29061986	29
284.1191	1	11	3	332.2	1	1	5	JPRC_29061986	29
286.6558	1	11	2	331.5	1	1	6	JPRC_29061986	29
289.2754	1	12	2	599.9	1	1	1	JPRC_29061986	29
291.2982	1	12	3	617.1	1	1	2	JPRC_29061986	29
293.8183	1	12	3	665	1	1	3	JPRC_29061986	29
296.7198	1	12	2	651.5	1	1	4	JPRC_29061986	29
300.3508	1	12	3	572.5	1	0	5	JPRC_29061986	29
303.3684	1	12	1	730.9	1	1	6	JPRC_29061986	29
305.3082	1	12	1	823.1	1	1	7	JPRC_29061986	29
307.9279	1	12	1	723.4	1	1	8	JPRC_29061986	29
311.4097	1	11	2	473.6	1	1	1	JPRC_29061986	29
314.5599	1	11	2	403.3	1	1	2	JPRC_29061986	29
316.45	1	11	1	441.3	1	1	3	JPRC_29061986	29
318.5225	1	11	1	416.7	1	1	4	JPRC_29061986	29
321.2084	1	11	3	474.9	1	1	5	JPRC_29061986	29
324.8228	1	11	2	412.4	1	1	6	JPRC_29061986	29
327.9896	1	11	3	381.7	1	1	7	JPRC_29061986	29
330.2445	1	11	1	422.7	1	1	8	JPRC_29061986	29
333.9584	1	12	1	652.8	1	1	1	JPRC_29061986	29
336.8433	1	12	3	703.9	1	1	2	JPRC_29061986	29
340.2753	1	12	3	791.9	1	1	3	JPRC_29061986	29
342.9613	1	12	1	617.9	1	1	4	JPRC_29061986	29
345.8628	1	11	1	404.4	1	1	1	JPRC_29061986	29
348.9964	1	11	3	478.8	1	1	2	JPRC_29061986	29
352.76	1	11	2	443.2	1	1	3	JPRC_29061986	29
355.0481	1	11	1	371.1	1	1	4	JPRC_29061986	29
357.9827	1	11	1	356.5	1	1	5	JPRC_29061986	29
360.1713	1	12	-99	-99	1	0	1	JPRC_29061986	29
362.9401	1	12	2	799.1	1	1	2	JPRC_29061986	29
366.538	1	12	2	801.2	1	0	3	JPRC_29061986	29
370.3845	1	11	1	322.7	1	1	1	JPRC_29061986	29
373.7005	1	11	2	414.5	1	1	2	JPRC_29061986	29
376.088	1	11	1	387.2	1	1	3	JPRC_29061986	29
379.9511	1	11	3	436.1	1	0	4	JPRC_29061986	29
383.4661	1	11	3	409.1	1	1	5	JPRC_29061986	29
386.4837	1	11	2	455.5	1	0	6	JPRC_29061986	29
389.9986	1	12	2	660.6	1	1	1	JPRC_29061986	29
393.1654	1	12	2	669.8	1	1	2	JPRC_29061986	29
396.1663	1	12	2	644.9	1	1	3	JPRC_29061986	29
399.416	1	12	2	547.2	1	1	4	JPRC_29061986	29
403.246	1	12	1	621.2	1	1	5	JPRC_29061986	29
406.4293	1	12	2	597.9	1	1	6	JPRC_29061986	29
409.2645	1	12	3	698.7	1	1	7	JPRC_29061986	29
411.1878	1	11	3	479.4	1	1	1	JPRC_29061986	29
413.4758	1	11	1	423.4	1	1	2	JPRC_29061986	29
416.112	1	11	3	395.2	1	1	3	JPRC_29061986	29
419.2124	1	12	1	646.8	1	1	1	JPRC_29061986	29
422.8103	1	12	2	568.9	1	1	2	JPRC_29061986	29
425.1481	1	12	3	695.1	1	1	3	JPRC_29061986	29
427.4693	1	12	1	629.9	1	1	4	JPRC_29061986	29
429.7241	1	12	3	543.1	1	1	5	JPRC_29061986	29
432.0287	1	12	2	798.5	1	1	6	JPRC_29061986	29
435.2453	1	12	1	573.9	1	1	7	JPRC_29061986	29
438.727	1	11	2	436.1	1	1	1	JPRC_29061986	29
442.4244	1	11	1	418.7	1	1	2	JPRC_29061986	29
445.7569	1	11	2	406.2	1	1	3	JPRC_29061986	29
448.1776	1	11	1	393.5	1	1	4	JPRC_29061986	29
451.1952	1	11	2	367.9	1	1	5	JPRC_29061986	29
454.2624	1	12	1	556.7	1	1	1	JPRC_29061986	29
456.451	1	12	1	808.1	1	0	2	JPRC_29061986	29
459.8499	1	12	1	545.2	1	1	3	JPRC_29061986	29
463.1825	1	12	1	564.6	1	1	4	JPRC_29061986	29
465.1886	1	12	2	686.5	1	1	5	JPRC_29061986	29
468.8031	1	12	1	664	1	1	6	JPRC_29061986	29
470.7097	1	12	1	701.4	1	1	7	JPRC_29061986	29
473.0973	1	12	2	889.8	1	0	8	JPRC_29061986	29
475.0537	1	11	1	477.4	1	1	1	JPRC_29061986	29
477.3583	1	11	3	500.8	1	1	2	JPRC_29061986	29
480.0277	1	11	2	359.4	1	1	3	JPRC_29061986	29
482.5147	1	11	2	416.4	1	1	4	JPRC_29061986	29
485.2669	1	12	1	472.2	1	1	1	JPRC_29061986	29
487.4389	1	12	3	836.2	1	1	2	JPRC_29061986	29
491.0865	1	12	1	636.6	1	1	3	JPRC_29061986	29
494.502	1	12	1	589.1	1	1	4	JPRC_29061986	29
496.7402	1	12	2	806.9	1	1	5	JPRC_29061986	29
499.0614	1	12	1	501.7	1	1	6	JPRC_29061986	29
12.3738	1	11	2	874.1	1	0	1	KECT_07071995	30
14.894	1	11	1	553.9	1	1	2	KECT_07071995	30
18.4918	1	11	3	484.1	1	1	3	KECT_07071995	30
20.5146	1	12	2	861.2	1	0	1	KECT_07071995	30
22.8026	1	12	3	597.3	1	1	2	KECT_07071995	30
25.9031	1	12	2	600.8	1	1	3	KECT_07071995	30
27.9093	1	12	1	858.6	1	0	4	KECT_07071995	30
31.6232	1	12	3	880.7	1	0	5	KECT_07071995	30
34.2262	1	11	3	629.7	1	1	1	KECT_07071995	30
36.5143	1	11	1	477.6	1	1	2	KECT_07071995	30
39.4157	1	11	3	440.2	1	1	3	KECT_07071995	30
42.4167	1	11	3	447.2	1	1	4	KECT_07071995	30
45.9151	1	11	3	428.8	1	1	5	KECT_07071995	30
47.9378	1	11	2	558.1	1	1	6	KECT_07071995	30
51.3865	1	12	2	685.4	1	1	1	KECT_07071995	30
54.0227	1	12	2	505.2	1	1	2	KECT_07071995	30
56.576	1	12	3	647.9	1	1	3	KECT_07071995	30
58.6319	1	12	1	608	1	1	4	KECT_07071995	30
60.8205	1	11	2	451.4	1	1	1	KECT_07071995	30
63.6391	1	11	3	504.8	1	1	2	KECT_07071995	30
66.5737	1	11	1	410.2	1	1	3	KECT_07071995	30
68.9944	1	11	1	445.5	1	1	4	KECT_07071995	30
72.1778	1	11	1	462.1	1	1	5	KECT_07071995	30
74.9964	1	11	2	483.5	1	1	6	KECT_07071995	30
76.9196	1	11	2	416.3	1	1	7	KECT_07071995	30
80.2854	1	11	2	426.5	1	1	8	KECT_07071995	30
82.7392	1	12	3	708.7	1	1	1	KECT_07071995	30
84.7454	1	12	2	630.5	1	1	2	KECT_07071995	30
87.3484	1	12	2	627.5	1	1	3	KECT_07071995	30
89.6199	1	12	1	684.1	1	1	4	KECT_07071995	30
92.9193	1	12	3	968.7	1	0	5	KECT_07071995	30
96.3679	1	12	2	752.1	1	1	6	KECT_07071995	30
98.8052	1	12	3	594.8	1	1	7	KECT_07071995	30
102.0217	1	11	3	530.3	1	1	1	KECT_07071995	30
103.9284	1	11	2	463.6	1	1	2	KECT_07071995	30
106.0009	1	11	1	423	1	1	3	KECT_07071995	30
107.9573	1	11	3	514.6	1	1	4	KECT_07071995	30
111.5718	1	11	2	492.1	1	1	5	KECT_07071995	30
113.5614	1	11	3	606.6	1	1	6	KECT_07071995	30
115.5841	1	12	2	855.9	1	0	1	KECT_07071995	30
118.9333	1	12	3	626.7	1	1	2	KECT_07071995	30
121.2047	1	12	2	603.3	1	1	3	KECT_07071995	30
125.0844	1	12	3	747.6	1	1	4	KECT_07071995	30
128.6159	1	12	2	576.1	1	1	5	KECT_07071995	30
132.4791	1	12	2	680.9	1	1	6	KECT_07071995	30
135.7288	1	12	2	983.2	1	0	7	KECT_07071995	30
138.166	1	11	3	570	1	1	1	KECT_07071995	30
141.9131	1	11	1	390.9	1	1	2	KECT_07071995	30
144.5493	1	11	1	466.7	1	1	3	KECT_07071995	30
147.1192	1	12	3	720.8	1	0	1	KECT_07071995	30
150.6839	1	12	1	644.1	1	1	2	KECT_07071995	30
153.5191	1	12	1	696.9	1	1	3	KECT_07071995	30
156.3045	1	12	3	799.5	1	1	4	KECT_07071995	30
159.72	1	12	1	680	1	0	5	KECT_07071995	30
162.0246	1	11	1	639.4	1	1	1	KECT_07071995	30
165.0753	1	11	2	516.7	1	1	2	KECT_07071995	30
168.3913	1	11	3	584.7	1	1	3	KECT_07071995	30
171.8234	1	11	1	416.6	1	1	4	KECT_07071995	30
174.0782	1	11	1	417.8	1	1	5	KECT_07071995	30
176.8968	1	11	2	383.2	1	1	6	KECT_07071995	30
179.5662	1	11	1	425.8	1	1	7	KECT_07071995	30
183.0646	1	11	1	439.4	1	1	8	KECT_07071995	30
186.5464	1	12	2	741.6	1	1	1	KECT_07071995	30
188.5359	1	12	2	576.1	1	1	2	KECT_07071995	30
190.6748	1	12	2	653.2	1	0	3	KECT_07071995	30
193.8581	1	12	3	597.9	1	1	4	KECT_07071995	30
197.572	1	11	2	564	1	1	1	KECT_07071995	30
201.1865	1	11	2	573.5	1	1	2	KECT_07071995	30
204.2538	1	11	2	418.2	1	1	3	KECT_07071995	30
206.8071	1	11	1	480.9	1	1	4	KECT_07071995	30
209.9075	1	11	2	444.5	1	1	5	KECT_07071995	30
211.9634	1	12	3	628.6	1	1	1	KECT_07071995	30
213.9862	1	12	1	637.8	1	1	2	KECT_07071995	30
216.7551	1	12	1	685	1	1	3	KECT_07071995	30
219.3415	1	12	2	586.5	1	1	4	KECT_07071995	30
223.1218	1	12	1	542.2	1	1	5	KECT_07071995	30
226.2885	1	12	1	615.5	1	1	6	KECT_07071995	30
230.1185	1	11	1	473.5	1	1	1	KECT_07071995	30
232.4894	1	11	2	590.6	1	1	2	KECT_07071995	30
235.9215	1	11	2	366.6	1	1	3	KECT_07071995	30
239.0385	1	11	1	497.6	1	1	4	KECT_07071995	30
241.1442	1	12	3	639.9	1	1	1	KECT_07071995	30
243.5649	1	12	2	627.2	1	0	2	KECT_07071995	30
246.0353	1	12	3	836.7	1	1	3	KECT_07071995	30
249.5834	1	11	1	440.7	1	1	1	KECT_07071995	30
252.4849	1	11	1	467.2	1	1	2	KECT_07071995	30
254.9719	1	11	1	468.2	1	1	3	KECT_07071995	30
258.5366	1	11	1	431.5	1	1	4	KECT_07071995	30
261.2391	1	11	3	569	1	1	5	KECT_07071995	30
263.3779	1	11	2	494.2	1	1	6	KECT_07071995	30
266.1302	1	11	1	429.8	1	1	7	KECT_07071995	30
269.927	1	12	3	553.1	1	1	1	KECT_07071995	30
273.044	1	12	1	668.1	1	1	2	KECT_07071995	30
275.9124	1	12	2	719.7	1	1	3	KECT_07071995	30
277.8522	1	12	3	979.9	1	0	4	KECT_07071995	30
281.2677	1	12	1	628.4	1	0	5	KECT_07071995	30
283.4728	1	12	3	623.3	1	1	6	KECT_07071995	30
286.3246	1	12	3	627.5	1	1	7	KECT_07071995	30
289.5743	1	12	2	745.8	1	1	8	KECT_07071995	30
292.94	1	11	1	460.1	1	1	1	KECT_07071995	30
295.9575	1	11	3	586.6	1	1	2	KECT_07071995	30
298.4114	1	11	2	444.7	1	1	3	KECT_07071995	30
301.346	1	11	1	430.1	1	1	4	KECT_07071995	30
303.4185	1	11	3	477.6	1	1	5	KECT_07071995	30
305.8558	1	11	2	432.3	1	1	6	KECT_07071995	30
309.2547	1	12	2	713.4	1	1	1	KECT_07071995	30
313.1178	1	12	3	650.3	1	0	2	KECT_07071995	30
315.3893	1	12	2	786.8	1	1	3	KECT_07071995	30
317.7105	1	12	1	753.6	1	1	4	KECT_07071995	30
320.1809	1	12	2	899.2	1	0	5	KECT_07071995	30
323.2813	1	11	2	662.8	1	1	1	KECT_07071995	30
325.9341	1	11	2	490	1	1	2	KECT_07071995	30
328.5372	1	11	3	686.9	1	1	3	KECT_07071995	30
331.6045	1	11	1	515.6	1	1	4	KECT_07071995	30
334.8044	1	11	1	515.7	1	1	5	KECT_07071995	30
337.4075	1	11	1	464.6	1	1	6	KECT_07071995	30
339.795	1	11	3	749.1	1	1	7	KECT_07071995	30
342.0996	1	11	3	524.5	1	1	8	KECT_07071995	30
344.9182	1	12	2	721.9	1	1	1	KECT_07071995	30
348.2673	1	12	3	796.8	1	1	2	KECT_07071995	30
350.8704	1	12	1	809.7	1	1	3	KECT_07071995	30
353.4569	1	12	2	695.2	1	1	4	KECT_07071995	30
355.6951	1	11	3	561	1	1	1	KECT_07071995	30
358.1987	1	11	2	409.4	1	1	2	KECT_07071995	30
360.6691	1	11	2	579	1	1	3	KECT_07071995	30
364.3831	1	11	3	505	1	1	4	KECT_07071995	30
366.555	1	11	2	493.2	1	1	5	KECT_07071995	30
369.8213	1	11	1	466.8	1	1	6	KECT_07071995	30
373.0046	1	11	2	491.5	1	1	7	KECT_07071995	30
375.3756	1	12	3	960.6	1	0	1	KECT_07071995	30
378.7081	1	12	2	620	1	1	2	KECT_07071995	30
382.4884	1	12	2	759.7	1	1	3	KECT_07071995	30
386.1028	1	11	2	521.4	1	1	1	KECT_07071995	30
388.4572	1	11	3	719	1	1	2	KECT_07071995	30
392.1711	1	11	2	541.1	1	1	3	KECT_07071995	30
394.4259	1	11	2	470.3	1	1	4	KECT_07071995	30
397.0456	1	11	3	578.6	1	1	5	KECT_07071995	30
399.0683	1	11	3	451.9	1	1	6	KECT_07071995	30
402.8651	1	11	3	455.1	1	1	7	KECT_07071995	30
405.5677	1	11	1	416.5	1	1	8	KECT_07071995	30
408.8339	1	12	2	550.3	1	1	1	KECT_07071995	30
411.3209	1	12	1	879.3	1	0	2	KECT_07071995	30
413.924	1	12	1	404.2	1	0	3	KECT_07071995	30
416.527	1	11	1	489.2	1	1	1	KECT_07071995	30
418.5995	1	11	1	424.7	1	1	2	KECT_07071995	30
422.214	1	11	1	450.2	1	1	3	KECT_07071995	30
424.7673	1	11	1	384.9	1	1	4	KECT_07071995	30
428.5807	1	11	3	435.5	1	1	5	KECT_07071995	30
431.3661	1	11	1	426.1	1	1	6	KECT_07071995	30
433.8697	1	11	3	602.5	1	1	7	KECT_07071995	30
436.9536	1	12	2	518.6	1	0	1	KECT_07071995	30
439.8053	1	12	1	474.9	1	1	2	KECT_07071995	30
442.0436	1	12	2	828.6	1	0	3	KECT_07071995	30
444.8456	1	12	3	554.6	1	1	4	KECT_07071995	30
446.8021	1	11	3	542.1	1	1	1	KECT_07071995	30
449.173	1	11	1	403.2	1	1	2	KECT_07071995	30
451.4776	1	11	2	434.6	1	1	3	KECT_07071995	30
455.3573	1	11	3	578.9	1	1	4	KECT_07071995	30
457.8609	1	11	3	403.3	1	1	5	KECT_07071995	30
459.7676	1	11	3	352.6	1	1	6	KECT_07071995	30
462.0556	1	12	3	720.6	1	1	1	KECT_07071995	30
465.3053	1	12	1	758.9	1	1	2	KECT_07071995	30
467.6597	1	12	3	700.5	1	1	3	KECT_07071995	30
470.213	1	12	3	659.2	1	1	4	KECT_07071995	30
472.1528	1	12	1	711.4	1	1	5	KECT_07071995	30
13.6008	1	11	3	1194.6	1	0	1	KGUR_28072004	31
15.7561	1	11	3	823.3	1	1	2	KGUR_28072004	31
17.7789	1	11	3	624.4	1	1	3	KGUR_28072004	31
20.0504	1	11	1	673	1	1	4	KGUR_28072004	31
22.67	1	11	1	493.4	1	1	5	KGUR_28072004	31
26.4834	1	11	3	592	1	1	6	KGUR_28072004	31
29.3517	1	12	2	1011.7	1	0	1	KGUR_28072004	31
32.0709	1	12	2	1356.5	1	0	2	KGUR_28072004	31
35.3869	1	12	2	616.5	1	0	3	KGUR_28072004	31
38.62	1	11	2	1087.4	1	0	1	KGUR_28072004	31
41.1567	1	11	2	742.7	1	1	2	KGUR_28072004	31
43.1463	1	11	1	801.1	1	1	3	KGUR_28072004	31
46.5452	1	11	3	826.2	1	1	4	KGUR_28072004	31
49.5793	1	11	2	808.1	1	1	5	KGUR_28072004	31
53.0943	1	12	2	1045.1	1	0	1	KGUR_28072004	31
55.8963	1	12	2	1835.2	1	0	2	KGUR_28072004	31
58.6983	1	12	2	1785.1	1	0	3	KGUR_28072004	31
61.3345	1	12	3	845	1	1	4	KGUR_28072004	31
63.9376	1	11	2	857.8	1	0	1	KGUR_28072004	31
67.0381	1	11	3	653.4	1	1	2	KGUR_28072004	31
69.9893	1	11	2	1078.2	1	0	3	KGUR_28072004	31
72.5095	1	11	1	662	1	1	4	KGUR_28072004	31
74.7312	1	11	1	800.3	1	1	5	KGUR_28072004	31
76.7373	1	11	2	802.2	1	1	6	KGUR_28072004	31
80.501	1	11	2	614.5	1	1	7	KGUR_28072004	31
84.0657	1	11	1	641.8	1	1	8	KGUR_28072004	31
87.0501	1	12	2	1257.4	1	0	1	KGUR_28072004	31
89.1392	1	12	2	1232.3	1	0	2	KGUR_28072004	31
91.0293	1	12	2	782.2	1	1	3	KGUR_28072004	31
94.279	1	12	2	628.5	1	1	4	KGUR_28072004	31
96.3349	1	12	1	1084.6	1	0	5	KGUR_28072004	31
100.0322	1	12	1	979.3	1	0	6	KGUR_28072004	31
103.4146	1	12	2	1180.9	1	0	7	KGUR_28072004	31
106.1337	1	11	3	637.8	1	1	1	KGUR_28072004	31
109.8642	1	11	3	747.4	1	1	2	KGUR_28072004	31
112.0693	1	11	3	630.2	1	1	3	KGUR_28072004	31
114.805	1	11	2	598.5	1	1	4	KGUR_28072004	31
117.2423	1	11	3	593.3	1	1	5	KGUR_28072004	31
120.8401	1	11	1	595.5	1	1	6	KGUR_28072004	31
123.9572	1	11	2	590.4	1	1	7	KGUR_28072004	31
127.3063	1	11	2	593.3	1	1	8	KGUR_28072004	31
129.9094	1	12	2	1230.2	1	0	1	KGUR_28072004	31
132.5953	1	12	3	1904.3	1	0	2	KGUR_28072004	31
135.9279	1	12	2	1115.7	1	0	3	KGUR_28072004	31
139.3434	1	11	1	548.2	1	1	1	KGUR_28072004	31
142.8749	1	11	3	576.7	1	1	2	KGUR_28072004	31
145.6604	1	11	1	527.2	1	1	3	KGUR_28072004	31
148.794	1	11	2	825.6	1	1	4	KGUR_28072004	31
151.5131	1	11	1	530.5	1	1	5	KGUR_28072004	31
154.2654	1	11	1	594.2	1	1	6	KGUR_28072004	31
156.3047	1	11	3	554.9	1	1	7	KGUR_28072004	31
158.4104	1	12	2	1137.3	1	0	1	KGUR_28072004	31
160.5326	1	12	1	1263	1	0	2	KGUR_28072004	31
163.5833	1	12	3	1604.4	1	0	3	KGUR_28072004	31
166.0538	1	12	3	757.8	1	1	4	KGUR_28072004	31
169.7677	1	12	2	932	1	0	5	KGUR_28072004	31
172.8018	1	12	1	1609.9	1	0	6	KGUR_28072004	31
174.808	1	11	2	947.7	1	0	1	KGUR_28072004	31
177.1623	1	11	2	569.4	1	1	2	KGUR_28072004	31
179.4504	1	11	1	553.3	1	1	3	KGUR_28072004	31
181.9374	1	11	2	722.3	1	1	4	KGUR_28072004	31
184.2586	1	12	2	1441.1	1	0	1	KGUR_28072004	31
187.0274	1	12	1	2184.3	1	0	2	KGUR_28072004	31
189.846	1	12	3	2381.7	1	0	3	KGUR_28072004	31
192.2501	1	12	-99	-99	1	0	4	KGUR_28072004	31
195.4003	1	12	2	1395.4	1	0	5	KGUR_28072004	31
197.821	1	11	1	558.7	1	1	1	KGUR_28072004	31
199.8603	1	11	3	631.4	1	1	2	KGUR_28072004	31
203.0106	1	11	3	721.1	1	1	3	KGUR_28072004	31
205.7297	1	12	2	1130.1	1	0	1	KGUR_28072004	31
208.6312	1	12	2	1660.5	1	0	2	KGUR_28072004	31
210.5876	1	12	2	1224.2	1	0	3	KGUR_28072004	31
212.6435	1	12	3	1712.2	1	0	4	KGUR_28072004	31
214.7492	1	12	2	998.5	1	0	5	KGUR_28072004	31
217.518	1	12	2	773.7	1	1	6	KGUR_28072004	31
221.3314	1	12	3	968.4	1	0	7	KGUR_28072004	31
224.9625	1	11	2	705.3	1	1	1	KGUR_28072004	31
227.4163	1	11	3	651.5	1	1	2	KGUR_28072004	31
