onset	duration	value	response	rt	good	acu	seq	subID	subN
350.0419	1	11	2	448.7	1	1	7	AVOL_02092003	3
352.7278	1	12	2	690.9	1	1	1	AVOL_02092003	3
355.4635	1	12	2	587.1	1	1	2	AVOL_02092003	3
358.2324	1	12	1	634.3	1	1	3	AVOL_02092003	3
361.1007	1	11	2	518	1	1	1	AVOL_02092003	3
363.8862	1	11	1	492.5	1	1	2	AVOL_02092003	3
366.0084	1	11	1	498.2	1	1	3	AVOL_02092003	3
368.2965	1	11	3	498.2	1	1	4	AVOL_02092003	3
371.2974	1	11	2	481.3	1	1	5	AVOL_02092003	3
374	1	11	3	482.7	1	1	6	AVOL_02092003	3
376.1554	1	12	2	1015.3	1	0	1	AVOL_02092003	3
378.0952	1	12	3	1099.5	1	0	2	AVOL_02092003	3
380.8475	1	12	3	795.2	1	1	3	AVOL_02092003	3
383.119	1	12	1	747.7	1	1	4	AVOL_02092003	3
386.75	1	12	2	740.7	1	1	5	AVOL_02092003	3
389.2867	1	12	3	628	1	1	6	AVOL_02092003	3
391.409	1	12	2	713.7	1	1	7	AVOL_02092003	3
393.3157	1	12	1	719	1	1	8	AVOL_02092003	3
396.5322	1	11	3	462.5	1	1	1	AVOL_02092003	3
400.0803	1	11	2	498.4	1	1	2	AVOL_02092003	3
402.4678	1	11	2	599	1	1	3	AVOL_02092003	3
405.2864	1	11	1	468.3	1	1	4	AVOL_02092003	3
408.2045	1	11	2	438.2	1	1	5	AVOL_02092003	3
411.8189	1	11	3	407.9	1	1	6	AVOL_02092003	3
414.8365	1	11	3	414.2	1	1	7	AVOL_02092003	3
417.7877	1	12	3	567.1	1	1	1	AVOL_02092003	3
421.1866	1	12	1	632.2	1	1	2	AVOL_02092003	3
424.7845	1	12	1	690.3	1	1	3	AVOL_02092003	3
426.6746	1	11	3	440.2	1	1	1	AVOL_02092003	3
429.8248	1	11	2	522	1	1	2	AVOL_02092003	3
433.5719	1	11	3	414.9	1	1	3	AVOL_02092003	3
436.4568	1	11	3	386	1	1	4	AVOL_02092003	3
439.0267	1	11	2	448.1	1	1	5	AVOL_02092003	3
441.6132	1	11	3	469.6	1	1	6	AVOL_02092003	3
445.3934	1	12	1	521.4	1	1	1	AVOL_02092003	3
448.3115	1	12	3	795.3	1	1	2	AVOL_02092003	3
450.4669	1	12	1	863.9	1	0	3	AVOL_02092003	3
452.8875	1	12	1	1179.3	1	0	4	AVOL_02092003	3
456.303	1	12	1	803.8	1	1	5	AVOL_02092003	3
458.1931	1	11	3	537.7	1	1	1	AVOL_02092003	3
460.2822	1	11	2	736.6	1	1	2	AVOL_02092003	3
462.1724	1	11	3	590.5	1	1	3	AVOL_02092003	3
465.6873	1	11	2	483.6	1	1	4	AVOL_02092003	3
467.594	1	12	2	1000.9	1	0	1	AVOL_02092003	3
470.5452	1	12	1	745.7	1	1	2	AVOL_02092003	3
473.9939	1	12	1	521	1	1	3	AVOL_02092003	3
477.857	1	12	2	801.9	1	1	4	AVOL_02092003	3
480.8248	1	12	1	626.1	1	1	5	AVOL_02092003	3
484.1906	1	12	1	1028.3	1	0	6	AVOL_02092003	3
486.346	1	12	3	960.8	1	0	7	AVOL_02092003	3
488.3356	1	12	2	995.3	1	0	8	AVOL_02092003	3
14.7945	1	11	1	788.8	1	1	1	B_FE_24011989	4
17.5302	1	11	3	445.1	1	1	2	B_FE_24011989	4
21.1777	1	11	1	389.6	1	1	3	B_FE_24011989	4
23.1839	1	11	3	383.4	1	1	4	B_FE_24011989	4
26.8812	1	12	3	630.1	1	1	1	B_FE_24011989	4
29.4511	1	12	2	844.2	1	1	2	B_FE_24011989	4
32.3858	1	12	3	565.5	1	1	3	B_FE_24011989	4
34.4251	1	12	3	766.2	1	1	4	B_FE_24011989	4
36.3318	1	12	3	555.4	1	1	5	B_FE_24011989	4
38.5535	1	12	1	645.8	1	1	6	B_FE_24011989	4
41.4218	1	11	2	505.4	1	1	1	B_FE_24011989	4
44.688	1	11	1	415.2	1	1	2	B_FE_24011989	4
48.1035	1	11	3	367.8	1	1	3	B_FE_24011989	4
50.3418	1	11	3	369.4	1	1	4	B_FE_24011989	4
53.8236	1	11	1	383.6	1	1	5	B_FE_24011989	4
56.0287	1	11	2	442.5	1	1	6	B_FE_24011989	4
58.8307	1	11	1	384.5	1	1	7	B_FE_24011989	4
62.1467	1	11	3	372.5	1	1	8	B_FE_24011989	4
65.3798	1	12	3	643.4	1	1	1	B_FE_24011989	4
68.8284	1	12	2	1090.8	1	0	2	B_FE_24011989	4
72.6584	1	12	2	636.8	1	1	3	B_FE_24011989	4
76.4386	1	12	3	624.5	1	1	4	B_FE_24011989	4
79.8375	1	12	3	489.6	1	1	5	B_FE_24011989	4
81.9431	1	12	3	552	1	1	6	B_FE_24011989	4
83.8498	1	12	1	989.3	1	0	7	B_FE_24011989	4
87.1989	1	11	2	584.2	1	1	1	B_FE_24011989	4
89.6528	1	11	3	442.3	1	1	2	B_FE_24011989	4
92.1895	1	11	1	409.6	1	1	3	B_FE_24011989	4
94.3449	1	12	3	494.2	1	1	1	B_FE_24011989	4
97.0972	1	12	3	493.9	1	1	2	B_FE_24011989	4
99.7499	1	12	2	521.2	1	1	3	B_FE_24011989	4
103.5302	1	12	3	572.9	1	1	4	B_FE_24011989	4
106.498	1	12	2	853	1	0	5	B_FE_24011989	4
108.471	1	11	2	456.1	1	1	1	B_FE_24011989	4
110.7259	1	11	3	385.2	1	1	2	B_FE_24011989	4
114.6056	1	11	1	433.4	1	1	3	B_FE_24011989	4
117.6894	1	11	2	509.6	1	1	4	B_FE_24011989	4
121.4862	1	11	2	552.8	1	1	5	B_FE_24011989	4
124.4209	1	12	1	706.1	1	1	1	B_FE_24011989	4
128.0021	1	12	3	580.9	1	1	2	B_FE_24011989	4
131.3513	1	12	3	575.7	1	1	3	B_FE_24011989	4
133.2414	1	12	1	637.6	1	1	4	B_FE_24011989	4
136.4413	1	11	2	453.7	1	1	1	B_FE_24011989	4
139.7241	1	11	3	458.9	1	1	2	B_FE_24011989	4
143.2225	1	11	2	440.5	1	1	3	B_FE_24011989	4
145.7261	1	12	1	640.9	1	1	1	B_FE_24011989	4
149.2742	1	12	3	572.8	1	1	2	B_FE_24011989	4
151.8772	1	12	3	449.8	1	1	3	B_FE_24011989	4
154.5466	1	12	2	724.3	1	1	4	B_FE_24011989	4
156.4864	1	12	2	824.5	1	1	5	B_FE_24011989	4
159.9516	1	12	3	679.3	1	1	6	B_FE_24011989	4
162.4552	1	12	3	567.8	1	1	7	B_FE_24011989	4
165.3898	1	11	2	457.1	1	1	1	B_FE_24011989	4
168.3079	1	11	2	483	1	1	2	B_FE_24011989	4
171.9057	1	11	1	621.2	1	1	3	B_FE_24011989	4
174.2269	1	11	1	444	1	1	4	B_FE_24011989	4
176.4652	1	11	1	397.7	1	1	5	B_FE_24011989	4
178.3553	1	11	1	467.6	1	1	6	B_FE_24011989	4
180.8257	1	12	3	765.2	1	1	1	B_FE_24011989	4
183.1967	1	12	2	674.2	1	1	2	B_FE_24011989	4
185.7665	1	12	2	872.4	1	0	3	B_FE_24011989	4
188.8836	1	12	3	507.3	1	1	4	B_FE_24011989	4
190.9395	1	12	3	395.4	1	1	5	B_FE_24011989	4
192.8462	1	12	2	608.7	1	1	6	B_FE_24011989	4
196.1787	1	12	1	580.1	1	1	7	B_FE_24011989	4
199.6937	1	12	2	545.1	1	1	8	B_FE_24011989	4
201.8491	1	11	3	437.7	1	1	1	B_FE_24011989	4
205.1319	1	11	3	394.9	1	1	2	B_FE_24011989	4
208.9287	1	11	3	462.1	1	1	3	B_FE_24011989	4
212.0291	1	11	1	385.7	1	1	4	B_FE_24011989	4
214.0685	1	11	2	394.3	1	1	5	B_FE_24011989	4
217.8321	1	12	1	1182.7	1	0	1	B_FE_24011989	4
221.6455	1	12	1	553.3	1	1	2	B_FE_24011989	4
224.8122	1	12	1	466.6	1	1	3	B_FE_24011989	4
227.2329	1	11	1	429.8	1	1	1	B_FE_24011989	4
229.6536	1	11	2	417.2	1	1	2	B_FE_24011989	4
231.6432	1	11	3	419.5	1	1	3	B_FE_24011989	4
234.3457	1	11	3	445	1	1	4	B_FE_24011989	4
237.0648	1	11	3	445.9	1	1	5	B_FE_24011989	4
239.3362	1	11	1	454.5	1	1	6	B_FE_24011989	4
242.5859	1	11	1	356.9	1	1	7	B_FE_24011989	4
245.6366	1	12	2	514.1	1	0	1	B_FE_24011989	4
247.593	1	12	3	661.7	1	1	2	B_FE_24011989	4
250.2458	1	12	3	592.9	1	1	3	B_FE_24011989	4
252.5836	1	12	2	567.1	1	1	4	B_FE_24011989	4
255.2032	1	11	3	371.5	1	1	1	B_FE_24011989	4
258.9171	1	11	3	353.6	1	1	2	B_FE_24011989	4
261.6528	1	11	1	417.9	1	1	3	B_FE_24011989	4
264.6869	1	11	1	383.8	1	1	4	B_FE_24011989	4
267.3397	1	11	1	443	1	1	5	B_FE_24011989	4
269.578	1	11	1	396.7	1	1	6	B_FE_24011989	4
271.9987	1	12	3	432	1	0	1	B_FE_24011989	4
274.5354	1	12	-99	-99	1	0	2	B_FE_24011989	4
276.9561	1	12	2	858.5	1	0	3	B_FE_24011989	4
279.8078	1	12	1	1262.9	1	0	4	B_FE_24011989	4
282.3611	1	12	1	997.5	1	0	5	B_FE_24011989	4
285.5611	1	12	3	621.5	1	1	6	B_FE_24011989	4
288.9268	1	12	2	503.8	1	0	7	B_FE_24011989	4
291.0822	1	12	1	532.4	1	1	8	B_FE_24011989	4
294.3816	1	11	1	409	1	1	1	B_FE_24011989	4
298.0789	1	11	2	471.7	1	1	2	B_FE_24011989	4
301.2291	1	11	3	385.5	1	1	3	B_FE_24011989	4
303.5834	1	11	1	415.1	1	1	4	B_FE_24011989	4
305.6062	1	11	1	416.3	1	1	5	B_FE_24011989	4
307.7118	1	12	2	550.8	1	1	1	B_FE_24011989	4
311.3594	1	12	3	639.1	1	1	2	B_FE_24011989	4
314.808	1	12	3	702.5	1	1	3	B_FE_24011989	4
318.0245	1	12	3	510	1	1	4	B_FE_24011989	4
320.7934	1	12	3	413.1	1	0	5	B_FE_24011989	4
324.043	1	12	1	627.5	1	1	6	B_FE_24011989	4
327.5248	1	12	3	801.7	1	1	7	B_FE_24011989	4
330.8574	1	12	2	557.1	1	1	8	B_FE_24011989	4
334.1402	1	11	1	378.3	1	1	1	B_FE_24011989	4
336.1132	1	11	3	445.3	1	1	2	B_FE_24011989	4
338.1857	1	11	3	428.8	1	1	3	B_FE_24011989	4
340.8385	1	11	1	504	1	1	4	B_FE_24011989	4
343.4747	1	11	2	395.8	1	1	5	B_FE_24011989	4
347.0394	1	11	2	455.1	1	1	6	B_FE_24011989	4
350.2227	1	11	1	423.7	1	1	7	B_FE_24011989	4
353.7874	1	12	3	699.1	1	1	1	B_FE_24011989	4
357.4516	1	12	2	754.9	1	1	2	B_FE_24011989	4
360.0712	1	12	3	895.3	1	0	3	B_FE_24011989	4
362.4587	1	12	1	499.7	1	1	4	B_FE_24011989	4
365.5923	1	11	3	470.1	1	1	1	B_FE_24011989	4
367.7311	1	11	1	427.3	1	1	2	B_FE_24011989	4
371.5113	1	11	1	399.1	1	1	3	B_FE_24011989	4
373.932	1	12	3	594.4	1	1	1	B_FE_24011989	4
376.1869	1	12	3	763.5	1	1	2	B_FE_24011989	4
378.8562	1	12	1	550.2	1	1	3	B_FE_24011989	4
381.7577	1	12	3	640.7	1	1	4	B_FE_24011989	4
384.6095	1	12	3	556.9	1	1	5	B_FE_24011989	4
387.8923	1	12	1	562.1	1	1	6	B_FE_24011989	4
390.8103	1	11	1	452.1	1	1	1	B_FE_24011989	4
392.7005	1	11	3	521.9	1	1	2	B_FE_24011989	4
394.9553	1	11	3	451	1	1	3	B_FE_24011989	4
398.6526	1	11	3	385.7	1	1	4	B_FE_24011989	4
400.8246	1	11	2	493.7	1	1	5	B_FE_24011989	4
404.2566	1	12	1	525.7	1	1	1	B_FE_24011989	4
407.3571	1	12	2	697.2	1	1	2	B_FE_24011989	4
411.1539	1	12	1	1076.4	1	0	3	B_FE_24011989	4
413.558	1	11	3	544.3	1	1	1	B_FE_24011989	4
415.6471	1	11	1	455.2	1	1	2	B_FE_24011989	4
418.9796	1	11	3	402.6	1	1	3	B_FE_24011989	4
421.765	1	11	2	441.3	1	1	4	B_FE_24011989	4
425.5618	1	11	1	372.5	1	1	5	B_FE_24011989	4
428.5297	1	11	1	388.6	1	1	6	B_FE_24011989	4
431.5969	1	12	2	553.4	1	0	1	B_FE_24011989	4
434.8134	1	12	2	720.8	1	1	2	B_FE_24011989	4
437.1346	1	12	2	767.7	1	1	3	B_FE_24011989	4
440.3511	1	12	2	599.2	1	1	4	B_FE_24011989	4
444.0153	1	11	2	447	1	1	1	B_FE_24011989	4
446.7012	1	11	3	473	1	1	2	B_FE_24011989	4
449.553	1	11	2	397.2	1	1	3	B_FE_24011989	4
452.8524	1	11	3	465.8	1	1	4	B_FE_24011989	4
455.8865	1	11	2	463.7	1	1	5	B_FE_24011989	4
458.3072	1	11	1	371	1	1	6	B_FE_24011989	4
460.2802	1	11	2	398	1	1	7	B_FE_24011989	4
463.9941	1	11	2	380.1	1	1	8	B_FE_24011989	4
467.5753	1	12	3	494.9	1	1	1	B_FE_24011989	4
470.5929	1	12	1	725.3	1	1	2	B_FE_24011989	4
473.6767	1	12	3	633.4	1	1	3	B_FE_24011989	4
477.5564	1	12	2	601.8	1	1	4	B_FE_24011989	4
480.5574	1	12	2	760.7	1	0	5	B_FE_24011989	4
484.006	1	12	2	736.1	1	1	6	B_FE_24011989	4
487.6702	1	12	3	447.9	1	1	7	B_FE_24011989	4
15.7891	1	11	1	670.4	1	1	1	BAHA_27122000	5
19.1051	1	11	1	482.4	1	1	2	BAHA_27122000	5
22.5703	1	11	2	361.2	1	1	3	BAHA_27122000	5
25.2065	1	11	3	389	1	1	4	BAHA_27122000	5
28.5888	1	12	1	950.7	1	0	1	BAHA_27122000	5
30.8437	1	12	2	871.8	1	0	2	BAHA_27122000	5
34.4913	1	12	2	1328.2	1	0	3	BAHA_27122000	5
36.5306	1	12	3	856.8	1	0	4	BAHA_27122000	5
38.5699	1	12	1	873.6	1	0	5	BAHA_27122000	5
41.0569	1	12	2	762.6	1	1	6	BAHA_27122000	5
44.3066	1	12	1	752.8	1	1	7	BAHA_27122000	5
46.4288	1	12	1	814.6	1	1	8	BAHA_27122000	5
49.5956	1	11	1	519.8	1	1	1	BAHA_27122000	5
52.8287	1	11	3	414.7	1	1	2	BAHA_27122000	5
54.9841	1	11	3	451.3	1	1	3	BAHA_27122000	5
58.2503	1	11	3	609.1	1	1	4	BAHA_27122000	5
60.8534	1	11	2	502	1	1	5	BAHA_27122000	5
63.6885	1	11	1	450.9	1	1	6	BAHA_27122000	5
67.1537	1	11	3	425.7	1	1	7	BAHA_27122000	5
70.3371	1	12	2	610.3	1	1	1	BAHA_27122000	5
73.9846	1	12	1	698.8	1	1	2	BAHA_27122000	5
76.6374	1	12	2	1342	1	0	3	BAHA_27122000	5
79.0913	1	12	1	792.1	1	1	4	BAHA_27122000	5
81.5617	1	12	1	521.7	1	1	5	BAHA_27122000	5
84.6124	1	12	1	430.9	1	0	6	BAHA_27122000	5
88.3097	1	11	1	485.6	1	1	1	BAHA_27122000	5
90.5977	1	11	1	373.6	1	1	2	BAHA_27122000	5
93.3666	1	11	1	396.7	1	1	3	BAHA_27122000	5
96.5665	1	12	2	564.8	1	1	1	BAHA_27122000	5
98.6887	1	12	1	762.6	1	1	2	BAHA_27122000	5
101.3912	1	12	2	508.1	1	1	3	BAHA_27122000	5
103.3311	1	12	1	840.2	1	1	4	BAHA_27122000	5
105.5362	1	12	2	571.1	1	0	5	BAHA_27122000	5
108.902	1	11	2	701.3	1	1	1	BAHA_27122000	5
112.0687	1	11	1	454.6	1	1	2	BAHA_27122000	5
115.5008	1	11	1	366.5	1	1	3	BAHA_27122000	5
117.6064	1	11	2	460.9	1	0	4	BAHA_27122000	5
119.6955	1	11	1	803.8	1	1	5	BAHA_27122000	5
122.2654	1	11	2	465.9	1	1	6	BAHA_27122000	5
124.4539	1	12	1	701.4	1	1	1	BAHA_27122000	5
126.8083	1	12	2	930.9	1	0	2	BAHA_27122000	5
130.0911	1	12	2	456.2	1	1	3	BAHA_27122000	5
132.8931	1	12	3	974.1	1	0	4	BAHA_27122000	5
135.3635	1	12	2	1079.8	1	0	5	BAHA_27122000	5
138.2152	1	12	3	924	1	0	6	BAHA_27122000	5
140.3872	1	12	2	936	1	0	7	BAHA_27122000	5
143.3384	1	12	2	1408.8	1	0	8	BAHA_27122000	5
145.3778	1	11	1	697.4	1	1	1	BAHA_27122000	5
149.0585	1	11	3	760.7	1	1	2	BAHA_27122000	5
151.8108	1	11	3	664.4	1	1	3	BAHA_27122000	5
153.8335	1	11	1	585.7	1	1	4	BAHA_27122000	5
155.8729	1	11	2	818.3	1	1	5	BAHA_27122000	5
158.2106	1	12	2	1144.6	1	0	1	BAHA_27122000	5
161.6427	1	12	3	1112.5	1	0	2	BAHA_27122000	5
165.2405	1	12	1	938.7	1	0	3	BAHA_27122000	5
167.3627	1	11	1	920.5	1	0	1	BAHA_27122000	5
169.7005	1	11	1	334.7	1	1	2	BAHA_27122000	5
173.3481	1	11	2	519	1	1	3	BAHA_27122000	5
176.0837	1	11	1	511.4	1	1	4	BAHA_27122000	5
179.7313	1	12	3	807.8	1	1	1	BAHA_27122000	5
182.6826	1	12	1	848.5	1	0	2	BAHA_27122000	5
185.3188	1	12	1	796.3	1	0	3	BAHA_27122000	5
188.8172	1	12	3	785.9	1	1	4	BAHA_27122000	5
191.47	1	12	3	1213.1	1	0	5	BAHA_27122000	5
194.4875	1	12	3	723.6	1	1	6	BAHA_27122000	5
197.5879	1	12	3	439.2	1	1	7	BAHA_27122000	5
200.2241	1	11	2	627	1	1	1	BAHA_27122000	5
202.1143	1	11	3	608.8	1	1	2	BAHA_27122000	5
205.8945	1	11	3	628.5	1	0	3	BAHA_27122000	5
209.2602	1	11	1	646.9	1	1	4	BAHA_27122000	5
212.3772	1	11	3	609.9	1	1	5	BAHA_27122000	5
216.2072	1	12	1	731.8	1	1	1	BAHA_27122000	5
218.1305	1	12	1	1104.6	1	0	2	BAHA_27122000	5
221.9272	1	12	1	1003.9	1	0	3	BAHA_27122000	5
224.9116	1	12	3	923.4	1	0	4	BAHA_27122000	5
228.5261	1	12	2	1292.9	1	0	5	BAHA_27122000	5
231.8255	1	12	3	1281.5	1	0	6	BAHA_27122000	5
234.6772	1	12	3	1077.8	1	0	7	BAHA_27122000	5
236.5673	1	11	3	1059.7	1	0	1	BAHA_27122000	5
239.1372	1	11	2	489.8	1	1	2	BAHA_27122000	5
242.4366	1	11	1	558.4	1	0	3	BAHA_27122000	5
244.9899	1	11	3	493.1	1	1	4	BAHA_27122000	5
248.5049	1	11	1	530.1	1	1	5	BAHA_27122000	5
251.2074	1	11	1	475.6	1	1	6	BAHA_27122000	5
254.0591	1	11	3	511.9	1	1	7	BAHA_27122000	5
256.8114	1	11	1	447.5	1	1	8	BAHA_27122000	5
258.917	1	12	3	1470	1	0	1	BAHA_27122000	5
262.6475	1	12	2	1347.5	1	0	2	BAHA_27122000	5
265.1179	1	12	2	1989	1	0	3	BAHA_27122000	5
268.7324	1	12	2	1310.5	1	0	4	BAHA_27122000	5
272.1478	1	12	2	1295.1	1	0	5	BAHA_27122000	5
274.8669	1	12	3	752	1	1	6	BAHA_27122000	5
277.1052	1	11	1	521.7	1	1	1	BAHA_27122000	5
280.4709	1	11	1	508	1	1	2	BAHA_27122000	5
282.7755	1	11	3	411.4	1	1	3	BAHA_27122000	5
286.2242	1	11	3	642.7	1	1	4	BAHA_27122000	5
289.2085	1	12	1	1202.4	1	0	1	BAHA_27122000	5
291.281	1	12	3	1257.9	1	0	2	BAHA_27122000	5
293.9007	1	12	3	1150.2	1	0	3	BAHA_27122000	5
297.2996	1	11	2	687.3	1	1	1	BAHA_27122000	5
299.9192	1	11	2	355.7	1	1	2	BAHA_27122000	5
302.9201	1	11	2	274.8	1	1	3	BAHA_27122000	5
304.9926	1	11	3	506.2	1	1	4	BAHA_27122000	5
306.9491	1	11	3	421.7	1	1	5	BAHA_27122000	5
310.5137	1	11	3	385.1	1	1	6	BAHA_27122000	5
313.4981	1	11	1	440.7	1	1	7	BAHA_27122000	5
315.438	1	11	1	388.8	1	1	8	BAHA_27122000	5
317.8255	1	12	1	617.3	1	1	1	BAHA_27122000	5
321.6057	1	12	2	1061.1	1	0	2	BAHA_27122000	5
325.187	1	12	1	863.8	1	0	3	BAHA_27122000	5
328.3703	1	12	3	1696.5	1	0	4	BAHA_27122000	5
331.8686	1	12	2	870.2	1	0	5	BAHA_27122000	5
334.1733	1	12	2	573.5	1	1	6	BAHA_27122000	5
336.2126	1	12	1	934.2	1	0	7	BAHA_27122000	5
339.827	1	11	1	591.8	1	1	1	BAHA_27122000	5
342.944	1	11	1	410.8	1	1	2	BAHA_27122000	5
345.5305	1	11	1	384.3	1	1	3	BAHA_27122000	5
348.747	1	11	1	343.8	1	1	4	BAHA_27122000	5
351.7977	1	12	1	1109.1	1	0	1	BAHA_27122000	5
354.9811	1	12	3	909.6	1	0	2	BAHA_27122000	5
357.7831	1	12	3	1235.7	1	0	3	BAHA_27122000	5
360.3198	1	12	1	786.9	1	1	4	BAHA_27122000	5
363.1716	1	12	1	471.1	1	0	5	BAHA_27122000	5
366.6533	1	11	1	461.4	1	1	1	BAHA_27122000	5
369.704	1	11	3	450.7	1	1	2	BAHA_27122000	5
371.7765	1	11	3	330.2	1	1	3	BAHA_27122000	5
375.4573	1	11	3	337.4	1	1	4	BAHA_27122000	5
378.9556	1	11	1	567.1	1	1	5	BAHA_27122000	5
380.8955	1	11	3	539.2	1	1	6	BAHA_27122000	5
384.7255	1	12	3	1557.2	1	0	1	BAHA_27122000	5
388.2072	1	12	3	523.5	1	0	2	BAHA_27122000	5
391.6061	1	12	3	1028.6	1	0	3	BAHA_27122000	5
393.7449	1	11	2	865.8	1	0	1	BAHA_27122000	5
397.4422	1	11	1	512.4	1	1	2	BAHA_27122000	5
401.0567	1	11	3	425.9	1	1	3	BAHA_27122000	5
403.3613	1	11	1	497.3	1	1	4	BAHA_27122000	5
405.898	1	11	1	448.6	1	1	5	BAHA_27122000	5
408.2523	1	11	1	470.3	1	1	6	BAHA_27122000	5
411.8668	1	12	2	831.8	1	1	1	BAHA_27122000	5
414.3869	1	12	3	1231.7	1	0	2	BAHA_27122000	5
417.4542	1	12	3	1092.4	1	0	3	BAHA_27122000	5
420.7702	1	11	2	600.4	1	1	1	BAHA_27122000	5
423.9701	1	11	2	424.5	1	1	2	BAHA_27122000	5
426.54	1	11	3	446.6	1	1	3	BAHA_27122000	5
428.8612	1	11	1	389.4	1	1	4	BAHA_27122000	5
431.7627	1	11	3	447.9	1	1	5	BAHA_27122000	5
434.3326	1	11	2	454	1	1	6	BAHA_27122000	5
436.6537	1	11	3	404.8	1	1	7	BAHA_27122000	5
439.8205	1	12	1	542	1	1	1	BAHA_27122000	5
442.0256	1	12	2	504.9	1	0	2	BAHA_27122000	5
445.1758	1	12	2	922.7	1	0	3	BAHA_27122000	5
448.6245	1	12	3	538	1	0	4	BAHA_27122000	5
451.4264	1	11	1	480.1	1	1	1	BAHA_27122000	5
455.1901	1	11	2	300.4	1	1	2	BAHA_27122000	5
457.7931	1	11	2	577.4	1	1	3	BAHA_27122000	5
461.507	1	11	3	415.5	1	1	4	BAHA_27122000	5
464.2096	1	11	1	648.9	1	1	5	BAHA_27122000	5
466.1494	1	11	1	589.1	1	1	6	BAHA_27122000	5
469.3825	1	11	2	508	1	1	7	BAHA_27122000	5
471.8032	1	11	2	431.3	1	1	8	BAHA_27122000	5
475.3015	1	12	1	589	1	1	1	BAHA_27122000	5
477.9046	1	12	3	385.8	1	0	2	BAHA_27122000	5
480.9553	1	12	2	487.1	1	0	3	BAHA_27122000	5
484.6029	1	12	2	895.5	1	0	4	BAHA_27122000	5
488.0349	1	12	1	1535.6	1	0	5	BAHA_27122000	5
2.3264	1	11	1	471.2	1	1	1	BCCN_26051999	6
5.8911	1	11	3	610.5	1	1	2	BCCN_26051999	6
7.8144	1	11	1	375.2	1	1	3	BCCN_26051999	6
10.6495	1	11	2	364.1	1	1	4	BCCN_26051999	6
13.0039	1	11	3	545.7	1	1	5	BCCN_26051999	6
16.4359	1	12	2	489.7	1	0	1	BCCN_26051999	6
19.9343	1	12	2	743.3	1	1	2	BCCN_26051999	6
22.3052	1	12	1	596.4	1	1	3	BCCN_26051999	6
25.5549	1	11	2	738.7	1	1	1	BCCN_26051999	6
28.0087	1	11	1	404.9	1	1	2	BCCN_26051999	6
31.3579	1	11	2	407.6	1	1	3	BCCN_26051999	6
35.2376	1	11	1	352	1	1	4	BCCN_26051999	6
37.3764	1	11	1	421.2	1	1	5	BCCN_26051999	6
40.5929	1	11	2	412.7	1	1	6	BCCN_26051999	6
43.3949	1	11	1	378.7	1	1	7	BCCN_26051999	6
46.1472	1	11	3	498.4	1	1	8	BCCN_26051999	6
50.0104	1	12	1	827.2	1	1	1	BCCN_26051999	6
53.575	1	12	1	638.6	1	0	2	BCCN_26051999	6
57.0403	1	12	1	885.3	1	0	3	BCCN_26051999	6
60.9034	1	12	2	830.2	1	1	4	BCCN_26051999	6
64.6007	1	11	1	708.9	1	1	1	BCCN_26051999	6
67.6183	1	11	1	467.3	1	1	2	BCCN_26051999	6
70.2048	1	11	3	664.8	1	1	3	BCCN_26051999	6
72.9405	1	11	3	505.1	1	1	4	BCCN_26051999	6
75.6927	1	11	3	392.9	1	1	5	BCCN_26051999	6
78.1797	1	11	3	353.9	1	1	6	BCCN_26051999	6
81.446	1	12	3	1271.6	1	0	1	BCCN_26051999	6
83.8003	1	12	3	605.3	1	1	2	BCCN_26051999	6
86.2376	1	12	1	584	1	1	3	BCCN_26051999	6
89.3712	1	12	1	762.5	1	1	4	BCCN_26051999	6
91.709	1	12	2	1000.7	1	0	5	BCCN_26051999	6
95.0581	1	12	3	635.6	1	1	6	BCCN_26051999	6
97.4954	1	12	2	638.2	1	1	7	BCCN_26051999	6
100.5793	1	11	2	642.3	1	1	1	BCCN_26051999	6
102.9834	1	11	3	534.2	1	1	2	BCCN_26051999	6
106.6641	1	11	1	429.5	1	1	3	BCCN_26051999	6
109.1677	1	11	2	469.9	1	1	4	BCCN_26051999	6
111.3894	1	11	2	440.2	1	1	5	BCCN_26051999	6
114.2246	1	11	2	397	1	1	6	BCCN_26051999	6
116.181	1	11	3	528.6	1	1	7	BCCN_26051999	6
119.6296	1	11	2	384	1	1	8	BCCN_26051999	6
122.1664	1	12	1	527.2	1	1	1	BCCN_26051999	6
124.8855	1	12	2	800.2	1	1	2	BCCN_26051999	6
126.8917	1	12	2	866	1	0	3	BCCN_26051999	6
129.3455	1	12	1	668.2	1	1	4	BCCN_26051999	6
132.4625	1	11	2	511.1	1	1	1	BCCN_26051999	6
134.3858	1	11	1	435.9	1	1	2	BCCN_26051999	6
137.1547	1	11	1	387	1	1	3	BCCN_26051999	6
139.4924	1	11	3	497.2	1	1	4	BCCN_26051999	6
142.3608	1	11	3	436.8	1	1	5	BCCN_26051999	6
144.6488	1	12	1	916.8	1	0	1	BCCN_26051999	6
146.8042	1	12	2	1001.5	1	0	2	BCCN_26051999	6
149.9046	1	12	3	1149.1	1	0	3	BCCN_26051999	6
151.7948	1	12	1	898.9	1	0	4	BCCN_26051999	6
155.459	1	12	1	602.7	1	1	5	BCCN_26051999	6
158.4268	1	12	3	1130.9	1	0	6	BCCN_26051999	6
161.2122	1	11	2	585.5	1	1	1	BCCN_26051999	6
163.9976	1	11	3	680.1	1	1	2	BCCN_26051999	6
