"","onset","duration","value","response","rt","good","acu","seq","subN"
"1363",129.9422,1,12,1,382,1,1,3,9
"1364",132.9598,1,12,1,428.3,1,0,4,9
"1365",136.5079,1,12,2,456.2,1,1,5,9
"1366",139.111,1,12,-99,-99,1,0,6,9
"1367",142.7088,1,12,3,431.3,1,1,7,9
"1368",144.8808,1,12,-99,-99,1,0,8,9
"1369",148.4621,1,11,1,366,1,1,1,9
"1370",151.6122,1,11,3,360,1,1,2,9
"1371",154.5137,1,11,2,402.4,1,1,3,9
"1372",157.6308,1,12,1,445.3,1,1,1,9
"1373",161.3613,1,12,1,418.8,1,1,2,9
"1374",165.1249,1,12,2,463.2,1,0,3,9
"1375",168.8057,1,12,3,462.4,1,0,4,9
"1376",171.674,1,12,1,402.1,1,0,5,9
"1377",174.675,1,11,3,409.1,1,1,1,9
"1378",178.2065,1,11,1,349.6,1,1,2,9
"1379",180.2956,1,11,3,396.6,1,1,3,9
"1380",184.026,1,11,3,370.1,1,1,4,9
"1381",186.6457,1,11,1,366.4,1,1,5,9
"1382",188.6353,1,11,1,416.8,1,1,6,9
"1383",191.8352,1,12,3,512.9,1,1,1,9
"1384",194.1564,1,12,3,423.7,1,1,2,9
"1385",197.2403,1,12,2,499.8,1,0,3,9
"1386",199.4952,1,12,-99,-99,1,0,4,9
"1387",202.3801,1,11,2,336.1,1,1,1,9
"1388",205.3147,1,11,1,329.5,1,1,2,9
"1389",209.1613,1,11,2,402.8,1,1,3,9
"1390",211.5488,1,11,2,391.3,1,1,4,9
"1391",215.4119,1,11,1,416.2,1,1,5,9
"1392",218.3465,1,11,2,353.6,1,1,6,9
"1393",220.4025,1,11,-99,-99,1,0,7,9
"1394",223.6024,1,12,3,377.7,1,0,1,9
"1395",226.4707,1,12,1,533.4,1,0,2,9
"1396",229.3556,1,12,2,400.5,1,0,3,9
"1397",232.34,1,11,1,408.1,1,1,1,9
"1398",235.0923,1,11,3,319.8,1,1,2,9
"1399",237.8612,1,11,3,358.9,1,1,3,9
"1400",240.5139,1,11,1,306.2,1,1,4,9
"1401",243.117,1,12,2,383.1,1,0,1,9
"1402",246.7812,1,12,1,390.9,1,1,2,9
"1403",248.9365,1,12,1,699.6,1,1,3,9
"1404",251.2743,1,12,3,441.8,1,0,4,9
"1405",253.38,1,12,2,584.1,1,1,5,9
"1406",255.4193,1,12,2,464.8,1,0,6,9
"1407",257.326,1,11,3,358.2,1,1,1,9
"1408",259.4151,1,11,-99,-99,1,0,2,9
"1409",261.3218,1,11,1,370.3,1,1,3,9
"1410",264.1238,1,11,3,264.3,1,1,4,9
"1411",266.959,1,11,1,357.1,1,1,5,9
"1412",268.932,1,12,2,496.1,1,1,1,9
"1413",270.8387,1,12,1,485.4,1,0,2,9
"1414",273.707,1,12,3,489.1,1,1,3,9
"1415",277.0893,1,12,2,514.8,1,0,4,9
"1416",280.9027,1,12,-99,-99,1,0,5,9
"1417",284.6498,1,12,1,450.3,1,1,6,9
"1418",286.8549,1,12,2,501.2,1,1,7,9
"1419",289.3585,1,12,-99,-99,1,0,8,9
"1420",291.6797,1,11,3,348.4,1,1,1,9
"1421",293.7687,1,11,1,315.4,1,1,2,9
"1422",297.151,1,11,2,397.1,1,1,3,9
"1423",299.3728,1,11,1,367.3,1,1,4,9
"1424",302.1914,1,11,2,380.7,1,1,5,9
"1425",304.3799,1,11,2,376.2,1,1,6,9
"1426",307.5633,1,11,3,336.8,1,1,7,9
"1427",310.0005,1,11,2,355.6,1,1,8,9
"1428",313.7476,1,12,3,552.5,1,0,1,9
"1429",316.3175,1,12,2,358.6,1,0,2,9
"1430",319.0863,1,12,2,405.8,1,0,3,9
"1431",322.651,1,12,-99,-99,1,0,4,9
"1432",326.0831,1,12,2,489,1,0,5,9
"1433",328.1058,1,11,-99,-99,1,0,1,9
"1434",330.4436,1,11,3,352.5,1,1,2,9
"1435",334.2404,1,11,1,323.7,1,1,3,9
"1436",336.8932,1,12,2,582.9,1,0,1,9
"1437",339.7449,1,12,1,635.2,1,1,2,9
"1438",342.4972,1,12,-99,-99,1,0,3,9
"1439",344.7687,1,12,2,539.4,1,0,4,9
"1440",348.3333,1,12,3,430.8,1,0,5,9
"1441",351.7986,1,12,1,485.5,1,1,6,9
"1442",355.3467,1,11,3,337.4,1,1,1,9
"1443",358.845,1,11,2,463.1,1,1,2,9
"1444",362.36,1,11,1,364.1,1,1,3,9
"1445",365.5433,1,11,1,380.8,1,1,4,9
"1446",368.0801,1,11,1,324,1,1,5,9
"1447",370.3515,1,11,3,364.6,1,1,6,9
"1448",372.3245,1,11,1,367.6,1,1,7,9
"1449",375.8726,1,12,3,363.5,1,1,1,9
"1450",379.4208,1,12,1,407.2,1,0,2,9
"1451",383.002,1,12,2,466.1,1,1,3,9
"1452",386.7159,1,12,1,448.2,1,1,4,9
"1453",389.5843,1,11,3,483.8,1,1,1,9
"1454",391.607,1,11,2,541.1,1,1,2,9
"1455",394.6743,1,11,2,433.8,1,1,3,9
"1456",398.1727,1,11,2,399.4,1,1,4,9
"1457",401.1405,1,11,1,303.6,1,1,5,9
"1458",404.2078,1,11,2,372.3,1,1,6,9
"1459",406.4461,1,11,2,326,1,1,7,9
"1460",408.5186,1,12,2,549.5,1,1,1,9
"1461",412.3817,1,12,1,518.4,1,0,2,9
"1462",415.1505,1,12,-99,-99,1,0,3,9
"1463",417.6541,1,12,2,470,1,1,4,9
"1464",419.9422,1,12,3,461.9,1,0,5,9
"1465",423.7555,1,12,1,480.6,1,1,6,9
"1466",427.1379,1,12,2,538.2,1,0,7,9
"1467",430.9844,1,12,-99,-99,1,0,8,9
"1468",433.1232,1,11,1,416.8,1,1,1,9
"1469",435.7097,1,11,2,398.4,1,1,2,9
"1470",438.893,1,11,3,311.1,1,1,3,9
"1471",440.8329,1,11,2,395.2,1,1,4,9
"1472",444.066,1,11,3,338.1,1,1,5,9
"1473",447.4649,1,12,3,643.2,1,1,1,9
"1474",449.7032,1,12,-99,-99,1,0,2,9
"1475",453.2513,1,12,1,472.8,1,1,3,9
"1476",455.5559,1,12,1,400.2,1,0,4,9
"1477",457.96,1,12,2,452.1,1,1,5,9
"1478",460.0656,1,12,2,474.5,1,1,6,9
"1479",463.6635,1,11,3,308.6,1,1,1,9
"1480",467.2447,1,11,3,455.4,1,1,2,9
"1481",470.8592,1,11,3,376.9,1,1,3,9
"1482",473.1141,1,11,1,378,1,1,4,9
"1483",475.2031,1,12,-99,-99,1,0,1,9
"1484",477.1927,1,12,3,379.4,1,1,2,9
"1485",479.8787,1,12,2,301.4,1,0,3,9
"1486",14.3966,1,11,2,568.4,1,1,1,10
"1487",17.8784,1,11,3,398.6,1,1,2,10
"1488",19.9674,1,11,3,357.6,1,1,3,10
"1489",22.5373,1,11,3,419.7,1,1,4,10
"1490",24.7756,1,11,1,397.4,1,1,5,10
"1491",27.5279,1,12,2,813.1,1,1,1,10
"1492",31.3247,1,12,1,672.3,1,0,2,10
"1493",33.9443,1,12,2,644.7,1,0,3,10
"1494",37.0779,1,12,1,567.1,1,1,4,10
"1495",40.1452,1,12,3,675.8,1,1,5,10
"1496",42.8312,1,12,1,677.8,1,1,6,10
"1497",46.6943,1,12,1,630.7,1,1,7,10
"1498",50.259,1,12,1,586,1,1,8,10
"1499",53.7739,1,11,3,455.1,1,1,1,10
"1500",57.0568,1,11,1,452.2,1,1,2,10
"1501",59.7427,1,11,3,510.3,1,1,3,10
"1502",62.7603,1,11,1,380.7,1,1,4,10
"1503",65.8276,1,12,1,633.4,1,1,1,10
"1504",67.7674,1,12,1,613.6,1,1,2,10
"1505",70.901,1,12,1,696,1,0,3,10
"1506",73.9683,1,11,2,580.7,1,1,1,10
"1507",77.2843,1,11,1,608.7,1,1,2,10
"1508",80.8158,1,11,3,525.2,1,1,3,10
"1509",83.2531,1,11,1,391.9,1,1,4,10
"1510",86.3867,1,11,2,378.3,1,1,5,10
"1511",90.0011,1,11,2,467.9,1,1,6,10
"1512",92.8197,1,11,3,425.2,1,1,7,10
"1513",95.0414,1,12,1,643.6,1,1,1,10
"1514",97.3129,1,12,3,716.1,1,1,2,10
"1515",100.7449,1,12,2,788.1,1,1,3,10
"1516",103.8288,1,12,1,440.2,1,1,4,10
"1517",106.7635,1,12,2,721.4,1,1,5,10
"1518",109.1841,1,12,1,476.9,1,1,6,10
"1519",112.9478,1,11,3,529.2,1,1,1,10
"1520",115.4679,1,11,3,385.1,1,1,2,10
"1521",119.2316,1,11,3,397.4,1,1,3,10
"1522",121.3372,1,11,2,491.8,1,1,4,10
"1523",124.2553,1,11,3,429.6,1,1,5,10
"1524",126.676,1,11,1,433,1,1,6,10
"1525",129.2956,1,12,1,453.4,1,1,1,10
"1526",132.6613,1,12,2,535.7,1,1,2,10
"1527",136.2758,1,12,1,433.2,1,1,3,10
"1528",139.6083,1,12,3,588.7,1,1,4,10
"1529",141.7969,1,12,3,728.1,1,1,5,10
"1530",144.6486,1,12,2,716.3,1,1,6,10
"1531",146.8206,1,12,3,520.3,1,1,7,10
"1532",149.1252,1,11,3,391.8,1,1,1,10
"1533",151.1314,1,11,2,385.5,1,1,2,10
"1534",154.8287,1,11,1,424.2,1,1,3,10
"1535",157.6971,1,11,2,403.8,1,1,4,10
"1536",161.0959,1,11,1,437,1,1,5,10
"1537",164.7933,1,12,1,563.6,1,1,1,10
"1538",168.0098,1,12,1,507.1,1,1,2,10
"1539",170.6957,1,12,3,469.2,1,1,3,10
"1540",173.962,1,11,1,370.9,1,1,1,10
"1541",176.2998,1,11,2,417.1,1,1,2,10
"1542",179.5992,1,11,2,293.7,1,1,3,10
"1543",182.2851,1,11,2,383.8,1,1,4,10
"1544",185.9327,1,11,3,360.2,1,1,5,10
"1545",189.6135,1,11,1,375.4,1,1,6,10
"1546",192.2828,1,11,1,386.1,1,1,7,10
"1547",195.5657,1,11,3,407.2,1,1,8,10
"1548",199.3127,1,12,2,724.2,1,1,1,10
"1549",203.1261,1,12,3,558.8,1,1,2,10
"1550",206.6576,1,12,1,435.3,1,0,3,10
"1551",208.9125,1,12,2,524.4,1,1,4,10
"1552",211.6814,1,11,1,435.5,1,1,1,10
"1553",215.1134,1,11,2,459.5,1,1,2,10
"1554",217.4512,1,11,3,385.7,1,1,3,10
"1555",220.1869,1,12,3,522,1,1,1,10
"1556",222.7734,1,12,2,535.5,1,1,2,10
"1557",225.4759,1,12,3,481,1,1,3,10
"1558",227.4655,1,12,2,651.4,1,1,4,10
"1559",229.9525,1,11,2,452.4,1,1,1,10
"1560",232.5555,1,11,1,449.4,1,1,2,10
"1561",235.656,1,11,3,388.9,1,1,3,10
"1562",237.8777,1,11,2,455.2,1,1,4,10
"1563",241.5087,1,11,1,440.2,1,1,5,10
"1564",244.7915,1,12,2,597.4,1,1,1,10
"1565",246.864,1,12,1,660.9,1,1,2,10
"1566",249.9645,1,12,3,648.4,1,1,3,10
"1567",252.8162,1,12,3,492.7,1,1,4,10
"1568",255.5022,1,12,3,510.7,1,1,5,10
"1569",257.7239,1,12,1,561,1,1,6,10
"1570",259.7466,1,12,3,506.3,1,1,7,10
"1571",263.3776,1,11,1,451.3,1,1,1,10
"1572",266.2957,1,11,2,485.2,1,1,2,10
"1573",269.7775,1,11,3,403.4,1,1,3,10
"1574",271.7671,1,11,3,341.8,1,1,4,10
"1575",274.9339,1,11,2,359,1,1,5,10
"1576",278.283,1,11,3,329.9,1,1,6,10
"1577",282.1461,1,11,1,394.8,1,1,7,10
"1578",284.2849,1,11,2,432,1,1,8,10
"1579",287.9491,1,12,1,703.8,1,1,1,10
"1580",290.2869,1,12,3,526,1,1,2,10
"1581",293.7853,1,12,3,771.6,1,1,3,10
"1582",295.9572,1,12,1,559.7,1,1,4,10
"1583",298.0629,1,12,3,646,1,1,5,10
"1584",299.953,1,12,3,603.9,1,1,6,10
"1585",303.783,1,11,1,445.9,1,1,1,10
"1586",305.9715,1,11,3,377.4,1,1,2,10
"1587",307.928,1,11,2,436.9,1,1,3,10
"1588",311.6087,1,11,3,428.1,1,1,4,10
"1589",315.0573,1,11,1,395.6,1,1,5,10
"1590",317.8925,1,11,3,360.4,1,1,6,10
"1591",319.8158,1,11,2,389.1,1,1,7,10
"1592",322.8002,1,12,2,748.7,1,1,1,10
"1593",326.6136,1,12,3,583.3,1,1,2,10
"1594",329.2,1,12,1,620.9,1,1,3,10
"1595",332.0518,1,12,2,681.1,1,1,4,10
"1596",333.9585,1,12,1,566.4,1,1,5,10
"1597",335.9646,1,12,2,656.2,1,1,6,10
"1598",338.4682,1,11,2,472.6,1,1,1,10
"1599",341.8008,1,11,1,412,1,1,2,10
"1600",344.8018,1,11,1,387,1,1,3,10
"1601",348.3333,1,11,2,423.5,1,1,4,10
"1602",350.24,1,12,2,580.8,1,1,1,10
"1603",353.2244,1,12,3,708.5,1,1,2,10
"1604",356.5072,1,12,1,545.6,1,0,3,10
"1605",359.7569,1,11,3,487.9,1,1,1,10
"1606",362.3268,1,11,1,430.1,1,1,2,10
"1607",365.477,1,11,1,351.8,1,1,3,10
"1608",368.5608,1,11,1,412,1,1,4,10
"1609",370.9815,1,11,3,415.3,1,1,5,10
"1610",373.8167,1,11,3,380.1,1,1,6,10
"1611",376.8342,1,11,3,338.6,1,1,7,10
"1612",379.5202,1,11,3,340.6,1,1,8,10
"1613",383.1678,1,12,2,605,1,1,1,10
"1614",386.9646,1,12,2,560.3,1,1,2,10
"1615",390.5127,1,12,1,548.1,1,1,3,10
"1616",392.8836,1,12,3,625.2,1,1,4,10
"1617",395.3209,1,12,2,731.9,1,0,5,10
"1618",397.6586,1,11,2,474.2,1,1,1,10
"1619",401.1238,1,11,2,489,1,1,2,10
"1620",403.6606,1,11,2,392.2,1,1,3,10
"1621",405.5838,1,11,3,637.1,1,1,4,10
"1622",408.6511,1,11,1,425.7,1,1,5,10
"1623",410.6739,1,11,2,530.9,1,1,6,10
"1624",412.564,1,12,1,576.8,1,1,1,10
"1625",416.4105,1,12,1,666.3,1,1,2,10
"1626",419.0468,1,12,2,550,1,1,3,10
"1627",421.8322,1,12,1,596.6,1,1,4,10
"1628",425.4798,1,12,2,541,1,1,5,10
"1629",427.6352,1,12,3,705.6,1,1,6,10
"1630",430.6527,1,12,2,624.1,1,1,7,10
"1631",433.8858,1,11,1,431,1,1,1,10
"1632",435.9251,1,11,3,487.7,1,1,2,10
"1633",439.5064,1,11,2,466.4,1,1,3,10
"1634",441.4297,1,11,2,383.1,1,1,4,10
"1635",443.4359,1,12,1,872.9,1,0,1,10
"1636",445.7405,1,12,3,592.3,1,1,2,10
"1637",449.5373,1,12,2,611.5,1,1,3,10
"1638",452.6377,1,12,1,543.1,1,1,4,10
"1639",456.219,1,12,1,561.8,1,1,5,10
"1640",460.0158,1,11,3,429,1,1,1,10
"1641",463.7795,1,11,2,489.3,1,1,2,10
"1642",466.5483,1,11,3,440.5,1,1,3,10
"1643",468.6042,1,12,1,496.6,1,1,1,10
"1644",471.3565,1,12,3,640.3,1,1,2,10
"1645",473.9098,1,12,3,503,1,1,3,10
"1646",477.1429,1,12,1,517.9,1,0,4,10
"1647",479.5636,1,12,1,569.2,1,1,5,10
"1648",482.034,1,12,2,626.8,1,1,6,10
"1649",484.4547,1,12,1,550.1,1,1,7,10
"1650",486.6101,1,12,2,578.7,1,1,8,10
"1651",12.5064,1,11,2,516.6,1,1,1,11
"1652",15.2918,1,11,3,491.3,1,1,2,11
"1653",17.414,1,11,1,465.1,1,1,3,11
"1654",19.7021,1,12,1,720.9,1,0,1,11
"1655",21.8906,1,12,2,676.5,1,1,2,11
"1656",25.6045,1,12,1,970.6,1,0,3,11
"1657",29.0366,1,12,1,634.5,1,1,4,11
"1658",31.9878,1,12,3,699.3,1,1,5,11
"1659",35.4364,1,12,2,834.6,1,1,6,11
"1660",37.3597,1,12,1,607.4,1,1,7,11
"1661",39.9794,1,12,1,483.7,1,1,8,11
"1662",43.428,1,11,2,451,1,1,1,11
"1663",47.059,1,11,1,436,1,1,2,11
"1664",50.69,1,11,3,629,1,1,3,11
"1665",53.0775,1,11,1,417.6,1,1,4,11
"1666",56.6422,1,11,1,412.8,1,1,5,11
"1667",60.0245,1,12,3,790.5,1,1,1,11
"1668",61.9312,1,12,1,955.8,1,0,2,11
"1669",65.3135,1,12,2,773.6,1,1,3,11
"1670",67.8834,1,12,1,739.6,1,1,4,11
"1671",71.2326,1,12,1,550.4,1,1,5,11
"1672",75.0791,1,12,2,671.9,1,1,6,11
"1673",77.7485,1,11,2,418.5,1,1,1,11
"1674",81.1805,1,11,2,442.5,1,1,2,11
"1675",83.7504,1,11,1,424.6,1,1,3,11
"1676",87.0333,1,11,2,405.8,1,1,4,11
"1677",90.399,1,11,3,520,1,1,5,11
"1678",92.6373,1,11,3,457.7,1,1,6,11
"1679",95.2403,1,11,3,478.7,1,1,7,11
"1680",97.7273,1,12,2,607.7,1,1,1,11
"1681",100.463,1,12,2,632,1,1,2,11
"1682",102.3863,1,12,2,780.7,1,1,3,11
"1683",104.3759,1,12,2,575.1,1,1,4,11
"1684",108.0732,1,11,3,517.8,1,1,1,11
"1685",111.7374,1,11,2,373.6,1,1,2,11
"1686",114.0088,1,11,2,366.2,1,1,3,11
"1687",116.6616,1,11,2,409.4,1,1,4,11
"1688",119.7787,1,11,3,540.3,1,1,5,11
"1689",122.3983,1,11,2,384.7,1,1,6,11
"1690",124.9019,1,12,1,649.1,1,1,1,11
"1691",127.2562,1,12,2,542.9,1,0,2,11
"1692",130.7712,1,12,1,939.8,1,0,3,11
"1693",133.8385,1,12,2,744.5,1,1,4,11
"1694",135.8281,1,11,2,522.9,1,1,1,11
"1695",138.9948,1,11,3,556.2,1,1,2,11
"1696",141.8632,1,11,2,455.8,1,1,3,11
"1697",144.9305,1,12,2,756.5,1,1,1,11
"1698",148.2464,1,12,2,528.6,1,1,2,11
"1699",150.4516,1,12,3,747.4,1,1,3,11
"1700",153.2204,1,12,1,418.6,1,1,4,11
"1701",156.9841,1,12,3,782.9,1,1,5,11
"1702",159.1229,1,11,3,572.1,1,1,1,11
"1703",162.5715,1,11,3,491.5,1,1,2,11
"1704",165.9207,1,11,3,478.3,1,1,3,11
"1705",169.3693,1,11,3,437.7,1,1,4,11
"1706",172.9506,1,11,2,440.4,1,1,5,11
"1707",175.7692,1,11,3,461.8,1,1,6,11
"1708",177.6924,1,11,3,442.6,1,1,7,11
"1709",180.0302,1,11,1,480.8,1,1,8,11
"1710",182.1193,1,12,1,639.7,1,1,1,11
"1711",185.8829,1,12,3,692.2,1,1,2,11
"1712",188.801,1,12,1,774,1,1,3,11
"1713",192.0507,1,12,3,580.3,1,1,4,11
"1714",193.9574,1,12,2,753.6,1,1,5,11
"1715",196.8754,1,12,3,603.7,1,1,6,11
"1716",199.3127,1,12,3,574.3,1,1,7,11
"1717",201.9987,1,11,1,424.3,1,1,1,11
"1718",204.6348,1,11,2,460.2,1,1,2,11
"1719",207.2877,1,11,1,399.3,1,1,3,11
"1720",210.0399,1,11,1,431.1,1,1,4,11
"1721",212.0627,1,11,3,576.3,1,1,5,11
"1722",215.2792,1,12,3,655.8,1,1,1,11
"1723",217.5672,1,12,3,583.8,1,1,2,11
"1724",220.5848,1,12,1,870.2,1,0,3,11
"1725",224.166,1,12,2,601,1,1,4,11
"1726",227.9297,1,12,3,621.3,1,1,5,11
"1727",230.483,1,12,2,684,1,1,6,11
"1728",233.1855,1,12,1,909.5,1,0,7,11
"1729",236.2694,1,12,3,625.6,1,1,8,11
"1730",239.5522,1,11,3,518.8,1,1,1,11
"1731",242.918,1,11,2,617,1,1,2,11
"1732",245.7034,1,11,2,439.6,1,1,3,11
"1733",249.4671,1,12,3,627.9,1,1,1,11
"1734",251.6722,1,12,2,654.8,1,1,2,11
"1735",254.1426,1,12,2,568.4,1,1,3,11
"1736",257.3591,1,12,3,703.9,1,1,4,11
"1737",259.5808,1,11,2,562.2,1,1,1,11
"1738",262.8637,1,11,3,471.3,1,1,2,11
"1739",264.787,1,11,3,588,1,1,3,11
"1740",267.6553,1,11,2,591.7,1,1,4,11
"1741",269.993,1,11,3,518,1,1,5,11
"1742",272.7287,1,11,1,478.3,1,1,6,11
"1743",274.9836,1,12,1,687.4,1,1,1,11
"1744",278.797,1,12,3,618,1,1,2,11
"1745",282.5441,1,12,3,598.9,1,1,3,11
"1746",286.3077,1,12,3,619.3,1,1,4,11
"1747",290.0879,1,12,1,751.1,1,1,5,11
"1748",292.0941,1,12,2,744.9,1,1,6,11
"1749",295.2775,1,12,2,529.5,1,1,7,11
"1750",298.0463,1,11,2,464.7,1,1,1,11
"1751",299.9862,1,11,3,580.8,1,1,2,11
"1752",302.639,1,11,2,528,1,1,3,11
"1753",305.7063,1,11,1,380.7,1,1,4,11
"1754",308.0938,1,11,2,433.2,1,1,5,11
"1755",310.216,1,11,2,559,1,1,6,11
"1756",313.7973,1,12,1,609.7,1,1,1,11
"1757",315.7206,1,12,2,942.4,1,0,2,11
"1758",317.7102,1,12,2,576.8,1,1,3,11
"1759",320.7443,1,12,2,614.7,1,1,4,11
"1760",322.6344,1,12,1,860.6,1,0,5,11
"1761",324.5908,1,12,1,920.2,1,0,6,11
"1762",327.5255,1,12,3,729.5,1,1,7,11
"1763",330.2114,1,12,1,715.6,1,1,8,11
"1764",333.6932,1,11,3,649.8,1,1,1,11
"1765",336.7439,1,11,1,503.1,1,1,2,11
"1766",338.6672,1,11,1,499.8,1,1,3,11
"1767",340.7563,1,11,2,514.7,1,1,4,11
"1768",343.4588,1,11,2,444.2,1,1,5,11
"1769",345.979,1,11,3,532,1,1,6,11
"1770",348.2173,1,11,2,421.7,1,1,7,11
"1771",351.4669,1,12,1,620.1,1,1,1,11
"1772",355.1808,1,12,3,882.2,1,0,2,11
"1773",358.4305,1,12,2,584.5,1,1,3,11
"1774",360.7517,1,12,1,655.3,1,1,4,11
"1775",363.819,1,12,1,876,1,0,5,11
"1776",366.2065,1,11,1,464.5,1,1,1,11
"1777",368.0966,1,11,1,422.3,1,1,2,11
"1778",371.8105,1,11,1,596.5,1,1,3,11
"1779",375.3421,1,11,3,624.9,1,1,4,11
"1780",378.1938,1,12,2,661.2,1,1,1,11
"1781",380.1834,1,12,3,783.6,1,1,2,11
"1782",382.6372,1,12,3,673.8,1,1,3,11
"1783",385.4227,1,11,2,656.3,1,1,1,11
"1784",387.8599,1,11,3,555.1,1,1,2,11
"1785",390.2474,1,11,1,471.6,1,1,3,11
"1786",393.2318,1,11,2,511.2,1,1,4,11
"1787",396.2494,1,11,3,453.6,1,1,5,11
"1788",399.7809,1,11,1,490.1,1,1,6,11
"1789",402.0358,1,12,2,659.2,1,1,1,11
"1790",404.4896,1,12,3,661.4,1,1,2,11
"1791",407.2916,1,12,2,635.4,1,1,3,11
"1792",410.0273,1,11,2,435.7,1,1,1,11
"1793",413.8904,1,11,2,468.6,1,1,2,11
"1794",417.0075,1,11,1,439.5,1,1,3,11
"1795",419.395,1,11,2,484,1,1,4,11
"1796",421.7328,1,11,1,450.2,1,1,5,11
"1797",424.8995,1,11,3,515.5,1,1,6,11
"1798",428.4642,1,11,3,606.8,1,1,7,11
"1799",431.8631,1,11,3,663.9,1,1,8,11
"1800",434.9304,1,12,-99,-99,1,0,1,11
"1801",437.2019,1,12,2,757.1,1,1,2,11
"1802",440.3189,1,12,2,632.1,1,1,3,11
"1803",443.8504,1,12,2,524.6,1,1,4,11
"1804",446.6359,1,11,1,515.1,1,1,1,11
"1805",450.0016,1,11,1,461.4,1,1,2,11
"1806",453.2844,1,11,2,458.6,1,1,3,11
"1807",455.5061,1,11,3,604.9,1,1,4,11
"1808",458.789,1,11,1,401.9,1,1,5,11
"1809",461.8894,1,12,1,605.6,1,1,1,11
"1810",464.1443,1,12,3,654.7,1,1,2,11
"1811",467.2447,1,12,2,666.3,1,1,3,11
"1812",469.367,1,12,1,728,1,1,4,11
"1813",472.3348,1,12,3,632.2,1,1,5,11
"1814",474.8715,1,12,2,591.5,1,0,6,11
"1815",476.7451,1,12,2,989.9,1,0,7,11
"1816",2.0086,1,11,3,447.9,1,1,1,12
"1817",3.8746,1,11,1,450,1,1,2,12
"1818",7.472,1,11,1,431.5,1,1,3,12
"1819",10.1281,1,11,1,427.2,1,1,4,12
"1820",12.8346,1,11,2,453.4,1,1,5,12
"1821",15.9109,1,12,2,1114.8,1,0,1,12
"1822",18.651,1,12,1,742.9,1,1,2,12
"1823",20.8196,1,12,1,777.1,1,0,3,12
"1824",23.2403,1,12,2,1129.1,1,0,4,12
"1825",25.6442,1,11,1,561.5,1,1,1,12
"1826",28.7878,1,11,3,1104.3,1,0,2,12
"1827",32.0826,1,11,3,1134,1,0,3,12
"1828",34.1671,1,11,2,1623.3,1,0,4,12
"1829",37.6301,1,11,3,721.2,1,1,5,12
"1830",41.1771,1,11,3,432,1,1,6,12
"1831",44.3711,1,11,2,540.5,1,1,7,12
"1832",47.2457,1,11,3,450.6,1,1,8,12
"1833",50.2044,1,12,2,847.1,1,0,1,12
"1834",53.3479,1,12,2,1028,1,0,2,12
"1835",56.273,1,12,2,1055.9,1,0,3,12
"1836",58.4583,1,12,1,1525.9,1,0,4,12
"1837",61.9045,1,12,1,1431.2,1,0,5,12
"1838",65.2666,1,12,3,970.5,1,0,6,12
"1839",67.8218,1,12,2,826.1,1,0,7,12
"1840",70.6964,1,11,1,510,1,1,1,12
"1841",73.1171,1,11,3,472.4,1,1,2,12
"1842",75.4538,1,11,3,466.3,1,1,3,12
"1843",78.7823,1,12,1,963.4,1,0,1,12
"1844",82.5478,1,12,2,887.6,1,0,2,12
"1845",84.6828,1,12,3,880.5,1,0,3,12
"1846",87.6751,1,12,1,759.6,1,0,4,12
"1847",90.2975,1,12,2,709.1,1,1,5,12
"1848",94.0799,1,12,1,803.8,1,0,6,12
"1849",97.7446,1,11,3,1149.1,1,0,1,12
"1850",100.2829,1,11,1,960.1,1,0,2,12
"1851",104.0485,1,11,1,689.5,1,1,3,12
"1852",105.9649,1,11,2,842.9,1,0,4,12
"1853",109.0917,1,11,2,617.3,1,1,5,12
"1854",111.2098,1,12,3,750.8,1,1,1,12
"1855",113.9667,1,12,1,786.2,1,1,2,12
"1856",116.4883,1,12,3,939.2,1,0,3,12
"1857",120.3379,1,11,2,863.3,1,0,1,12
"1858",122.5065,1,11,3,544,1,1,2,12
"1859",126.188,1,11,1,426.1,1,1,3,12
"1860",129.1803,1,11,2,406.8,1,1,4,12
"1861",131.5337,1,12,1,1220.1,1,0,1,12
"1862",135.0135,1,12,1,1032.7,1,0,2,12
"1863",137.8377,1,12,1,760.3,1,1,3,12
"1864",140.0735,1,12,2,1157.2,1,0,4,12
"1865",142.0907,1,12,2,756.7,1,1,5,12
"1866",145.4697,1,12,3,795.6,1,1,6,12
"1867",148.63,1,12,3,900.4,1,0,7,12
"1868",150.8322,1,11,2,616.3,1,1,1,12
"1869",153.2361,1,11,1,421.9,1,1,2,12
"1870",157.0857,1,11,2,419.8,1,1,3,12
"1871",159.1366,1,11,3,397.9,1,1,4,12
"1872",161.0698,1,11,3,474.4,1,1,5,12
"1873",164.869,1,11,2,481.2,1,1,6,12
"1874",166.8527,1,12,3,1297.5,1,0,1,12
"1875",170.0971,1,12,3,1690.3,1,0,2,12
"1876",173.1902,1,12,1,1228.3,1,0,3,12
"1877",176.8717,1,12,3,1168.7,1,0,4,12
"1878",179.9817,1,12,3,990.5,1,0,5,12
"1879",183.2093,1,12,2,875.2,1,0,6,12
"1880",185.9662,1,12,2,862.2,1,0,7,12
"1881",188.5214,1,12,2,848.5,1,0,8,12
"1882",191.6314,1,11,1,479.5,1,1,1,12
"1883",194.8758,1,11,2,541,1,1,2,12
"1884",198.406,1,11,1,516.5,1,1,3,12
"1885",200.6754,1,11,3,365.6,1,1,4,12
