"","onset","duration","value","response","rt","good","acu","seq","subN"
"543",151.8772,1,12,3,449.8,1,1,3,4
"544",154.5466,1,12,2,724.3,1,1,4,4
"545",156.4864,1,12,2,824.5,1,1,5,4
"546",159.9516,1,12,3,679.3,1,1,6,4
"547",162.4552,1,12,3,567.8,1,1,7,4
"548",165.3898,1,11,2,457.1,1,1,1,4
"549",168.3079,1,11,2,483,1,1,2,4
"550",171.9057,1,11,1,621.2,1,1,3,4
"551",174.2269,1,11,1,444,1,1,4,4
"552",176.4652,1,11,1,397.7,1,1,5,4
"553",178.3553,1,11,1,467.6,1,1,6,4
"554",180.8257,1,12,3,765.2,1,1,1,4
"555",183.1967,1,12,2,674.2,1,1,2,4
"556",185.7665,1,12,2,872.4,1,0,3,4
"557",188.8836,1,12,3,507.3,1,1,4,4
"558",190.9395,1,12,3,395.4,1,1,5,4
"559",192.8462,1,12,2,608.7,1,1,6,4
"560",196.1787,1,12,1,580.1,1,1,7,4
"561",199.6937,1,12,2,545.1,1,1,8,4
"562",201.8491,1,11,3,437.7,1,1,1,4
"563",205.1319,1,11,3,394.9,1,1,2,4
"564",208.9287,1,11,3,462.1,1,1,3,4
"565",212.0291,1,11,1,385.7,1,1,4,4
"566",214.0685,1,11,2,394.3,1,1,5,4
"567",217.8321,1,12,1,1182.7,1,0,1,4
"568",221.6455,1,12,1,553.3,1,1,2,4
"569",224.8122,1,12,1,466.6,1,1,3,4
"570",227.2329,1,11,1,429.8,1,1,1,4
"571",229.6536,1,11,2,417.2,1,1,2,4
"572",231.6432,1,11,3,419.5,1,1,3,4
"573",234.3457,1,11,3,445,1,1,4,4
"574",237.0648,1,11,3,445.9,1,1,5,4
"575",239.3362,1,11,1,454.5,1,1,6,4
"576",242.5859,1,11,1,356.9,1,1,7,4
"577",245.6366,1,12,2,514.1,1,0,1,4
"578",247.593,1,12,3,661.7,1,1,2,4
"579",250.2458,1,12,3,592.9,1,1,3,4
"580",252.5836,1,12,2,567.1,1,1,4,4
"581",255.2032,1,11,3,371.5,1,1,1,4
"582",258.9171,1,11,3,353.6,1,1,2,4
"583",261.6528,1,11,1,417.9,1,1,3,4
"584",264.6869,1,11,1,383.8,1,1,4,4
"585",267.3397,1,11,1,443,1,1,5,4
"586",269.578,1,11,1,396.7,1,1,6,4
"587",271.9987,1,12,3,432,1,0,1,4
"588",274.5354,1,12,-99,-99,1,0,2,4
"589",276.9561,1,12,2,858.5,1,0,3,4
"590",279.8078,1,12,1,1262.9,1,0,4,4
"591",282.3611,1,12,1,997.5,1,0,5,4
"592",285.5611,1,12,3,621.5,1,1,6,4
"593",288.9268,1,12,2,503.8,1,0,7,4
"594",291.0822,1,12,1,532.4,1,1,8,4
"595",294.3816,1,11,1,409,1,1,1,4
"596",298.0789,1,11,2,471.7,1,1,2,4
"597",301.2291,1,11,3,385.5,1,1,3,4
"598",303.5834,1,11,1,415.1,1,1,4,4
"599",305.6062,1,11,1,416.3,1,1,5,4
"600",307.7118,1,12,2,550.8,1,1,1,4
"601",311.3594,1,12,3,639.1,1,1,2,4
"602",314.808,1,12,3,702.5,1,1,3,4
"603",318.0245,1,12,3,510,1,1,4,4
"604",320.7934,1,12,3,413.1,1,0,5,4
"605",324.043,1,12,1,627.5,1,1,6,4
"606",327.5248,1,12,3,801.7,1,1,7,4
"607",330.8574,1,12,2,557.1,1,1,8,4
"608",334.1402,1,11,1,378.3,1,1,1,4
"609",336.1132,1,11,3,445.3,1,1,2,4
"610",338.1857,1,11,3,428.8,1,1,3,4
"611",340.8385,1,11,1,504,1,1,4,4
"612",343.4747,1,11,2,395.8,1,1,5,4
"613",347.0394,1,11,2,455.1,1,1,6,4
"614",350.2227,1,11,1,423.7,1,1,7,4
"615",353.7874,1,12,3,699.1,1,1,1,4
"616",357.4516,1,12,2,754.9,1,1,2,4
"617",360.0712,1,12,3,895.3,1,0,3,4
"618",362.4587,1,12,1,499.7,1,1,4,4
"619",365.5923,1,11,3,470.1,1,1,1,4
"620",367.7311,1,11,1,427.3,1,1,2,4
"621",371.5113,1,11,1,399.1,1,1,3,4
"622",373.932,1,12,3,594.4,1,1,1,4
"623",376.1869,1,12,3,763.5,1,1,2,4
"624",378.8562,1,12,1,550.2,1,1,3,4
"625",381.7577,1,12,3,640.7,1,1,4,4
"626",384.6095,1,12,3,556.9,1,1,5,4
"627",387.8923,1,12,1,562.1,1,1,6,4
"628",390.8103,1,11,1,452.1,1,1,1,4
"629",392.7005,1,11,3,521.9,1,1,2,4
"630",394.9553,1,11,3,451,1,1,3,4
"631",398.6526,1,11,3,385.7,1,1,4,4
"632",400.8246,1,11,2,493.7,1,1,5,4
"633",404.2566,1,12,1,525.7,1,1,1,4
"634",407.3571,1,12,2,697.2,1,1,2,4
"635",411.1539,1,12,1,1076.4,1,0,3,4
"636",413.558,1,11,3,544.3,1,1,1,4
"637",415.6471,1,11,1,455.2,1,1,2,4
"638",418.9796,1,11,3,402.6,1,1,3,4
"639",421.765,1,11,2,441.3,1,1,4,4
"640",425.5618,1,11,1,372.5,1,1,5,4
"641",428.5297,1,11,1,388.6,1,1,6,4
"642",431.5969,1,12,2,553.4,1,0,1,4
"643",434.8134,1,12,2,720.8,1,1,2,4
"644",437.1346,1,12,2,767.7,1,1,3,4
"645",440.3511,1,12,2,599.2,1,1,4,4
"646",444.0153,1,11,2,447,1,1,1,4
"647",446.7012,1,11,3,473,1,1,2,4
"648",449.553,1,11,2,397.2,1,1,3,4
"649",452.8524,1,11,3,465.8,1,1,4,4
"650",455.8865,1,11,2,463.7,1,1,5,4
"651",458.3072,1,11,1,371,1,1,6,4
"652",460.2802,1,11,2,398,1,1,7,4
"653",463.9941,1,11,2,380.1,1,1,8,4
"654",467.5753,1,12,3,494.9,1,1,1,4
"655",470.5929,1,12,1,725.3,1,1,2,4
"656",473.6767,1,12,3,633.4,1,1,3,4
"657",477.5564,1,12,2,601.8,1,1,4,4
"658",480.5574,1,12,2,760.7,1,0,5,4
"659",484.006,1,12,2,736.1,1,1,6,4
"660",487.6702,1,12,3,447.9,1,1,7,4
"661",15.7891,1,11,1,670.4,1,1,1,5
"662",19.1051,1,11,1,482.4,1,1,2,5
"663",22.5703,1,11,2,361.2,1,1,3,5
"664",25.2065,1,11,3,389,1,1,4,5
"665",28.5888,1,12,1,950.7,1,0,1,5
"666",30.8437,1,12,2,871.8,1,0,2,5
"667",34.4913,1,12,2,1328.2,1,0,3,5
"668",36.5306,1,12,3,856.8,1,0,4,5
"669",38.5699,1,12,1,873.6,1,0,5,5
"670",41.0569,1,12,2,762.6,1,1,6,5
"671",44.3066,1,12,1,752.8,1,1,7,5
"672",46.4288,1,12,1,814.6,1,1,8,5
"673",49.5956,1,11,1,519.8,1,1,1,5
"674",52.8287,1,11,3,414.7,1,1,2,5
"675",54.9841,1,11,3,451.3,1,1,3,5
"676",58.2503,1,11,3,609.1,1,1,4,5
"677",60.8534,1,11,2,502,1,1,5,5
"678",63.6885,1,11,1,450.9,1,1,6,5
"679",67.1537,1,11,3,425.7,1,1,7,5
"680",70.3371,1,12,2,610.3,1,1,1,5
"681",73.9846,1,12,1,698.8,1,1,2,5
"682",76.6374,1,12,2,1342,1,0,3,5
"683",79.0913,1,12,1,792.1,1,1,4,5
"684",81.5617,1,12,1,521.7,1,1,5,5
"685",84.6124,1,12,1,430.9,1,0,6,5
"686",88.3097,1,11,1,485.6,1,1,1,5
"687",90.5977,1,11,1,373.6,1,1,2,5
"688",93.3666,1,11,1,396.7,1,1,3,5
"689",96.5665,1,12,2,564.8,1,1,1,5
"690",98.6887,1,12,1,762.6,1,1,2,5
"691",101.3912,1,12,2,508.1,1,1,3,5
"692",103.3311,1,12,1,840.2,1,1,4,5
"693",105.5362,1,12,2,571.1,1,0,5,5
"694",108.902,1,11,2,701.3,1,1,1,5
"695",112.0687,1,11,1,454.6,1,1,2,5
"696",115.5008,1,11,1,366.5,1,1,3,5
"697",117.6064,1,11,2,460.9,1,0,4,5
"698",119.6955,1,11,1,803.8,1,1,5,5
"699",122.2654,1,11,2,465.9,1,1,6,5
"700",124.4539,1,12,1,701.4,1,1,1,5
"701",126.8083,1,12,2,930.9,1,0,2,5
"702",130.0911,1,12,2,456.2,1,1,3,5
"703",132.8931,1,12,3,974.1,1,0,4,5
"704",135.3635,1,12,2,1079.8,1,0,5,5
"705",138.2152,1,12,3,924,1,0,6,5
"706",140.3872,1,12,2,936,1,0,7,5
"707",143.3384,1,12,2,1408.8,1,0,8,5
"708",145.3778,1,11,1,697.4,1,1,1,5
"709",149.0585,1,11,3,760.7,1,1,2,5
"710",151.8108,1,11,3,664.4,1,1,3,5
"711",153.8335,1,11,1,585.7,1,1,4,5
"712",155.8729,1,11,2,818.3,1,1,5,5
"713",158.2106,1,12,2,1144.6,1,0,1,5
"714",161.6427,1,12,3,1112.5,1,0,2,5
"715",165.2405,1,12,1,938.7,1,0,3,5
"716",167.3627,1,11,1,920.5,1,0,1,5
"717",169.7005,1,11,1,334.7,1,1,2,5
"718",173.3481,1,11,2,519,1,1,3,5
"719",176.0837,1,11,1,511.4,1,1,4,5
"720",179.7313,1,12,3,807.8,1,1,1,5
"721",182.6826,1,12,1,848.5,1,0,2,5
"722",185.3188,1,12,1,796.3,1,0,3,5
"723",188.8172,1,12,3,785.9,1,1,4,5
"724",191.47,1,12,3,1213.1,1,0,5,5
"725",194.4875,1,12,3,723.6,1,1,6,5
"726",197.5879,1,12,3,439.2,1,1,7,5
"727",200.2241,1,11,2,627,1,1,1,5
"728",202.1143,1,11,3,608.8,1,1,2,5
"729",205.8945,1,11,3,628.5,1,0,3,5
"730",209.2602,1,11,1,646.9,1,1,4,5
"731",212.3772,1,11,3,609.9,1,1,5,5
"732",216.2072,1,12,1,731.8,1,1,1,5
"733",218.1305,1,12,1,1104.6,1,0,2,5
"734",221.9272,1,12,1,1003.9,1,0,3,5
"735",224.9116,1,12,3,923.4,1,0,4,5
"736",228.5261,1,12,2,1292.9,1,0,5,5
"737",231.8255,1,12,3,1281.5,1,0,6,5
"738",234.6772,1,12,3,1077.8,1,0,7,5
"739",236.5673,1,11,3,1059.7,1,0,1,5
"740",239.1372,1,11,2,489.8,1,1,2,5
"741",242.4366,1,11,1,558.4,1,0,3,5
"742",244.9899,1,11,3,493.1,1,1,4,5
"743",248.5049,1,11,1,530.1,1,1,5,5
"744",251.2074,1,11,1,475.6,1,1,6,5
"745",254.0591,1,11,3,511.9,1,1,7,5
"746",256.8114,1,11,1,447.5,1,1,8,5
"747",258.917,1,12,3,1470,1,0,1,5
"748",262.6475,1,12,2,1347.5,1,0,2,5
"749",265.1179,1,12,2,1989,1,0,3,5
"750",268.7324,1,12,2,1310.5,1,0,4,5
"751",272.1478,1,12,2,1295.1,1,0,5,5
"752",274.8669,1,12,3,752,1,1,6,5
"753",277.1052,1,11,1,521.7,1,1,1,5
"754",280.4709,1,11,1,508,1,1,2,5
"755",282.7755,1,11,3,411.4,1,1,3,5
"756",286.2242,1,11,3,642.7,1,1,4,5
"757",289.2085,1,12,1,1202.4,1,0,1,5
"758",291.281,1,12,3,1257.9,1,0,2,5
"759",293.9007,1,12,3,1150.2,1,0,3,5
"760",297.2996,1,11,2,687.3,1,1,1,5
"761",299.9192,1,11,2,355.7,1,1,2,5
"762",302.9201,1,11,2,274.8,1,1,3,5
"763",304.9926,1,11,3,506.2,1,1,4,5
"764",306.9491,1,11,3,421.7,1,1,5,5
"765",310.5137,1,11,3,385.1,1,1,6,5
"766",313.4981,1,11,1,440.7,1,1,7,5
"767",315.438,1,11,1,388.8,1,1,8,5
"768",317.8255,1,12,1,617.3,1,1,1,5
"769",321.6057,1,12,2,1061.1,1,0,2,5
"770",325.187,1,12,1,863.8,1,0,3,5
"771",328.3703,1,12,3,1696.5,1,0,4,5
"772",331.8686,1,12,2,870.2,1,0,5,5
"773",334.1733,1,12,2,573.5,1,1,6,5
"774",336.2126,1,12,1,934.2,1,0,7,5
"775",339.827,1,11,1,591.8,1,1,1,5
"776",342.944,1,11,1,410.8,1,1,2,5
"777",345.5305,1,11,1,384.3,1,1,3,5
"778",348.747,1,11,1,343.8,1,1,4,5
"779",351.7977,1,12,1,1109.1,1,0,1,5
"780",354.9811,1,12,3,909.6,1,0,2,5
"781",357.7831,1,12,3,1235.7,1,0,3,5
"782",360.3198,1,12,1,786.9,1,1,4,5
"783",363.1716,1,12,1,471.1,1,0,5,5
"784",366.6533,1,11,1,461.4,1,1,1,5
"785",369.704,1,11,3,450.7,1,1,2,5
"786",371.7765,1,11,3,330.2,1,1,3,5
"787",375.4573,1,11,3,337.4,1,1,4,5
"788",378.9556,1,11,1,567.1,1,1,5,5
"789",380.8955,1,11,3,539.2,1,1,6,5
"790",384.7255,1,12,3,1557.2,1,0,1,5
"791",388.2072,1,12,3,523.5,1,0,2,5
"792",391.6061,1,12,3,1028.6,1,0,3,5
"793",393.7449,1,11,2,865.8,1,0,1,5
"794",397.4422,1,11,1,512.4,1,1,2,5
"795",401.0567,1,11,3,425.9,1,1,3,5
"796",403.3613,1,11,1,497.3,1,1,4,5
"797",405.898,1,11,1,448.6,1,1,5,5
"798",408.2523,1,11,1,470.3,1,1,6,5
"799",411.8668,1,12,2,831.8,1,1,1,5
"800",414.3869,1,12,3,1231.7,1,0,2,5
"801",417.4542,1,12,3,1092.4,1,0,3,5
"802",420.7702,1,11,2,600.4,1,1,1,5
"803",423.9701,1,11,2,424.5,1,1,2,5
"804",426.54,1,11,3,446.6,1,1,3,5
"805",428.8612,1,11,1,389.4,1,1,4,5
"806",431.7627,1,11,3,447.9,1,1,5,5
"807",434.3326,1,11,2,454,1,1,6,5
"808",436.6537,1,11,3,404.8,1,1,7,5
"809",439.8205,1,12,1,542,1,1,1,5
"810",442.0256,1,12,2,504.9,1,0,2,5
"811",445.1758,1,12,2,922.7,1,0,3,5
"812",448.6245,1,12,3,538,1,0,4,5
"813",451.4264,1,11,1,480.1,1,1,1,5
"814",455.1901,1,11,2,300.4,1,1,2,5
"815",457.7931,1,11,2,577.4,1,1,3,5
"816",461.507,1,11,3,415.5,1,1,4,5
"817",464.2096,1,11,1,648.9,1,1,5,5
"818",466.1494,1,11,1,589.1,1,1,6,5
"819",469.3825,1,11,2,508,1,1,7,5
"820",471.8032,1,11,2,431.3,1,1,8,5
"821",475.3015,1,12,1,589,1,1,1,5
"822",477.9046,1,12,3,385.8,1,0,2,5
"823",480.9553,1,12,2,487.1,1,0,3,5
"824",484.6029,1,12,2,895.5,1,0,4,5
"825",488.0349,1,12,1,1535.6,1,0,5,5
"826",2.3264,1,11,1,471.2,1,1,1,6
"827",5.8911,1,11,3,610.5,1,1,2,6
"828",7.8144,1,11,1,375.2,1,1,3,6
"829",10.6495,1,11,2,364.1,1,1,4,6
"830",13.0039,1,11,3,545.7,1,1,5,6
"831",16.4359,1,12,2,489.7,1,0,1,6
"832",19.9343,1,12,2,743.3,1,1,2,6
"833",22.3052,1,12,1,596.4,1,1,3,6
"834",25.5549,1,11,2,738.7,1,1,1,6
"835",28.0087,1,11,1,404.9,1,1,2,6
"836",31.3579,1,11,2,407.6,1,1,3,6
"837",35.2376,1,11,1,352,1,1,4,6
"838",37.3764,1,11,1,421.2,1,1,5,6
"839",40.5929,1,11,2,412.7,1,1,6,6
"840",43.3949,1,11,1,378.7,1,1,7,6
"841",46.1472,1,11,3,498.4,1,1,8,6
"842",50.0104,1,12,1,827.2,1,1,1,6
"843",53.575,1,12,1,638.6,1,0,2,6
"844",57.0403,1,12,1,885.3,1,0,3,6
"845",60.9034,1,12,2,830.2,1,1,4,6
"846",64.6007,1,11,1,708.9,1,1,1,6
"847",67.6183,1,11,1,467.3,1,1,2,6
"848",70.2048,1,11,3,664.8,1,1,3,6
"849",72.9405,1,11,3,505.1,1,1,4,6
"850",75.6927,1,11,3,392.9,1,1,5,6
"851",78.1797,1,11,3,353.9,1,1,6,6
"852",81.446,1,12,3,1271.6,1,0,1,6
"853",83.8003,1,12,3,605.3,1,1,2,6
"854",86.2376,1,12,1,584,1,1,3,6
"855",89.3712,1,12,1,762.5,1,1,4,6
"856",91.709,1,12,2,1000.7,1,0,5,6
"857",95.0581,1,12,3,635.6,1,1,6,6
"858",97.4954,1,12,2,638.2,1,1,7,6
"859",100.5793,1,11,2,642.3,1,1,1,6
"860",102.9834,1,11,3,534.2,1,1,2,6
"861",106.6641,1,11,1,429.5,1,1,3,6
"862",109.1677,1,11,2,469.9,1,1,4,6
"863",111.3894,1,11,2,440.2,1,1,5,6
"864",114.2246,1,11,2,397,1,1,6,6
"865",116.181,1,11,3,528.6,1,1,7,6
"866",119.6296,1,11,2,384,1,1,8,6
"867",122.1664,1,12,1,527.2,1,1,1,6
"868",124.8855,1,12,2,800.2,1,1,2,6
"869",126.8917,1,12,2,866,1,0,3,6
"870",129.3455,1,12,1,668.2,1,1,4,6
"871",132.4625,1,11,2,511.1,1,1,1,6
"872",134.3858,1,11,1,435.9,1,1,2,6
"873",137.1547,1,11,1,387,1,1,3,6
"874",139.4924,1,11,3,497.2,1,1,4,6
"875",142.3608,1,11,3,436.8,1,1,5,6
"876",144.6488,1,12,1,916.8,1,0,1,6
"877",146.8042,1,12,2,1001.5,1,0,2,6
"878",149.9046,1,12,3,1149.1,1,0,3,6
"879",151.7948,1,12,1,898.9,1,0,4,6
"880",155.459,1,12,1,602.7,1,1,5,6
"881",158.4268,1,12,3,1130.9,1,0,6,6
"882",161.2122,1,11,2,585.5,1,1,1,6
"883",163.9976,1,11,3,680.1,1,1,2,6
"884",167.8442,1,11,3,505.5,1,1,3,6
"885",171.5747,1,12,3,815,1,1,1,6
"886",174.4762,1,12,3,881.5,1,0,2,6
"887",178.0574,1,12,2,836.3,1,1,3,6
"888",181.5558,1,12,3,761.9,1,0,4,6
"889",185.22,1,12,3,977.7,1,0,5,6
"890",187.8396,1,12,3,822.1,1,1,6,6
"891",190.8406,1,12,3,789.1,1,1,7,6
"892",193.4271,1,11,2,586.6,1,1,1,6
"893",196.9752,1,11,3,542.4,1,1,2,6
"894",200.5565,1,11,1,449.2,1,1,3,6
"895",202.8279,1,11,1,529.8,1,1,4,6
"896",205.5139,1,11,1,467.8,1,1,5,6
"897",207.4206,1,11,1,745.1,1,1,6,6
"898",210.1894,1,11,3,568.3,1,1,7,6
"899",212.2287,1,12,3,945,1,0,1,6
"900",214.4836,1,12,2,818.1,1,1,2,6
"901",217.6504,1,12,1,731.3,1,1,3,6
"902",219.839,1,12,3,806.7,1,1,4,6
"903",222.2762,1,12,3,473.5,1,1,5,6
"904",224.1995,1,12,1,486.2,1,0,6,6
"905",226.3549,1,11,1,770.8,1,1,1,6
"906",228.3611,1,11,1,356.6,1,1,2,6
"907",230.4004,1,11,2,469.3,1,1,3,6
"908",233.8159,1,11,3,461.8,1,1,4,6
"909",235.9215,1,12,2,924.2,1,0,1,6
"910",238.1432,1,12,2,1126.5,1,0,2,6
"911",240.68,1,12,2,629.7,1,1,3,6
"912",244.2613,1,11,1,464.4,1,1,1,6
"913",246.3503,1,11,1,415.4,1,1,2,6
"914",250.1306,1,11,3,507.1,1,1,3,6
"915",252.6673,1,11,3,426.4,1,1,4,6
"916",255.0382,1,11,1,495.5,1,1,5,6
"917",256.9781,1,12,1,523.6,1,0,1,6
"918",259.4153,1,12,3,1046.5,1,0,2,6
"919",262.1179,1,12,3,591.8,1,1,3,6
"920",265.6328,1,12,3,980.9,1,0,4,6
"921",268.2193,1,12,3,810.5,1,1,5,6
"922",270.6897,1,12,2,724,1,1,6,6
"923",273.6741,1,12,2,899.6,1,0,7,6
"924",276.4761,1,12,3,585.6,1,1,8,6
"925",278.4989,1,11,3,530.8,1,1,1,6
"926",281.0024,1,11,2,523.3,1,1,2,6
"927",283.9039,1,11,3,469.9,1,1,3,6
"928",286.3412,1,11,1,512.5,1,1,4,6
"929",288.5132,1,12,2,692.5,1,1,1,6
"930",292.2768,1,12,1,1009,1,0,2,6
"931",295.7918,1,12,2,949.9,1,0,3,6
"932",297.7648,1,12,1,689,1,1,4,6
"933",300.7989,1,12,3,1054.9,1,0,5,6
"934",304.3802,1,11,3,529.5,1,1,1,6
"935",307.9781,1,11,1,467.6,1,1,2,6
"936",310.349,1,11,3,472.8,1,1,3,6
"937",312.5044,1,11,3,437.4,1,1,4,6
"938",315.3396,1,11,3,474.2,1,1,5,6
"939",317.6276,1,11,3,410.1,1,1,6,6
"940",320.8938,1,11,1,496,1,1,7,6
"941",324.442,1,12,3,803.8,1,1,1,6
"942",326.4979,1,12,2,867.9,1,0,2,6
"943",329.416,1,12,1,621.8,1,1,3,6
"944",332.5164,1,12,3,745.4,1,0,4,6
"945",335.02,1,12,1,905.8,1,0,5,6
"946",338.452,1,12,2,841.8,1,1,6,6
"947",341.3535,1,12,3,844.3,1,1,7,6
"948",344.3545,1,12,3,595.3,1,1,8,6
"949",346.6923,1,11,1,465.5,1,1,1,6
"950",350.0083,1,11,3,493.5,1,1,2,6
"951",352.1305,1,11,3,483.3,1,1,3,6
"952",354.8994,1,11,1,490.4,1,1,4,6
"953",358.0164,1,11,2,485.4,1,1,5,6
"954",361.1168,1,11,2,577,1,1,6,6
"955",364.466,1,12,3,691.8,1,1,1,6
"956",367.9312,1,12,1,746.6,1,0,2,6
"957",370.4514,1,12,2,746.4,1,1,3,6
"958",373.6182,1,11,3,539.6,1,1,1,6
"959",377.216,1,11,1,437.8,1,1,2,6
"960",380.1507,1,11,3,511.1,1,1,3,6
"961",382.2066,1,11,2,543.2,1,1,4,6
"962",384.2128,1,11,3,457,1,1,5,6
"963",386.2189,1,11,1,554.9,1,1,6,6
"964",388.1422,1,11,1,351.6,1,1,7,6
"965",391.9224,1,12,2,955.4,1,0,1,6
"966",395.5369,1,12,3,1004.9,1,0,2,6
"967",397.5099,1,12,3,967.9,1,0,3,6
"968",400.2124,1,12,1,889.4,1,0,4,6
"969",403.5616,1,12,1,596.2,1,1,5,6
"970",405.7999,1,12,1,693.9,1,1,6,6
"971",409.3811,1,11,1,416.7,1,1,1,6
"972",413.1282,1,11,3,509.6,1,1,2,6
"973",416.9748,1,11,2,487,1,1,3,6
"974",420.5063,1,11,3,451.5,1,1,4,6
"975",423.8554,1,12,3,798.5,1,0,1,6
"976",425.9445,1,12,1,1245.4,1,0,2,6
"977",428.2326,1,12,2,821.2,1,1,3,6
"978",430.2056,1,12,3,864.2,1,0,4,6
"979",433.9195,1,12,1,678.3,1,1,5,6
"980",436.7547,1,11,3,611.1,1,1,1,6
"981",440.1536,1,11,2,492.2,1,1,2,6
"982",443.3701,1,11,3,579.7,1,1,3,6
"983",446.57,1,11,3,427.8,1,1,4,6
"984",449.1897,1,11,2,608.2,1,1,5,6
"985",451.9087,1,11,1,401.1,1,1,6,6
"986",453.9149,1,11,2,467,1,1,7,6
"987",456.4517,1,11,2,458.2,1,1,8,6
"988",459.5024,1,12,1,679.5,1,1,1,6
"989",461.7572,1,12,2,768.7,1,0,2,6
"990",465.4214,1,12,1,1088.5,1,0,3,6
"991",14.6784,1,11,2,681.4,1,1,1,7
"992",18.326,1,11,3,657.8,1,1,2,7
"993",21.8907,1,11,2,541.1,1,1,3,7
"994",25.588,1,12,1,691.7,1,1,1,7
"995",28.075,1,12,3,668.7,1,1,2,7
"996",31.8055,1,12,2,538.3,1,1,3,7
"997",33.7287,1,12,2,775.1,1,1,4,7
"998",37.0945,1,12,1,673.2,1,1,5,7
"999",40.8415,1,11,3,710.2,1,1,1,7
"1000",43.8425,1,11,2,413.2,1,1,2,7
"1001",46.6776,1,11,3,474.1,1,1,3,7
"1002",50.4413,1,11,3,494.4,1,1,4,7
"1003",52.3811,1,11,2,578.6,1,1,5,7
"1004",56.0785,1,11,2,417.1,1,1,6,7
"1005",59.1126,1,11,1,407,1,1,7,7
"1006",61.0856,1,12,1,642.1,1,1,1,7
"1007",63.9539,1,12,1,477.8,1,1,2,7
"1008",67.5683,1,12,2,823.4,1,0,3,7
"1009",70.7517,1,12,2,640,1,1,4,7
"1010",74.2335,1,11,2,534.1,1,1,1,7
"1011",77.5992,1,11,1,472.4,1,1,2,7
"1012",80.5836,1,11,3,568,1,1,3,7
"1013",82.6229,1,11,2,504.7,1,1,4,7
"1014",85.541,1,11,1,458.6,1,1,5,7
"1015",89.2217,1,11,2,489.9,1,1,6,7
"1016",92.1895,1,12,2,1066.1,1,0,1,7
"1017",94.5604,1,12,3,1279.2,1,0,2,7
"1018",98.407,1,12,3,640.6,1,1,3,7
"1019",101.3748,1,12,3,832.8,1,1,4,7
"1020",105.2379,1,12,2,617.7,1,1,5,7
"1021",107.2441,1,12,3,723.5,1,1,6,7
"1022",109.5984,1,12,3,561.2,1,1,7,7
"1023",112.7155,1,12,3,452.1,1,1,8,7
"1024",115.9817,1,11,3,513.9,1,1,1,7
"1025",119.0324,1,11,3,423.1,1,1,2,7
"1026",121.8178,1,11,1,493.7,1,1,3,7
"1027",125.5649,1,11,3,402.6,1,1,4,7
"1028",128.2011,1,11,3,430.4,1,1,5,7
"1029",130.3233,1,11,1,468.2,1,1,6,7
"1030",133.7885,1,12,3,619,1,1,1,7
"1031",136.375,1,12,2,736.5,1,1,2,7
"1032",139.8568,1,12,2,622.7,1,1,3,7
"1033",142.8246,1,11,1,446.9,1,1,1,7
"1034",145.6432,1,11,3,532.3,1,1,2,7
"1035",148.0804,1,11,2,399.1,1,1,3,7
"1036",151.4296,1,11,2,481.9,1,1,4,7
"1037",154.7621,1,11,3,437.4,1,1,5,7
"1038",158.1776,1,12,1,621.9,1,1,1,7
"1039",160.2003,1,12,3,591.1,1,1,2,7
"1040",162.3557,1,12,2,659.7,1,1,3,7
"1041",166.053,1,12,3,442.4,1,1,4,7
"1042",169.568,1,12,2,511.4,1,1,5,7
"1043",172.7513,1,12,2,576.1,1,1,6,7
"1044",176.3326,1,12,1,546.8,1,1,7,7
"1045",178.9025,1,11,2,456.9,1,1,1,7
"1046",182.235,1,11,2,476.4,1,1,2,7
"1047",184.4236,1,11,3,495.8,1,1,3,7
"1048",187.9717,1,11,1,467.7,1,1,4,7
"1049",190.724,1,11,1,419.3,1,1,5,7
"1050",193.7581,1,11,3,393.3,1,1,6,7
"1051",196.2119,1,11,1,395.5,1,1,7,7
"1052",199.8761,1,11,2,355.3,1,1,8,7
"1053",202.9765,1,12,2,574.8,1,1,1,7
"1054",206.0936,1,12,3,521.7,1,1,2,7
"1055",208.249,1,12,3,558.3,1,1,3,7
"1056",210.1722,1,12,3,555.1,1,1,4,7
"1057",212.4437,1,11,1,363.7,1,1,1,7
"1058",215.6602,1,11,1,411.1,1,1,2,7
"1059",218.8269,1,11,1,428.4,1,1,3,7
"1060",220.9657,1,11,3,449.6,1,1,4,7
"1061",224.8289,1,11,1,418.4,1,1,5,7
"1062",227.4319,1,11,3,391.4,1,1,6,7
"1063",231.1292,1,12,1,854.1,1,0,1,7
"1064",233.3012,1,12,2,746.1,1,1,2,7
"1065",236.2358,1,12,3,539.5,1,1,3,7
"1066",240.0824,1,11,1,396.9,1,1,1,7
"1067",242.6854,1,11,3,465.9,1,1,2,7
"1068",246.1175,1,11,2,417.7,1,1,3,7
"1069",249.6158,1,11,1,415.5,1,1,4,7
"1070",252.6997,1,11,2,443.5,1,1,5,7
"1071",254.6727,1,11,2,438.5,1,1,6,7
"1072",256.6291,1,11,1,426.1,1,1,7,7
"1073",259.2322,1,12,1,487,1,0,1,7
"1074",261.1389,1,12,3,668.4,1,1,2,7
"1075",264.1398,1,12,2,1139.4,1,0,3,7
"1076",267.2734,1,12,2,989.8,1,0,4,7
"1077",269.7936,1,12,2,693.6,1,1,5,7
"1078",272.6619,1,12,2,633.3,1,1,6,7
"1079",275.4308,1,12,2,760.4,1,1,7,7
"1080",277.868,1,12,3,515.2,1,1,8,7
